ประกอบกิจการ,รหัสจังหวัด,อำเภอ,TSIC,รหัสประเภท,ถนน,ซอย,คนงานรวม,หญิง,ชาย,จังหวัด,หมู่,ประเภท,ปี,เลขทะเบียนโรงงาน,แรงม้ารวม,ระดับ,ตำบล,_id,รหัสทะเบียนโรงงาน FID,ชื่อโรงงาน,ชื่อเจ้าของ,จำพวก,ปีที่ได้รับอนุญาต,รหัสไปรษณีย์,พื้นที่โรงงาน(ตร.ม.)
"ผลิตถังพลาสติก , ประกอบถังน้ำพลาสติก",63,แม่สอด,22220,5304,,,7, -   ,7,ตาก,2,53(4),2568,จ3-53(4)-5/58ตก,450,ต่ำ,แม่ตาว,1839,20630100000000,บริษัท ภัทรอุดร จำกัด,บริษัท ภัทรอุดร จำกัด,3,58,63110,"2,150"
ทำภาชนะบรรจุจากพลาสติก,63,แม่สอด,22220,5304,,,103,48,55,ตาก,1,53(4),2568,จ3-53(4)-32/59ตก,97.5,ต่ำ,พระธาตุผาแดง,1840,20630100000000,บริษัท ไม้ไทยอินทีเรีย จำกัด,บริษัท ไม้ไทยอินทีเรีย จำกัด,3,59,63110,"7,875"
ผลิตขวดพลาสติก,63,แม่สอด,22220,5304,สมัครสรรพการ,,15,11,4,ตาก,2,53(4),2568,จ3-53(4)-37/59ตก,193.02,ต่ำ,พระธาตุผาแดง,1841,20630000000000,บริษัท บีแอนด์ซี พลาสติก จำกัด,บริษัท บีแอนด์ซี พลาสติก จำกัด,3,59,63110,825
ผลิตถุงพลาสติก,63,แม่สอด,22220,5304,แม่สอด-แม่ระมาด,,32,21,11,ตาก,9,53(4),2568,จ3-53(4)-3/64ตก,492,ต่ำ,แม่กาษา,1842,20630000000000,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,3,64,63110,"36,717"
ผลิตถุงพลาสติก,63,แม่สอด,22220,5304,,,161,61,100,ตาก,15,53(4),2568,3-53(4)-41/59ตก,"1,492.00",ต่ำ,แม่กาษา,1843,10630000000000,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,3,59,63110,"3,978"
ผลิตถุงพลาสติก,63,แม่สอด,22220,5304,,,10, -   ,10,ตาก,15,53(4),2568,จ3-53(4)-66/60ตก,206,ต่ำ,แม่กาษา,1844,20630000000000,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,บริษัท ยูนิค อุตสาหกรรมพลาสติก (แม่สอด) จำกัด,3,60,63110,"3,978"
ทำพลาสติกเป็นเม็ด และการล้าง บด หรือย่อยพลาสติก,63,แม่สอด,22230,5305,,,12,2,10,ตาก,6,53(5),2568,จ3-53(5)-3/63ตก,184.35,ต่ำ,แม่ตาว,1845,20630000000000,บริษัท ตงหนึ่ง พลาสติก จำกัด,บริษัท ตงหนึ่ง พลาสติก จำกัด,3,63,63110,"3,200"
ผลิตรองเท้าและพลาสติก,63,แม่สอด,15209,5307,,,60,20,40,ตาก,3,53(7),2568,จ3-53(7)-6/61ตก,373.34,ต่ำ,พระธาตุผาแดง,1846,20630100000000,บริษัท ซวง เล่อ ชู แอนด์ พลาสติก จำกัด,บริษัท ซวง เล่อ ชู แอนด์ พลาสติก จำกัด,3,61,63110,"16,000"
ล้าง โม่ บด ย่อย และหลอมพลาสติก,63,แม่สอด,22299,5309,แม่สอด-อุ้มผาง ,,15, -   ,15,ตาก,8,53(9),2568,จ3-53(9)-10/57ตก,296.1,ต่ำ,แม่กุ,1847,20630000000000,ห้างหุ้นส่วนจำกัด ที เอ วาย รีไซเคิล,ห้างหุ้นส่วนจำกัด ที เอ วาย รีไซเคิล,3,57,63110,"20,040"
ล้าง โม่ และหลอมพลาสติก,63,แม่สอด,22299,5309,,,15, -   ,15,ตาก,1,53(9),2568,จ3-53(9)-9/55ตก,347.1,ต่ำ,ท่าสายลวด,1848,20630000000000,-,นายสมนึก ตันกิจรุ่งเรือง ,3,55,63110,"4,000"
ทำผลิตภัณฑ์เครื่องกระเบื้องเคลือบ เครื่องปั้นดินเผา หรือเครื่องดินเผา,63,แม่สอด,23939,5500,,,"1,160","1,020",140,ตาก,11,55,2568,จ3-55-1/45ตก,"1,021.00",ต่ำ,แม่ปะ,1849,20630200000000,บริษัท แม่สอดเซรามิค จำกัด,บริษัท แม่สอดเซรามิค จำกัด,3,45,63110,"10,140"
ผลิตคอนกรีตผสมเสร็จ และ การร่อนหรือคัดกรวด หรือทราย,63,แม่สอด,23951,5801,,,3, -   ,3,ตาก,9,58(1),2568,จ3-58(1)-33/57ตก,252.75,ปานกลาง,แม่กาษา,1850,20630000000000,บริษัท คิวมิกซ์ซัพพลาย จำกัด สาขาแม่สอด,บริษัท คิวมิกซ์ซัพพลาย จำกัด สาขาแม่สอด,3,57,63110,"12,800"
ผลิตคอนกรีตผสมเสร็จ,63,แม่สอด,23953,5801,,,10,2,8,ตาก,7,58(1),2568,จ3-58(1)-236/60ตก,119,ต่ำ,ท่าสายลวด,1851,20630000000000,ห้างหุ้นส่วนจำกัด เล็กเจริญก่อสร้าง,ห้างหุ้นส่วนจำกัด เล็กเจริญก่อสร้าง,3,60,63110,"20,000"
ผลิตคอนกรีตผสมเสร็จและผลิตภัณฑ์คอนกรีต,63,แม่สอด,23953,5801,,,21,10,11,ตาก,15,58(1),2568,จ3-58(1)-31/58ตก,126,ต่ำ,แม่กาษา,1852,20630000000000,บริษัท ห้าแยกสุขภัณฑ์กรุ๊ป จำกัด,บริษัท ห้าแยกสุขภัณฑ์กรุ๊ป จำกัด,3,58,63110,"12,464"
ผลิตผลิตภัณฑ์คอนกรีต,63,แม่สอด,23953,5801,แม่สอด-อุ้มผาง,,10, -   ,10,ตาก,7,58(1),2568,จ3-58(1)-2/44ตก,324.64,ต่ำ,แม่กุ,1853,20630000000000,ห้างหุ้นส่วนจำกัด ทรัพย์แม่เมย,ห้างหุ้นส่วนจำกัด ทรัพย์แม่เมย,3,44,63110,"5,620"
ทำคอนกรีตผสมเสร็จ,63,แม่สอด,23953,5801,,,2, -   ,2,ตาก,2,58(1),2568,จ3-58(1)-131/54ตก,140,ต่ำ,แม่กุ,1854,20630000000000,ผาลาดวัสดุก่อสร้าง,ผาลาดวัสดุก่อสร้าง,3,54,63110,"2,288"
ผลิตคอนกรีตผสมเสร็จ และผลิตภัณฑ์เกี่ยวกับคอนกรีตสำเร็จรูป และทำเสาเข็มคอนกรีตอัดแรง ,63,แม่สอด,23953,5801,-,-,14, -   ,14,ตาก,4,58(1),2568,จ3-58(1)-2/45ตก,462.1,ต่ำ,ท่าสายลวด,1855,20630100000000,บริษัท โกลเด็นซิตี้คอนกรีต จำกัด,บริษัท โกลเด็นซิตี้คอนกรีต จำกัด,3,45,63110,"6,400"
"ผลิตคอนกรีตผสมเสร็จ ทำผลิตภัณฑ์จากคอนกรีต ได้แก่ การทำเสาเข็มคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ , ท่อคอนกรีตเสริมเหล็กสำหรับงานระบายน้ำ , ชิ้นส่วนคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นประกอบ , บ่อพักรับน้ำคอนกรีตเสริมเหล็ก , แผงกั้นคอนกรีตแบบสำเร็จรูป , คอนกรีตบล็อก ",63,แม่สอด,23953,5801,,, -   , -   , -   ,ตาก,4,58(1),2568,จ3-58(1)-125/58ตก,277,ต่ำ,ท่าสายลวด,1856,20630000000000,บริษัท โกลเด็นซิตี้คอนกรีต จำกัด,บริษัท โกลเด็นซิตี้คอนกรีต จำกัด,3,58,63110,"2,400"
ผลิตคอนกรีตผสมเสร็จ,63,แม่สอด,23953,5801,,,10,2,8,ตาก,7,58(1),2568,จ3-58(1)-85/58ตก,141.06,ต่ำ,ท่าสายลวด,1857,20630000000000,บริษัท ไฮเวย์ คอนกรีต จำกัด,บริษัท ไฮเวย์ คอนกรีต จำกัด,3,58,63110,"4,046"
ทำผลิตภัณฑ์คอนกรีต เช่น บล็อกคอนกรีต แผ่นพื้น เสาคอนกรีต ฯลฯ,63,แม่สอด,23951,5801,-,-,7,2,5,ตาก,7,58(1),2568,จ3-58(1)-101/66ตก,283.12,ต่ำ,ท่าสายลวด,1858,20630100000000,บริษัท ห้าแยก กรุ๊ป จำกัด,บริษัท ห้าแยก กรุ๊ป จำกัด,3,66,63110,"4,300"
การทำผลิตภัณฑ์คอนกรีต,63,แม่สอด,23953,5801,,,10, -   ,10,ตาก,4,58(1),2568,จ3-58(1)-8/60ตก,100.8,ต่ำ,ท่าสายลวด,1859,20630000000000,บริษัท เคซีซี แม่สอดคอนกรีต จำกัด,บริษัท เคซีซี แม่สอดคอนกรีต จำกัด,3,60,63110,900
ผลิตคอนกรีตผสมเสร็จ และผลิตภัณฑ์คอนกรีต,63,แม่สอด,23953,5801,,,8, -   ,8,ตาก,2,58(1),2568,จ3-58(1)-207/61ตก,107,ต่ำ,พระธาตุผาแดง,1860,20630000000000,,บริษัท เอ.ที.คอนกรีต2020 จำกัด,3,61,63110,"5,592"
การผลิตคอนกรีตผสมเสร็จ ผลิตภัณฑ์จากคอนกรีต และผลิตภัณฑ์จากปูนซีเมนต์,63,แม่สอด,23951,5801,,,25,6,19,ตาก,7,58(1),2568,จ3-58(1)-206/66ตก,200,ต่ำ,ท่าสายลวด,1861,20630200000000,บริษัท นครแม่สอด คอนกรีต จำกัด,บริษัท นครแม่สอด คอนกรีต จำกัด,3,66,63110,"4,712"
ผลิตคอนกรีตผสมเสร็จ,63,แม่สอด,23953,5801,,,5, -   ,5,ตาก,3,58(1),2568,จ3-58(1)-179/63ตก,129.6,ต่ำ,ท่าสายลวด,1862,20630200000000,บริษัท เมเตอร์ คอนกรีต จำกัด,บริษัท เมเตอร์ คอนกรีต จำกัด,3,63,63110,500
ผลิตคอนกรีตสำเร็จรูป และผลิตภัณฑ์คอนกรีต เช่น ท่อคอนกรีต บล็อกคอนกรีต แผ่นพื้นคอนกรีต และเสาคอนกรีต ,63,แม่สอด,23953,5801,,,14,4,10,ตาก,4,58(1),2568,จ3-58(1)-178/67ตก,266.75,ต่ำ,ท่าสายลวด,1863,20630200000000,บริษัท คอนกรี โต้ โฮม จำกัด,บริษัท คอนกรี โต้ โฮม จำกัด,3,67,63110,"6,400"
การผลิตคอนกรีตสำเร็จรูป และผลิตภัณฑ์คอนกรีต,63,แม่สอด,23953,5801,-,-,8,2,6,ตาก,6,58(1),2568,จ3-58(1)-197/67ตก,200,ต่ำ,ท่าสายลวด,1864,20630200000000,บริษัท เค เค คอนกรีต 2024 จำกัด,บริษัท เค เค คอนกรีต 2024 จำกัด,3,67,63110,"6,400"
