ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
"พิมพ์สิ่งพิมพ์ต่าง ๆ เช่นหนังสือ ประมาณปีละ 480,000 เล่ม สิ่งพิมพ์ต่างๆ ประมาณปีละ 6,000 เล่ม",,อโศก-ดินแดง, 2.90 ,ก2-41(1)-43/64,50100057725647,76,66.72,4101,ห้างหุ้นส่วนจำกัด นำอักษรการพิมพ์,ดินแดง,64,ตระกูลสุข,ดินแดง,800/35-36-37,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด นำอักษรการพิมพ์,2, 18 ,10400
รับจ้างพิมพ์และเข้าเล่มสิ่งพิม์,14,ทวีวัฒนา, 23.00 ,ก2-41(1)-73/64,50100213625640,77,72.36,4101,บริษัท เอ็มไอซีพริ้นท์ติ้งกรุ๊ป จำกัด,บางระมาด,64,,ตลิ่งชัน,21/4,กรุงเทพมหานคร,บริษัท เอ็มไอซีพริ้นท์ติ้งกรุ๊ป จำกัด,2, 21 ,10170
ผลิตชิ้นส่วนและประกอบผลิตภัณฑ์เครื่องอิเล็คทรอนิคส์ เช่น โทรศัพท์ ตู้ชุมสาย วิทยุ,3,ฉิมพลี, 3.50 ,ก2-72-4/64,50100065125640,78,63.84,7200,บริษัท อินเตอร์ โฟนิค (ประเทศไทย) จำกัด,ฉิมพลี,64,,ตลิ่งชัน,42/8,กรุงเทพมหานคร,บริษัท อินเตอร์ โฟนิค (ประเทศไทย) จำกัด,2, 47 ,10170
ทำเครื่องประดับด้วยเงิน ทองคำ อัญมณี,6,เจ้าพระยาวิลล่า, 18.00 ,ก2-84(1)-6/64,50100044625645,79,59.42,8401,บริษัท ฟีนิกซ์เมทัล จำกัด,ศาลาธรรมสพน์,64,,ทวีวัฒนา,225,กรุงเทพมหานคร,บริษัท ฟีนิกซ์เมทัล จำกัด,2, 60 ,10170
ถักผ้ายืด และถักปกเสื้อ (จำนวนเครื่องถัก 32 เครื่อง),,, 5.00 ,ก2-24-9/64,50100040225648,80,71.5,2400,ห้างหุ้นส่วนสามัญ เอส.เอ็ม.แฟคทอรี่,บางมด,64,ประชาอุทิศ 19,ทุ่งครุ,109,กรุงเทพมหานคร,ห้างหุ้นส่วนสามัญ เอส.เอ็ม.แฟคทอรี่,2, 20 ,10140
ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 65 เครื่อง),,, 5.00 ,ก2-28(1)-21/64,50100040525641,81,19.22,2801,บริษัท ฟิวเจอร์ การ์เม้นท์ จำกัด,บางมด,64,ประชาอุทิศ 41,ทุ่งครุ,"273,275,277",กรุงเทพมหานคร,บริษัท ฟิวเจอร์ การ์เม้นท์ จำกัด,2, 60 ,10140
การพิมพ์ การทำแฟ้มเก็บเอกสาร การเย็บเล่ม ทำปก หรือตบแต่งสิ่งพิมพ์,,พุทธบูชา, 18.00 ,ก2-41(1)-7/56,50100100725560,82,50.0,4101,บริษัท วี.ซี.แอนด์ พี.พริ้นติ้ง อินเตอร์เทรด จำกัด,บางมด,56,พุทธบูชา 39 แยก 1-1,ทุ่งครุ,140,กรุงเทพมหานคร,บริษัท วี.ซี.แอนด์ พี.พริ้นติ้ง อินเตอร์เทรด จำกัด,2, 4 ,10140
ทำเครื่องใช้จากพลาสติก เช่น ถ้วย จาน,4,ประชาอุทิศ, 5.20 ,ก2-53(1)-18/64,50100041525640,83,61.7,5301,พงศ์ชัยพลาสติก,บางมด,64,ประชาอุทิศ 33,ทุ่งครุ,180/1,กรุงเทพมหานคร,พงศ์ชัยพลาสติก,2, 7 ,10140
ทำแม่พิมพ์โลหะและซ่อมเครื่องพิมพ์,,ประชาอุทิศ, 0.92 ,ก2-64(6)-4/64,50100042225646,84,64.15,6406,ห้างหุ้นส่วนจำกัด ไทยเซ็นทรัลเอ็นจิเนียริ่ง,บางมด,64,ประชาอุทิศ 37,ทุ่งครุ,7,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด ไทยเซ็นทรัลเอ็นจิเนียริ่ง,2, 10 ,10140
กลึงของใช้เล็กๆ จากโลหะ เช่น น๊อต สกรู บู๊ชและ แม่พิมพ์โลหะ,,, 0.55 ,ก2-64(13)-60/64,50100076125647,85,65.08,6413,สุรชัยการช่าง,ทุ่งครุ,64,ประชาอุทิศ 79 แยก 19,ทุ่งครุ,2,กรุงเทพมหานคร,สุรชัยการช่าง,2, 3 ,10140
ผลิตอะไหล่และอุปกรณ์ที่ใช้กับโทรทัศน์ทุกชนิด,4,ประชาอุทิศ, 5.00 ,2-72-8/45,10100800825453,86,30.63,7200,บริษัท ทาฟน์เอ็นจิเนียริ่ง จำกัด,บางมด,45,-,ทุ่งครุ,409/1-2,กรุงเทพมหานคร,บริษัท ทาฟน์เอ็นจิเนียริ่ง จำกัด,2, 60 ,10140
ทำเส้นก๋วยเตี๋ยว,,, 2.40 ,ก2-10(3)-1/64,50100020525645,87,63.54,1003,,บุคคโล,64,เทอดไทย 33,ธนบุรี,494,กรุงเทพมหานคร,นายพิชัย วิริยะอัครเดชา,2, 7 ,10600
ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 60 เครื่อง),,สมเด็จพระเจ้าตากสิน, 5.50 ,ก2-28(1)-9/64,50100021125643,88,21.36,2801,บริษัท ธนรัตน์ การ์เมนท์ จำกัด,บุคคโล,64,สมเด็จพระเจ้าตากสิน 18,ธนบุรี,91-93,กรุงเทพมหานคร,บริษัท ธนรัตน์ การ์เมนท์ จำกัด,2, 60 ,10600
ปักผ้าและตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 45 เครื่อง,,สมเด็จพระเจ้าตากสิน, 2.00 ,2-28(1)-140/30,10100014025304,89,46.7,2801,ห้างหุ้นส่วนจำกัด แชมภู,บุคคโล,30,สมเด็จพระเจ้าตากสิน 18,ธนบุรี,5/7-9,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด แชมภู,2, 55 ,10600
รับจ้างตัดเย็บผ้า,,รัชดาภิเษก(ท่าพระ-ตากสิน), 4.05 ,2-28(1)-52/40,10100205225408,90,29.69,2801,บริษัท ยูเนี่ยน สตาร์ เซโม จำกัด,บุคคโล,40,รัชดา 7,ธนบุรี,"656,658",กรุงเทพมหานคร,บริษัท ยูเนี่ยน สตาร์ เซโม จำกัด,2, 86 ,10600
พิมพ์สิ่งพิมพ์ต่าง ๆ และทำกล่องกระดาษ,,ประชาธิปก, 0.80 ,ก2-41(1)-19/64,50100023325647,91,63.28,4101,พัฒนศิลป์การพิมพ์,หิรัญรูจี,64,หิรัญรูจี 3,ธนบุรี,13/22,กรุงเทพมหานคร,พัฒนศิลป์การพิมพ์,2, 16 ,10600
ทำผลิตภัณฑ์ยาง เช่น บุ๊ชยางหูแหนบ ยางเพลากลาง ยางแท่นเครื่อง,,อินทรพิทักษ์, 5.00 ,ก2-52(4)-3/64,50100023725648,92,64.2,5204,บริษัท เอ็ม.จี วิคทอรี่ รับเบอร์ จำกัด,บางยี่เรือ,64,อินทรพิทักษ์ 5,ธนบุรี,262-264,กรุงเทพมหานคร,บริษัท เอ็ม.จี วิคทอรี่ รับเบอร์ จำกัด,2, 20 ,10600
ทำเครื่องใช้พลาสติก เช่น ไม่แขวนเสื้อ กิ๊ปหนีบผ้า ฝาจุกขวดขวด และทำแบบพิมพ์โลหะ,,สมเด็จพระเจ้าตากสิน 34, 1.07 ,ก2-53(1)-8/64,50100024025642,93,67.86,5301,อ๋าพลาสติก,บุคคโล,64,ตรอกศาลเจ้าโกบ๊อ3,ธนบุรี,"203,201",กรุงเทพมหานคร,อ๋าพลาสติก,2, 4 ,10600
ทำของใช้จากพลาสติค,,สมเด็จพระเจ้าตากสิน, 0.50 ,ก2-53(1)-11/64,50100024325646,94,73.14,5301,ห้างหุ้นส่วนจำกัด เวิลด์พลาสติค,บุคคโล,64,สมเด็จพระเจ้าตากสิน 22,ธนบุรี,44,กรุงเทพมหานคร,ห้างหุ้นส่วนจำกัด เวิลด์พลาสติค,2, 5 ,10600
ทำถุงพลาสติก,,สมเด็จพระเจ้าตากสิน, 3.90 ,ก2-53(4)-3/64,50100024525641,95,60.8,5304,,บุคคโล,64,สมเด็จพระเจ้าตากสิน 19,ธนบุรี,326-328,กรุงเทพมหานคร,นางพรทิพย์ ทัศนแสงสูรย์,2, 7 ,10600
ทำถุงพลาสติก,,สมเด็จพระเจ้าตากสิน, 1.02 ,ก2-53(4)-4/64,50100024625649,96,57.82,5304,สินรุ่งเรือง,บุคคโล,64,วัดสุทธาวาส,ธนบุรี,99/3,กรุงเทพมหานคร,สินรุ่งเรือง,2, 4 ,10600
ทำอุปกรณ์ที่ใช้ในการก่อสร้าง เช่น รางน้ำฝน,,สมเด็จพระเจ้าตากสิน, 0.35 ,ก2-63(2)-13/64,50100025025641,97,65.18,6302,ร้านเลิศลอย,บุคคโล,64,,ธนบุรี,269,กรุงเทพมหานคร,ร้านเลิศลอย,2, 10 ,10600
