WORK_STATUS,QUARTER,VALUE,SOURCE,_id,SEX,UNIT,REGION,YEAR
นายจ้าง,ไตรมาสที่ 2,130.22,สำนักงานสถิติแห่งชาติ,608,ชาย,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,230.3,สำนักงานสถิติแห่งชาติ,609,ชาย,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างเอกชน,ไตรมาสที่ 2,1656.01,สำนักงานสถิติแห่งชาติ,610,ชาย,พันคน,กรุงเทพมหานคร,2564
ทำงานส่วนตัว,ไตรมาสที่ 2,655.02,สำนักงานสถิติแห่งชาติ,611,ชาย,พันคน,กรุงเทพมหานคร,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,130.41,สำนักงานสถิติแห่งชาติ,612,ชาย,พันคน,กรุงเทพมหานคร,2564
การรวมกลุ่ม,ไตรมาสที่ 2,1.07,สำนักงานสถิติแห่งชาติ,613,ชาย,พันคน,กรุงเทพมหานคร,2564
นายจ้าง,ไตรมาสที่ 2,57.57,สำนักงานสถิติแห่งชาติ,614,หญิง,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,256.06,สำนักงานสถิติแห่งชาติ,615,หญิง,พันคน,กรุงเทพมหานคร,2564
ลูกจ้างเอกชน,ไตรมาสที่ 2,1502.23,สำนักงานสถิติแห่งชาติ,616,หญิง,พันคน,กรุงเทพมหานคร,2564
ทำงานส่วนตัว,ไตรมาสที่ 2,529.88,สำนักงานสถิติแห่งชาติ,617,หญิง,พันคน,กรุงเทพมหานคร,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,225.48,สำนักงานสถิติแห่งชาติ,618,หญิง,พันคน,กรุงเทพมหานคร,2564
การรวมกลุ่ม,ไตรมาสที่ 2,0.0,สำนักงานสถิติแห่งชาติ,619,หญิง,พันคน,กรุงเทพมหานคร,2564
นายจ้าง,ไตรมาสที่ 2,254.25,สำนักงานสถิติแห่งชาติ,620,ชาย,พันคน,ภาคกลาง,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,501.08,สำนักงานสถิติแห่งชาติ,621,ชาย,พันคน,ภาคกลาง,2564
ลูกจ้างเอกชน,ไตรมาสที่ 2,3433.05,สำนักงานสถิติแห่งชาติ,622,ชาย,พันคน,ภาคกลาง,2564
ทำงานส่วนตัว,ไตรมาสที่ 2,1754.96,สำนักงานสถิติแห่งชาติ,623,ชาย,พันคน,ภาคกลาง,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,545.27,สำนักงานสถิติแห่งชาติ,624,ชาย,พันคน,ภาคกลาง,2564
การรวมกลุ่ม,ไตรมาสที่ 2,1.99,สำนักงานสถิติแห่งชาติ,625,ชาย,พันคน,ภาคกลาง,2564
นายจ้าง,ไตรมาสที่ 2,85.05,สำนักงานสถิติแห่งชาติ,626,หญิง,พันคน,ภาคกลาง,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,605.71,สำนักงานสถิติแห่งชาติ,627,หญิง,พันคน,ภาคกลาง,2564
ลูกจ้างเอกชน,ไตรมาสที่ 2,2752.63,สำนักงานสถิติแห่งชาติ,628,หญิง,พันคน,ภาคกลาง,2564
ทำงานส่วนตัว,ไตรมาสที่ 2,1321.39,สำนักงานสถิติแห่งชาติ,629,หญิง,พันคน,ภาคกลาง,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,763.39,สำนักงานสถิติแห่งชาติ,630,หญิง,พันคน,ภาคกลาง,2564
การรวมกลุ่ม,ไตรมาสที่ 2,1.19,สำนักงานสถิติแห่งชาติ,631,หญิง,พันคน,ภาคกลาง,2564
นายจ้าง,ไตรมาสที่ 2,73.31,สำนักงานสถิติแห่งชาติ,632,ชาย,พันคน,ภาคเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,313.65,สำนักงานสถิติแห่งชาติ,633,ชาย,พันคน,ภาคเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 2,740.01,สำนักงานสถิติแห่งชาติ,634,ชาย,พันคน,ภาคเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 2,1678.25,สำนักงานสถิติแห่งชาติ,635,ชาย,พันคน,ภาคเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,482.68,สำนักงานสถิติแห่งชาติ,636,ชาย,พันคน,ภาคเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 2,1.67,สำนักงานสถิติแห่งชาติ,637,ชาย,พันคน,ภาคเหนือ,2564
นายจ้าง,ไตรมาสที่ 2,24.82,สำนักงานสถิติแห่งชาติ,638,หญิง,พันคน,ภาคเหนือ,2564
ลูกจ้างรัฐบาล,ไตรมาสที่ 2,344.19,สำนักงานสถิติแห่งชาติ,639,หญิง,พันคน,ภาคเหนือ,2564
ลูกจ้างเอกชน,ไตรมาสที่ 2,591.28,สำนักงานสถิติแห่งชาติ,640,หญิง,พันคน,ภาคเหนือ,2564
ทำงานส่วนตัว,ไตรมาสที่ 2,948.41,สำนักงานสถิติแห่งชาติ,641,หญิง,พันคน,ภาคเหนือ,2564
ช่วยธุรกิจครอบครัว,ไตรมาสที่ 2,841.2,สำนักงานสถิติแห่งชาติ,642,หญิง,พันคน,ภาคเหนือ,2564
การรวมกลุ่ม,ไตรมาสที่ 2,2.42,สำนักงานสถิติแห่งชาติ,643,หญิง,พันคน,ภาคเหนือ,2564
