ถนน,คนงานชาย,เลขที่,ซอย,แรงม้า,คนงานรวม,เงินทุนรวม,_id,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,แรงม้าตรวจพบ,ตำบล,อำเภอ,คนงานหญิง,จังหวัด,ผู้ประกอบการ,หมู่
บรมไตรโลกนารถ 2,0,เลขที่ -,,12,500000,,384,384,อู่ศรีสหวัฒน์การช่าง,เคาะ ปะผุ พ่นสีรถยนต์,0,ในเมือง,เมืองพิษณุโลก,1500000,พิษณุโลก,ห้างหุ้นส่วนจำกัด ศรีสหวัฒน์การช่าง,
พิษณุโลก-นครสวรรค์,15000000,เลขที่ 395,,15,10000000,,385,385,บริษัท บี ที ซี พิษณุไพศาล จำกัด,ศูนย์บริการซ่อมและจำหน่ายยางรถยนต์,0,ท่าโพธิ์,เมืองพิษณุโลก,5000000,พิษณุโลก,บริษัท บี ที ซี พิษณุไพศาล จำกัด,7.0
พิชัยสงคราม 20,4000000,เลขที่ 407/20,,20,500000,,386,386,ห้างหุ้นส่วนจำกัด แสงอรุณสองแคว,ซ่อมรถยนต์และพ่นสีรถยนต์,1,อรัญญิก,เมืองพิษณุโลก,2000000,พิษณุโลก,ห้างหุ้นส่วนจำกัด แสงอรุณสองแคว,3.0
,11,เลขที่ 5/5,,63,14,4100000,387,387,บริษัท บีอาร์เค อินเตอร์ ทรานสปอร์ต จำกัด,ซ่อมรถยนต์ รถพ่วง,63,หนองกุลา,บางระกำ,3,พิษณุโลก,บริษัท บีอาร์ เค อินเตอร์ ทรานสปอร์ต จำกัด,14.0
,4,เลขที่ 248,,94.9,11,5205000,388,388,ลอนดรี้ แลนด์,ซัก อบ รีด เสื้อผ้า ผ้า และเครื่องนุ่งห่ม,,ท่าโพธิ์,เมืองพิษณุโลก,7,พิษณุโลก,ห้างหุ้นส่วนจำกัด ชิณฐิกุญช์ 999,6.0
,2000000,เลขที่ 2/3,,6,250000,,389,389,บริษัท จีเอสเอ็น ลอนดรี้ แอนด์ เซอร์วิส จำกัด,ซัก อบ รีดผ้าและเครื่องห่ม,18,บ้านกร่าง,เมืองพิษณุโลก,1000000,พิษณุโลก,บริษัท จีเอสเอ็น ลอนดรี้ แอนด์ เซอร์วิส จำกัด,9.0
,22,เลขที่ ,,868.5,26,52500000,390,390,บริษัท เจ.คอนสตรัคชั่น จำกัด,โม่ บด หรือย่อยหิน,,บ้านมุง,เนินมะปราง,4,พิษณุโลก,บริษัท เจ.คอนสตรัคชั่น จำกัด,2.0
บรมไตรโลกนารถ 2,2700000,เลขที่ 837/3,,11,300000,,391,391,สุกี้ยากี้น้ำแข็งอนามัย,ทำน้ำแข็งก้อนเล็กได้วันละ 28 ตัน,0,ในเมือง,เมืองพิษณุโลก,4700000,พิษณุโลก,ห้างหุ้นส่วนจำกัด นิธิวิบูลย์ 1981 กรุ๊ป,
พิษณุโลก-เด่นชัย,0,เลขที่ 149,-,42,93604500,,392,392,บริษัท คาร์กิลล์สยาม จำกัด,ทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์ เช่น อาหารไก่ อาหารสุกร อาหารเป็ด,0,บ้านป่า,เมืองพิษณุโลก,15097500,พิษณุโลก,บริษัท คาร์กิลล์สยาม จำกัด,8.0
วังทอง - เขาทราย,0,เลขที่ 113,-,7,0,,393,393,บริษัท วังทองผลพืช จำกัด,ผลิตแตงกวาดอง ขิงดอง มะเขือดอง และผักดองชนิดต่าง ๆ,102,ดินทอง,วังทอง,2706400,พิษณุโลก,บริษัท วังทองผลพืช จำกัด,7.0
พิษณุโลก-หล่มสัก,8,เลขที่ 178,-,16549.93,22,15000000,394,394,บริษัท ซีพีเอฟ (ประะทศไทย) จำกัด (มหาชน),ผลิตอาหารสัตว์ผสมสำเร็จรูป,16549.93,สมอแข,เมืองพิษณุโลก,14,พิษณุโลก,บริษัท ซีพีเอฟ (ประะทศไทย) จำกัด (มหาชน),4.0
,2000000,เลขที่ 286,,2,500000,,395,395,เค พี หลังคาเหล็ก,ทำผลิตภัณฑ์จากแผ่นโลหะ เช่น การตัด พับ ลอน ทำโค้ง ม้วน หลังคาเมทัลชีท,1,ท่าทอง,เมืองพิษณุโลก,1500000,พิษณุโลก,นางอรัญญา ล้อมวงษ์พานิช,6.0
สายบางระกำ-ลานกระบือ,6,เลขที่ 88,-,65,6,6548000,396,396,นายปิโยวัฒน์ โรจน์คำลือ,ทำผลิตภัณฑ์จากโลหะสำหรับใช้ในการก่อสร้าง เช่น ผลิตหลังคารีดลอน,0,บางระกำ,บางระกำ,0,พิษณุโลก,นายปิโยวัฒน์ โรจน์คำลือ,12.0
สายเลี่ยงเมือง,7,เลขที่ 99/9,-,57.9,9,7650000,397,397,ร้านจรรยา,ทำผลิตภัณฑ์จากโลหะเป็นส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น รีดแผ่นโลหะเป็นหลังคา ทำประตู รั้ว ราวบันใด จากโลหะ,0,หัวรอ,เมืองพิษณุโลก,2,พิษณุโลก,ห้างหุ้นส่วนจำกัด จรรยา เมทัลชีท,3.0
บางระกำ-ลานกระบือ,4,เลขที่ ,,52,5,7000000,398,398,รุ่งวิชัยเมทัลชีท,ทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น หลังคารีดลอน แปเหล็ก,0,บางระกำ,บางระกำ,1,พิษณุโลก,บริษัท รุ่งวิชัย เมทัลลิค จำกัด,12.0
แสนพลพ่าย,3,เลขที่ 228/1,,58.66,3,45000,399,399,ผ้าใบวันดี,ทำกันสาด ทำเต้นท์ และโครงหลังคาเหล็ก,58.66,ในเมือง,เมืองพิษณุโลก,0,พิษณุโลก,นางสล่าย ถิ่นวันดี,
,8,เลขที่ 396-397,,52.5,9,300000,400,400,บริษัท พรีเมียร์เครื่องชั่ง จำกัด,ผลิต ประกอบ ดัดแปลง ซ่อมแซมเครื่องชั่ง,52.5,หัวรอ,เมืองพิษณุโลก,1,พิษณุโลก,บริษัท พรีเมียร์เครื่องชั่ง จำกัด,6.0
