_id,รายชื่อสถานประกอบการ,ปี,ระดับ
362,บริษัท เอสเอสอาร์ คัตติ้งทูล แอนด์ เอ็นจิเนียริ่ง จำกัด,2565,1
363,บริษัท วี แอนด์ บี พรีซีชั่น จำกัด,2565,1
364,บริษัท คลาวด์ แฮงเกอร์ (ไทยแลนด์) จำกัด,2565,1
365,บริษัท แม็กซ์ พรีซิชั่น โมลด์ดิ้ง จำกัด,2565,1
366,บริษัท เหวินเหมิง แม่พิมพ์อุตสาหกรรม จำกัด,2565,1
367,บริษัท พรวัฒนาคอนสตรัคชั่น จำกัด,2565,1
368,บริษัท เดอะ ทรัค เซอร์วิส จำกัด,2565,1
369,บริษัท ลองบี แพคเกจจิ้ง (ประเทศไทย) จำกัด,2565,1
370,บริษัท โกลด์ สตาร์ เปเปอร์ แอนด์ เทคโนโลยี จำกัด,2565,1
371,บริษัท ไพบูลย์การช่างเซอร์วิส จำกัด,2565,1
372,บริษัท อีพีอีเอส แมนูแฟคเจอริ่ง จำกัด,2565,1
373,บริษัท ทีเคซี เอ็นจิเนียริ่ง เซอร์วิส จำกัด,2565,1
374,บริษัท เอ็ม.เอ.เอส.ชิน ไทย จำกัด,2565,1
375,บริษัท สยาม วิทา จำกัด,2565,1
376,บริษัท ไท้เม่า พรีซีชั่น จำกัด,2565,1
377,บริษัท ซิโน-ไทย เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด (มหาชน),2565,1
378,บริษัท ซูเปอร์ดราย จำกัด,2565,1
379,บริษัท โมเดิร์น ลักเกจ จำกัด,2565,1
380,บริษัท เอราวัณ กรุ๊ป จำกัด,2565,1
381,บริษัท ศิริไพบูลย์ พัฒนาการ จำกัด,2565,1
382,บริษัท หงส์ยิพโมลด์ จำกัด,2565,1
383,บริษัท พี.บี.เทรดดิ้ง แอนด์ รีไซเคิล จำกัด,2565,1
384,บริษัท ทีพีซีเอส จำกัด (มหาชน),2565,1
385,บริษัท อัศวิน พลาส จำกัด,2565,1
386,บริษัท อิชิซูกะ เคมิคอล (ประเทศไทย) จำกัด,2565,1
387,บริษัท เครเนอร์ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,2565,1
388,บริษัท เท็กซ์โฟกัส จำกัด,2565,1
389,บริษัท คอนสตรัคชั่น คอนกรีต จำกัด,2565,1
390,บริษัท ตงก่วน เหวยหมิ่น พลาสติก (ประเทศไทย) จำกัด,2565,1
391,บริษัท ออคโทแมท อินเตอร์เนชั่นแนล จำกัด,2565,1
392,บริษัท เอสดีเอ เทค (ประเทศไทย) จำกัด,2565,1
393,บริษัท แก้วบุญมา พลาสติก จำกัด,2565,1
394,บริษัท พี.อาร์. ศรีราชาวิศวกรรม จำกัด,2565,1
395,บริษัท สุขุมคอนสตรัคชั่น แอนด์ ซัพพลาย จำกัด,2565,1
396,บริษัท ที.วาย.เอส.ฟู้ด (ไทยแลนด์) จำกัด,2565,1
397,บริษัท นครหลวงคอนกรีต จำกัด,2565,1
398,บริษัท บี เอ ซี คอนกรีต จำกัด,2565,1
399,บริษัท แอมวอช จำกัด,2565,1
400,บริษัท วาซิน คอยล์เซ็นเตอร์ จำกัด,2565,1
401,บริษัท วพิตา จำกัด,2565,1
402,บริษัท บิ๊ก เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,2565,1
403,บริษัท โอ อาร์ ซี พรีเมียร์ จำกัด,2565,1
404,บริษัท ไทย พีส พัลพ์ (ไทยแลนด์) จำกัด,2565,1
405,บริษัท ซูเพิร์บ เฟอร์นิเจอร์ (ประเทศไทย) จำกัด,2565,1
406,บริษัท ไทย เค เอส ที เทค จำกัด,2565,1
407,บริษัท ทีม เคเค เซอร์วิส จำกัด,2565,1
408,บริษัท อินทรา-โมลด์ (ไทยแลนด์) จำกัด,2565,1
409,บริษัท ทรัพย์เจริญรุ่งเรืองสตีล จำกัด,2565,1
410,บริษัท มิตซูบิชิ มอเตอร์ส (ประเทศไทย) จำกัด,2565,1
411,บริษัท จิน รัน นิว เอ็นเนอร์จี้ เทคโนโลยี จำกัด,2565,1
412,บริษัท ออสต้า เอ็นเตอร์ไพรส์ จำกัด,2565,1
413,บริษัท ริช เปเปอร์ จำกัด,2565,1
414,บริษัท คอนเทนเนอร์ ซัพพลาย (2000) จำกัด,2565,1
415,บริษัท เฮ กวาง (ประเทศไทย) จำกัด,2565,1
416,บริษัท ไทยออยล์ ทูล แมชีนเนอรี่ เซอร์วิสเซส จำกัด,2565,1
417,บริษัท ทากามัตสึ เอ็น พี เอ็ม (ประเทศไทย) จำกัด,2565,1
418,บริษัท เดบโบราห์ เซอร์วิสเซส (ประเทศไทย) จำกัด,2565,1
419,บริษัท ส.ทวีทรัพย์ รีไซเคิล กรุ๊ป จำกัด,2565,1
420,บริษัท พาโต้ พาร์ท มานูแฟคเชอริ่ง (ประเทศไทย) จำกัด,2565,1
421,นางสาวรัชทร ขำดีจีรสิรี,2565,1
422,บริษัท เหินฟง โฮม ลิฟวิ่ง เทคโนโลยี (ไทยแลนด์) จำกัด,2565,1
423,บริษัท โชติพิชา จำกัด,2565,1
424,บริษัท ไรโน ฮาร์ดแวร์ จำกัด,2565,1
425,บริษัท โซลาร์ พีพีเอ็ม จำกัด,2565,1
426,บริษัท เอ็ม.ซี.เจนเนอรัล เซอร์วิส จำกัด,2565,1
427,บริษัท จิน รัน นิว เอ็นเนอร์จี้ เทคโนโลยี จำกัด,2565,1
428,บริษัท เอ็นวีเล็กซ์ (ประเทศไทย) จำกัด,2565,1
429,บริษัท ศิรกร จำกัด (มหาชน),2565,1
430,บริษัท เอคเซลเลนท์ แมชชีนนิ่ง เซ็นเตอร์ จำกัด,2565,1
431,บริษัท บีเรนเบิร์ก (ประเทศไทย) จำกัด,2565,1
