_id,ปี,ชื่อโรงงาน,ชื่อเจ้าของ,ประกอบกิจการ,อำเภอ,จังหวัด
3675,2565,บริษัท เซอาห์ โกลบอล (ประเทศไทย) จำกัด,บริษัท เซอาห์ โกลบอล (ประเทศไทย) จำกัด,"ตัด และซื้อมา ขายไป (เหล็กชนิดพิเศษ, เหล็กกล้าไร้สนิม และเหล็ก)",บ้านบึง,ชลบุรี
3676,2565,บริษัท ทีโอพี ฮาร์ดเฟซิ่ง จำกัด,บริษัท ทีโอพี ฮาร์ดเฟซิ่ง จำกัด,ตัดพับ กลึง เจาะ ไส เจียร และเชื่อมโลหะ,บ้านบึง,ชลบุรี
3677,2565,บริษัท แสงสันต์ เอ็นจิเนียริ่ง จำกัด,บริษัท แสงสันต์ เอ็นจิเนียริ่ง จำกัด,ตัด พับ ขึ้นรูป ประกอบ เชื่อมงานเหล็กทั่วไป,พนัสนิคม,ชลบุรี
3678,2565,บริษัท เอเซีย เมทัล จำกัด (มหาชน),บริษัท เอเซีย เมทัล จำกัด (มหาชน),ตัด พับ รีด ม้วนโลหะต่าง ๆ เช่น ท่อ,พนัสนิคม,ชลบุรี
3679,2565,บริษัท แกรนด์ เอเซีย สตีล โพรเซสซิ่ง เซ็นเตอร์ จำกัด ,บริษัท แกรนด์ เอเซีย สตีล โพรเซสซิ่ง เซ็นเตอร์ จำกัด ,ตัด พับ รีด ม้วน โลหะต่างๆ ,พนัสนิคม,ชลบุรี
3680,2565,บริษัท เออีดี แฟบริเคชั่น จำกัด,บริษัท เออีดี แฟบริเคชั่น จำกัด,ผลิตผลิตภัณฑ์โลหะ การตัด พับ หรือม้วนโลหะ การทำชิ้นส่วนหรืออุปกรณ์,พนัสนิคม,ชลบุรี
3681,2565,บริษัท ทรัพย์เจริญรุ่งเรืองสตีล จำกัด,บริษัท ทรัพย์เจริญรุ่งเรืองสตีล จำกัด,ตัด พับ รีด หรือม้วนโลหะ,พานทอง,ชลบุรี
3682,2565,บริษัท เอ็น.เอส.แอล.แมชชีนนิ่ง จำกัด,บริษัท เอ็น.เอส.แอล.แมชชีนนิ่ง จำกัด,ทำผลิตภัณฑ์โลหะ ชิ้นส่วนอุปกรณ์เครื่องจักร เช่น เครื่องรีด ตัด พับ,พานทอง,ชลบุรี
3683,2565,บริษัท ฮันวา สตีล เซอร์วิส (ประเทศไทย) จำกัด,บริษัท ฮันวา สตีล เซอร์วิส (ประเทศไทย) จำกัด,แปรรูปโลหะแผ่น (Steel Sheet Processing),พานทอง,ชลบุรี
3684,2565,บริษัท ซันคิน (ประเทศไทย) จำกัด,บริษัท ซันคิน (ประเทศไทย) จำกัด,ผลิตท่อโลหะ และผลิตชิ้นส่วนอุปกรณ์สำหรับเครื่องใช้ไฟฟ้าที่ทำจากโลหะ,พานทอง,ชลบุรี
3685,2565,บริษัท เอ็นเอสที คอยล์ เซ็นเตอร์ (ประเทศไทย) จำกัด,บริษัท เอ็นเอสที คอยล์ เซ็นเตอร์ (ประเทศไทย) จำกัด,แปรรูป ตัดเหล็กแผ่น และเหล็กแผ่นเป็นม้วน,พานทอง,ชลบุรี
3686,2565,บริษัท พีซีเอ็ม โพรเซ็สซิ่ง (ประเทศไทย) จำกัด,บริษัท พีซีเอ็ม โพรเซ็สซิ่ง (ประเทศไทย) จำกัด,ผลิตภัณฑ์โลหะ (PRE-COATED STEEL SHEET),พานทอง,ชลบุรี
3687,2565,บริษัท บางกอกคอยล์เซ็นเตอร์ จำกัด,บริษัท บางกอกคอยล์เซ็นเตอร์ จำกัด,แปรรูป ตัดเหล็กแผ่นและเหล็กแผ่นเป็นม้วน,พานทอง,ชลบุรี
3688,2565,บริษัท นิวแสงชัยสตีล เทรด จำกัด,บริษัท นิวแสงชัยสตีล เทรด จำกัด,ตัด พับ โลหะ,พานทอง,ชลบุรี
3689,2565,บริษัท เฟมไลน์ โปรดักส์ จำกัด,บริษัท เฟมไลน์ โปรดักส์ จำกัด,ออกแบบ ผลิตและติดตั้งฝ้าโลหะ ฝ้าอลูมิเนียมและฝ้าเหล็ก,พานทอง,ชลบุรี
3690,2565,บริษัท ฮันวา สตีล เซอร์วิส (ประเทศไทย) จำกัด,บริษัท ฮันวา สตีล เซอร์วิส (ประเทศไทย) จำกัด,แปรรูปโลหะแผ่น (Steel Sheet Processing),พานทอง,ชลบุรี
