ประเภทโรงงาน,วิธีการกำจัดกาก,_id,หน่วย,ประเภทหรือชนิดโรงงาน,ปริมาณกากอันตราย,ปี,อำเภอ
95(1),49,238,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"5,332.60",2568,เมืองลพบุรี
95(3),42,239,กิโลกรัม,การพ่นสีกันสนิม ยานที่ขับเคลื่อนด้วยเครื่องยนต์,200,2568,เมืองลพบุรี
88(1),73,240,กิโลกรัม,"การผลิตพลังงานไฟฟ้าจาก พลังงานแสงอาทิตย์ ยกเว้นที่ติดตั้งบนหลังคา ดาดฟ้า หรือส่วนหนึ่งส่วนใดบนอาคารซึ่งบุคคลอาจเข้าอยู่หรือใช้สอยไดโดยมีขนาดกำลังการผลิตติดตั้ง สูงสุดรวมกันของแผงเซลล์แสงอาทิตย์ไม่เกิน 1,000 กิโลวัตต์","76,790.00",2568,โคกสำโรง
15(1),42,241,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"1,000.00",2568,ชัยบาดาล
15(1),73,242,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"4,000.00",2568,ชัยบาดาล
17,33,243,กิโลกรัม,	โรงงานผลิต เอทิลแอลกอฮอล์ ซึ่งมิใช่ เอทิลแอลกอฮอล์ ที่ผลิตจากกากซัลไฟด์ในการทำเยื่อกระดาษ,"5,630.00",2568,ชัยบาดาล
17,49,244,กิโลกรัม,	โรงงานผลิต เอทิลแอลกอฮอล์ ซึ่งมิใช่ เอทิลแอลกอฮอล์ ที่ผลิตจากกากซัลไฟด์ในการทำเยื่อกระดาษ,"2,620.00",2568,ชัยบาดาล
2(11),42,245,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,460,2568,ชัยบาดาล
2(11),73,246,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,"2,932.00",2568,ชัยบาดาล
2(11),75,247,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,"1,600.00",2568,ชัยบาดาล
4(1),33,248,กิโลกรัม,การฆ่าสัตว์,"1,248.00",2568,ชัยบาดาล
4(1),42,249,กิโลกรัม,การฆ่าสัตว์,"2,500.00",2568,ชัยบาดาล
4(3),33,250,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,173.4,2568,ชัยบาดาล
46(2),39,251,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"12,000.00",2568,ชัยบาดาล
46(2),75,252,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"2,150.00",2568,ชัยบาดาล
88(2),49,253,กิโลกรัม,การผลิตพลังงานไฟฟ้าจากพลังงานความร้อน,"4,110.00",2568,ชัยบาดาล
95(1),21,254,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,920,2568,ชัยบาดาล
95(1),42,255,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"8,698.00",2568,ชัยบาดาล
95(1),49,256,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,40,2568,ชัยบาดาล
2(11),73,257,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,20,2568,ท่าวุ้ง
22(1),42,258,กิโลกรัม,การหมัก คาร์บอไนซ์ สาง หวี รีด ปั่น อบ ควบ บิดเกลียว กรอ เท็กเจอร์ไรซ์ ฟอก หรือย้อมสีเส้นใย,"7,250.00",2568,ท่าวุ้ง
22(1),73,259,กิโลกรัม,การหมัก คาร์บอไนซ์ สาง หวี รีด ปั่น อบ ควบ บิดเกลียว กรอ เท็กเจอร์ไรซ์ ฟอก หรือย้อมสีเส้นใย,280,2568,ท่าวุ้ง
44,41,260,กิโลกรัม,โรงงานประกอบกิจการเกี่ยวกับการผลิตยางเรซินสังเคราะห์ ยางอีลาสโตเมอร์ พลาสติก หรือเส้นใยสังเคราะห์ซึ่งมิใช่ใยแก้ว,"92,650.00",2568,ท่าวุ้ง
45,42,261,กิโลกรัม,	โรงงานประกอบกิจการเกี่ยวกับสี (paints) น้ำมันซักเงา เชลแล็ก แล็กเกอร์ หรือผลิตภัณฑ์ สำหรับใช้ยาหรืออุดอย่างใดอย่างหนึ่ง หรือหลายอย่าง,"35,910.00",2568,ท่าวุ้ง
53(4),42,262,กิโลกรัม,การทำภาชนะบรรจุ เช่น ถุงหรือกระสอบ,"5,115.00",2568,ท่าวุ้ง
53(5),41,263,กิโลกรัม,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ,"1,210.00",2568,ท่าวุ้ง
53(5),42,264,กิโลกรัม,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชิ้น ผง หรือรูปทรงต่าง ๆ,"12,570.00",2568,ท่าวุ้ง
95(1),42,265,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"3,732.00",2568,ท่าวุ้ง
95(1),49,266,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,58,2568,ท่าวุ้ง
11(3),75,267,กิโลกรัม,การทำน้ำตาลทรายดิบ หรือน้ำตาลทรายขาว,700,2568,ท่าหลวง
15(1),21,268,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,120,2568,พัฒนานิคม
15(1),39,269,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"2,281.00",2568,พัฒนานิคม
15(1),42,270,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"166,094.00",2568,พัฒนานิคม
15(1),49,271,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"212,370.00",2568,พัฒนานิคม
15(1),65,272,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"36,310.00",2568,พัฒนานิคม
15(1),73,273,กิโลกรัม,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,"19,890.00",2568,พัฒนานิคม
2(1),21,274,กิโลกรัม,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,5,2568,พัฒนานิคม
2(1),73,275,กิโลกรัม,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,15,2568,พัฒนานิคม
2(1),75,276,กิโลกรัม,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,"17,190.00",2568,พัฒนานิคม
2(11),39,277,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,500,2568,พัฒนานิคม
2(11),42,278,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,"1,412.00",2568,พัฒนานิคม
2(11),49,279,กิโลกรัม,การฟักไข่ โดยใช้ตู้อบ,93,2568,พัฒนานิคม
2(5),75,280,กิโลกรัม,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืช ในไซโล โกดังหรือคลังสินค้า,"267,320.00",2568,พัฒนานิคม
4(1),21,281,กิโลกรัม,การฆ่าสัตว์,170,2568,พัฒนานิคม
4(1),33,282,กิโลกรัม,การฆ่าสัตว์,824,2568,พัฒนานิคม
4(1),42,283,กิโลกรัม,การฆ่าสัตว์,"4,060.00",2568,พัฒนานิคม
4(1),49,284,กิโลกรัม,การฆ่าสัตว์,"8,360.00",2568,พัฒนานิคม
4(1),73,285,กิโลกรัม,การฆ่าสัตว์,60,2568,พัฒนานิคม
4(3),33,286,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"2,082.80",2568,พัฒนานิคม
4(3),39,287,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"4,860.80",2568,พัฒนานิคม
4(3),42,288,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"17,572.00",2568,พัฒนานิคม
4(3),49,289,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"11,077.80",2568,พัฒนานิคม
4(3),73,290,กิโลกรัม,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์,"4,392.00",2568,พัฒนานิคม
46(2),39,291,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"65,910.00",2568,พัฒนานิคม
46(2),42,292,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"50,367.00",2568,พัฒนานิคม
46(2),49,293,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,176,2568,พัฒนานิคม
46(2),73,294,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"1,845.00",2568,พัฒนานิคม
46(2),75,295,กิโลกรัม,การผลิตวัตถุที่มุ่งหมายสำหรับใช้ในการวิเคราะห์ บำบัด บรรเทา รักษา หรือป้องกันโรค หรือความเจ็บป่วยของมนุษย์ หรือสัตว์,"15,945.00",2568,พัฒนานิคม
53(1),42,296,กิโลกรัม,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,"20,050.00",2568,พัฒนานิคม
53(1),65,297,กิโลกรัม,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,"36,000.00",2568,พัฒนานิคม
53(1),73,298,กิโลกรัม,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว,"4,050.00",2568,พัฒนานิคม
56,42,299,กิโลกรัม,โรงงานผลิตอิฐ กระเบื้องหรือท่อสำหรับใช้ในการก่อสร้างเบ้าหลอมโลหะ กระเบื้องประดับ (architectural terracotta) รองในเตาไฟท่อหรือยอดปล่องไฟ หรือวัตถุทนไฟ จากดินเหนียว,"204,930.00",2568,พัฒนานิคม
57(1),42,300,กิโลกรัม,การทำซีเมนต์ ปูนขาว หรือปูนปลาสเตอร์,900,2568,พัฒนานิคม
95(1),42,301,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"55,649.00",2568,พัฒนานิคม
95(1),49,302,กิโลกรัม,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,"1,007.00",2568,พัฒนานิคม
11(3),42,303,กิโลกรัม,การทำน้ำตาลทรายดิบ หรือน้ำตาลทรายขาว,"44,160.00",2568,สระโบสถ์
11(3),49,304,กิโลกรัม,การทำน้ำตาลทรายดิบ หรือน้ำตาลทรายขาว,"4,550.00",2568,สระโบสถ์
100(6),53,305,กิโลกรัม,การอบชุบด้วยความร้อน (heat treatment),"162,450.00",2568,หนองม่วง
14,49,306,กิโลกรัม,โรงงานประกอบกิจการเกี่ยวกับ การทำน้ำแข็ง หรือ ตัด ซอย บด หรือย่อยน้ำแข็ง,450,2568,หนองม่วง
33,42,307,กิโลกรัม,โรงงานผลิตรองเท้า หรือชิ้นส่วนของรองเท้า ซึ่งมิได้ทำจากไม้ ยางอบแข็ง ยางอัดเข้ารูป หรือพลาสติกอัดเข้ารูป,"38,900.00",2568,หนองม่วง
64(12),42,308,กิโลกรัม,การตัด พับ หรือม้วนโลหะ,"1,756.00",2568,หนองม่วง
64(12),73,309,กิโลกรัม,การตัด พับ หรือม้วนโลหะ,"4,275.10",2568,หนองม่วง
64(14),42,310,กิโลกรัม,การทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะตาม (1) ถึง (10),"2,340.00",2568,หนองม่วง
64(14),73,311,กิโลกรัม,การทำชิ้นส่วนหรืออุปกรณ์ของผลิตภัณฑ์โลหะตาม (1) ถึง (10),50,2568,หนองม่วง
72,42,312,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"57,019.50",2568,หนองม่วง
72,73,313,กิโลกรัม,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ เครื่องกระจายเสียงหรือบันทึกเสียง เครื่องเล่นแผ่นเสียง เครื่องบันทึกคำบอกเครื่องบันทึกเสียงด้วยเทป เครื่องบันทึกคำบอกเครื่องบันทึกด้วยเทป เครื่องเล่นหรือเครื่องบันทึกแถบภาพ (วิดิทัศน์) แผ่นเสียง เทปแม่เหล็กที่ได้บันทึกเสียงแล้ว เครื่องโทรศัพท์หรือโทรเลขชนิดมีสายหรือไม่มีสาย เครื่องส่งวิทยุ เครื่องส่งโทรทัศน์ เครื่องรับส่งสัญญาณหรือจับสัญญาณ เครื่องเรดาร์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำหรือตัวกึ่งนำชนิดไวที่เกี่ยวข้อง (semi-conductor or related sensitive semi- conductor devices) คาปาซิเตอร์หรือคอนเดนเซอร์อิเล็กทรอนิกส์ชนิดคงที่หรือเปลี่ยนแปลงได้ fixed or variable electronic capacitors or condensers) เครื่องหรือหลอดเรดิโอกราฟ เครื่องหรือหลอดฟลูโรสโคป หรือเครื่องหรือหลอดเอซเรย์ และรวมถึงการผลิตอุปกรณ์ หรือชิ้นส่วนสำหรับใช้กับเครื่องอิเล็กทรอนิกส์ ดังกล่าว,"16,330.00",2568,หนองม่วง
