ที่มา,_id,ชื่อโรงงาน,ประกอบกิจการ,ตำบล,อำเภอ,รายการข้อมูล,จังหวัด,ผู้ประกอบการ
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,76,ห้างหุ้นส่วนจำกัด เจือทิพย์,ผลิตน้ำแข็งซอง,ลาดหญ้า,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด เจือทิพย์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,77,โรงน้ำแข็งเจือทิพย์,ผลิตน้ำแข็งก้อนเล็ก ปริมาณการผลิต 25 ตัน/วัน,ลาดหญ้า,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,นายธีรชัย ชุติมันต์
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,78,ห้างหุ้นส่วนจำกัด ลาดหญ้าน้ำแข็งหลอด,"ผลิตน้ำแข็งหลอด 6,500 กิโลกรัม/วัน",ลาดหญ้า,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด ลาดหญ้าน้ำแข็งหลอด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,79,บริษัท เขมราชการสร้าง จำกัด,ผลิตแอสฟัลท์ติกคอนกรีต,ลาดหญ้า,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เขมราชการสร้าง จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,80,บริษัท ซี แอนด์ พี ศิลาดล จำกัด,ผลิตเครื่องเคลือบดินเผา,ลาดหญ้า,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ซี แอนด์ พี ศิลาดล จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,81,บริษัท ท่าราบก่อสร้าง จำกัด,ผลิตคอนกรีตผสมเสร็จ ,ลาดหญ้า,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ท่าราบก่อสร้าง จำกัด 
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,82,ห้างหุ้นส่วนจำกัด วี.โอ.พี.แมชชีนเนอรี่,กลึง เชื่อม ไส เจาะโลหะทุกชนิด,ลาดหญ้า,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,ห้างหุ้นส่วนจำกัด วี.โอ.พี.แมชชีเนอรี
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,83,บริษัท ชนม์เจริญฟาร์ม จำกัด,อบพืชผลทางการเกษตร กะเทาะเมล็ดพืชหรือเปลือกเมล็ดพืช,วังด้ง,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท ชนม์เจริญฟาร์ม จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,84,บริษัท เจียไต๋ จำกัด,กะเทาะเมล็ดหรือเปลือกเมล็ดพืช และเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในห้องเย็น,วังด้ง,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,บริษัท เจียไต๋ จำกัด
สำนักงานอุตสาหกรรมจังหวัดกาญจนบุรี,85,ขุดตักดิน,ขุดตักดินลูกรัง,วังด้ง,เมืองกาญจนบุรี,โรงงานอุตสาหกรรม,กาญจนบุรี,นายเอนก เชี่ยวชาญ
