_id,ปี,อำเภอ,รายการสถิติ,ตำบล,ประกอบกิจการ,คนงานรวม,จังหวัด,เงินทุนรวม,ชื่อโรงงาน
113,2563,สันทราย,รายชื่อสถานประกอบการ,แม่แฝก,การถนอมผัก พืช หรือผลไม้โดยวิธีกวน ตากแห้ง ดอง หรือทำให้เยือกแข็งโดยฉับพลัน หรือเหือดแห้ง,5000000,เชียงใหม่,0,บริษัท ยูเนี่ยน เฟรช (2003) จำกัด
114,2563,สารภี,รายชื่อสถานประกอบการ,หนองผึ้ง,ผลิตเหยื่อตกปลาประดิษฐ์,3000000,เชียงใหม่,0,บริษัท ไทย เอ ฟลาย จำกัด
115,2563,เมืองเชียงใหม่,รายชื่อสถานประกอบการ,หนองป่าครั่ง,ทำเครื่องเล่นสนาม เช่น ชิงช้า,20000,เชียงใหม่,0,โฮมดีไซน์การช่าง
116,2563,จอมทอง,รายชื่อสถานประกอบการ,ข่วงเปา,ผลิตดอกไม้แห้ง ดอกไม้ประดิษฐ์ เครื่องหอม ของชำร่วย,1000000,เชียงใหม่,0,บริษัท ซิลเวอร์เรน เอ็กซ์ปอร์ต จำกัด
117,2563,ดอยเต่า,รายชื่อสถานประกอบการ,บ้านแอ่น,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ กำลังการผลิต 4.99 เมกะวัตต์,10000000,เชียงใหม่,0,บริษัท เข็มเหล็ก จำกัด
118,2563,แม่แตง,รายชื่อสถานประกอบการ,ขี้เหล็ก,ผลิตพลังงานไฟฟ้าจากแสงอาทิตย์ กำลังการผลิต 0.96 เมกะวัตต์,5300000,เชียงใหม่,0,บริษัท ไออีซี แม่ทา แม่แตง จำกัด
119,2563,แม่แตง,รายชื่อสถานประกอบการ,ขี้เหล็ก,ผลิตพลังงานไฟฟ้าจากแสงอาทิตย์ กำลังการผลิต 0.96 เมกะวัตต์,5300000,เชียงใหม่,0,บริษัท ไออีซี แม่ทา แม่แตง จำกัด
120,2563,ฝาง,รายชื่อสถานประกอบการ,โป่งน้ำร้อน,ผลิตพลังงานไฟฟ้า,325000,เชียงใหม่,0,โรงไฟฟ้าพลังความร้อนใต้พิภพฝาง
121,2563,ฮอด,รายชื่อสถานประกอบการ,บ้านตาล,ผลิตกระแสไฟฟ้าโดยใช้ก๊าซชีวภาพที่เกิดจากการฝังกลบขยะมูลฝอยเป็นเชื้อเพลิง,2000000,เชียงใหม่,0,บริษัท จีอาร์-เทค จำกัด
122,2563,แม่แตง,รายชื่อสถานประกอบการ,แม่แตง,ผลิตกระแสไฟฟ้าจากก๊าซชีวภาพ,5,เชียงใหม่,149000000,บริษัท ยูเอซี โกลบอล จำกัด (มหาชน)
123,2563,สันป่าตอง,รายชื่อสถานประกอบการ,ทุ่งสะโตก,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพ กำลังการผลิต 1.063 เมกะวัตต์,1000000,เชียงใหม่,0,บริษัท ซัน สวีท จำกัด (มหาชน)
