ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
กลึง เจาะ คว้าน กัด ไส เจียนและเชื่อมโลหะทั่วไป,หนองแค,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,สุวรรณศร,-,20200000000000,6,13,สระบุรี,3,43/5,184,2548,บัวลอย,จ3-64(13)-96/48สบ,ห้างหุ้นส่วนจำกัด เอ็น.เอส.เค.รวมช่าง,21785,ห้างหุ้นส่วนจำกัด เอ็น.เอส.เค.รวมช่าง,3,18230
การกลึง เจาะ คว้าน กัด ไส เจียนหรือเชื่อมโลหะทั่วไป,หนองแค,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,,,20200000000000,6.8,4,สระบุรี,3,64/4,89.25,2548,บัวลอย,จ3-64(13)-112/48สบ,ห้างหุ้นส่วนจำกัด สนิทกลการ,21786,ห้างหุ้นส่วนจำกัด สนิทกลการ,3,18230
ผลิตผลิตภัณฑ์คอนกรีตอัดแรง,ดอนพุด,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,,,20200000000000,58.6975,180,สระบุรี,2,113,1006,2548,ดอนพุด,จ3-58(1)-113/48สบ,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),21787,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน),3,18210
ผลิตคอนกรีตผสมเสร็จ,แก่งคอย,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,-,-,20200000000000,17.5,17,สระบุรี,5,เขตพื้นที่การรถไฟทางเข้าอุโมงค์มวกเหล็ก,209.108,2567,ทับกวาง,จ3-58(1)-12/67สบ,บริษัท หวู่โจว อินเตอร์เนชั่นแนล คอนสตรัคชั่น จำกัด,21788,โรงงานคอนกรีตผสม โครงการรถไฟความเร็วสูงไทย-จีน,3,18260
อบเมล็ดพืช ร่อนเมล็ดพืช และเก็บรักษาเมล็ดพืช,วังม่วง,201,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,-,-,20200000000000,3.5,6,สระบุรี,3,288,230.18,2566,วังม่วง,จ3-2(1)-1/66สบ,นายสุชาติ กล้วยน้ำ,21789,ลานตระกูลกล้วยพืชผล,3,18220
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วมีลักษณะและคุณสมบัติตามที่กำหนดไว้ในกระทรวงฉบับที่2(พ.ศ.2535)ออกตามพระราชบัญญัติโรงงาน พ.ศ.2535,วิหารแดง,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,20200000000000,2.935,58,สระบุรี,1,46059,7.5,2551,หนองสรวง,จ3-105-138/51สบ,ห้างหุ้นส่วนจำกัด สุรินทร์รีไซเคิล,21790,ห้างหุ้นส่วนจำกัด สุรินทร์รีไซเคิล,3,18150
สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 60 เกวียน/วัน),อินทร์บุรี,901,การสี ฝัด หรือขัดข้าว,สายเอเซีย,,10200000000000,10,7,สิงห์บุรี,5,68,474,2522,ท่างาม,3-9(1)-2/22สห,บริษัท โรงสีกิตติธัญญพัฒนา จำกัด,21791,บริษัท โรงสีกิตติธัญญพัฒนา จำกัด,3,16110
คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก พลาสติกเคลือบผิวโลหะและอัดเศษกระดาษ,อินทร์บุรี,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,-,-,10200000000000,5.2,40,สิงห์บุรี,9,108,245,2554,ทองเอน,3-105-24/54สห,บริษัท เจ.เอส.อินเตอร์เนชั่นแนล พลาสติก จำกัด,21792,บริษัท เจ.เอส.อินเตอร์เนชั่นแนล พลาสติก จำกัด,3,16110
ผลิตลูกถ้วยไฟฟ้า,พรหมบุรี,7403,การทำอุปกรณ์ติดตั้งหรือเต้าเสียบหลอดไฟฟ้า (Fixtures or lamp sockets or receptacles),สายเอเซีย กม.70-71,,10200000000000,371.581645,688,สิงห์บุรี,2,"99,99/2",11980.6,2543,บ้านหม้อ,3-74(3)-1/43สห,บริษัท อาเชียน อินซูเลเตอร์ จำกัด (มหาชน),21793,บริษัท เอเชียน อินซูเลเตอร์ จำกัด (มหาชน),3,16120
คัดแยกวัสดุไม่ใช้แล้วที่ไม่เป็นอันตราย ,เมืองสิงห์บุรี,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,,,10200000000000,13,10,สิงห์บุรี,,โฉนดที่ดินเลขที่ 33321  ,245,2565,ม่วงหมู่,3-105-85/65สห,นางสาวอังศินี พงศ์พุ่มตาล ,21794,เอทีพี,3,16000
สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 300 เกวียน/วัน) และอบเมล็ดพืช เก็บรักษา ลำเลียงในไซโลและโกดัง,สรรคบุรี,901,การสี ฝัด หรือขัดข้าว,-,-,10200000000000,3.3425,12,ชัยนาท,4,54,2166.25,2530,ดงคอน,3-9(1)-5/30ชน,บริษัท โรงสีเพชรพืชผลข้าวไทย จำกัด,21795,บริษัท โรงสีเพชรพืชผลข้าวไทย จำกัด,3,17140
ทำภาชนะบรรจุอาหารจากกระดาษ,มโนรมย์,3900,โรงงานผลิตภาชนะบรรจุจากกระดาษทุกชนิดหรือแผ่นกระดาษไฟเบอร์ (Fibreboard),-,-,10200000000000,330,290,ชัยนาท,5,140,7315.6,2548,อู่ตะเภา,3-39-36/48ชน,บริษัท บรรจุภัณฑ์เพื่อสิ่งแวดล้อม จำกัด,21796,บริษัท บรรจุภัณฑ์เพื่อสิ่งแวดล้อม จำกัด (มหาชน),3,17170
การร่อน การอัดหรือการย่อยส่วนต่าง ๆ ของชานอ้อย,ชัยบาดาล,206,การบด ป่น หรือย่อยส่วนต่าง ๆ ของพืช ซึ่งมิใช่เมล็ดพืชหรือหัวพืช,,,20200000000000,4.8,17,ลพบุรี,1,19,171,2558,เขาแหลม,จ3-2(6)-8/58ลบ,บริษัท ไทย เทคโน ฟู้ดส์ จำกัด,21797,บริษัท ไทย เทคโน ฟู้ดส์ จำกัด,3,15130
ตากมันสำปะหลัง,โคกสำโรง,906,การปอกหัวพืช หรือทำหัวพืชให้เป็นเส้น แว่น หรือแท่ง,-,-,20200000000000,7.6,3,ลพบุรี,12,9,120,2554,วังเพลิง,จ3-9(6)-9/54ลบ,นายแผน ตั้งสกุลวงศ์,21798,ลานมัน ตั้งเฮง,3,15120
อบเมล็ดพืช,พัฒนานิคม,201,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,สระบุรี-หล่มสัก,11  สาย 3,20200000000000,42.25,5,ลพบุรี,12,88,382.72,2553,ช่องสาริกา,จ3-2(1)-14/53ลบ,บริษัท เอสพีซี1 ธนพัฒน์เทรดดิ้ง จำกัด,21799,บริษัท เอสพีซี1 ธนพัฒน์เทรดดิ้ง จำกัด,3,15220
ทำพืชไร่ อบข้าวโพด ลานตากข้าวโพด และมันสำปะหลัง,เมืองลพบุรี,201,การต้ม นึ่ง หรืออบพืชหรือเมล็ดพืช,-,-,20200000000000,22,4,ลพบุรี,3,122/1,137.5,2555,โคกตูม,จ3-2(1)-16/55ลบ,นายเกียรติ อิสระเสนารักษ์,21800,โคกตูมพืชผล,3,15210
ห้องเย็น,เมืองลพบุรี,9200,โรงงานห้องเย็น,,,20200000000000,4.012,10,ลพบุรี,8,150,103,2553,ป่าตาล,จ3-92-19/53ลบ,นายธงชัย แก้วเริงฤทธิ์,21801,อุตสาหกรรมห้องเย็นพูลทรัพย์สิน,3,15000
การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์หรือกระดูกสัตว์ เช่น หมูยอ ลูกชิ้น ฯลฯ,เมืองลพบุรี,403,การทำผลิตภัณฑ์อาหารสำเร็จรูปจากเนื้อสัตว์ มันสัตว์ หนังสัตว์ หรือสารที่สกัดจากไขสัตว์,,,20200000000000,28.72,11,ลพบุรี,8,94,130,2561,โพธิ์เก้าต้น,จ3-4(3)-25/61ลบ,ห้างหุ้นส่วนจำกัด ขุนเดชลพบุรี,21802,ห้างหุ้นส่วนจำกัด ขุนเดชลพบุรี,3,15000
ผลิตปุ๋ยอินทรีย์ชีวภาพชนิดเม็ด,พัฒนานิคม,4301,การทำปุ๋ย หรือสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์,พัฒนานิคม,27 สาย 2 ซ้าย,20200000000000,20,11,ลพบุรี,6,118,395,2551,หนองบัว,จ3-43(1)-34/51ลบ,บริษัท เค เค พัฒนาการเกษตร จำกัด,21803,บริษัท เค เค พัฒนาการเกษตร จำกัด,3,15140
ผลิตผลิตภัณฑ์คอนกรีต,พัฒนานิคม,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,ลพบุรี-วังม่วง,-,20200000000000,0.75,15,ลพบุรี,10,46094,186.5,2560,พัฒนานิคม,จ3-58(1)-39/60ลบ,นายพิจิตร เหล็กเพ็ชร,21804,พิชิตชัย,3,15140
เป่าขวด PET,เมืองลพบุรี,5305,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,,,20200000000000,8.8,10,ลพบุรี,3,37/4,400,2561,โคกตูม,จ3-53(5)-59/61ลบ,ห้างหุ้นส่วนจำกัด พี พี เอส แพ็คเก็จจิ้ง,21805,ห้างหุ้นส่วนจำกัด พี พี เอส แพ็คเก็จจิ้ง,3,15210
ขุดดินในที่ดินกรรมสิทธิ์,วังน้อย,302,การขุดหรือลอกกรวด ทราย หรือดิน,-,-,20100000000000,69,6,พระนครศรีอยุธยา,11,-,490,2563,ลำตาเสา,จ3-3(2)-185/63อย,นางสาวน้ำฝน ปิดตะระคะ,21806,-,3,13170
ผลิตคอนกรีตสำเร็จรูป,วังน้อย,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,,,20100000000000,67.25,8,พระนครศรีอยุธยา,11,57/1,250.29,2566,ลำตาเสา,จ3-58(1)-208/66อย,บริษัท ไทย เอ็นยิเนียร์และอุตสาหกรรม จำกัด,21807,แพล้นท์ TEI,3,13170
ทำผลิตภัณฑ์คอนกรีต เช่น ชิ้นส่วนสะพานสำเร็จรูป (Segment),วังน้อย,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,,,20100000000000,675,230,พระนครศรีอยุธยา,11,57,458.9,2566,ลำตาเสา,จ3-58(1)-209/66อย,บริษัท กรุงธนเอนยิเนียร์ จำกัด ,21808,โรงหล่อ กรุงธนเอนยิเนียร์,3,13170
ล้าง บด ย่อยพลาสติก,อุทัย,5309,การล้าง บด หรือย่อยพลาสติก,,,20100000000000,5.12,15,พระนครศรีอยุธยา,7,37,267.5,2565,บ้านช้าง,จ3-53(9)-12/65อย,บริษัท โปรฟิท พลาสติก จำกัด,21809,บริษัท โปรฟิท เพรส จำกัด,3,13210
ผลิตแอสฟัลท์ติกคอนกรีต,มหาราช,5004,การผสมผลิตภัณฑ์จากปิโตรเลียมเข้าด้วยกัน หรือการผสมผลิตภัณฑ์จากปิโตรเลียมกับวัสดุอื่น แต่ไม่รวมถึงการผสมผลิตภัณฑ์จากก๊าซธรรมชาติกับวัสดุอื่น,-,-,20100000000000,9.8,7,พระนครศรีอยุธยา,3,-,492,2564,บางนา,จ3-50(4)-19/64อย,ห้างหุ้นส่วนจำกัด ชาดากานต์ คอนกรีต,21810,ห้างหุ้นส่วนจำกัด ชาดากานต์ คอนกรีต,3,13150
ผลิตอุปกรณ์ชิ้นส่วนอลูมิเนียมใช้ในเครื่องถ่ายเอกสาร เช่น ดรัม (Drum) คัดสำเนาทำจากอลูมิเนียม,อุทัย,6900,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องคำนวณ เครื่องทำบัญชี หรือเครื่องอิเล็กทรอนิกส์,-,-,20100000000000,149.3604675,122,พระนครศรีอยุธยา,3,46094,2216.29,2556,สามบัณฑิต,จ3-69-1/56อย,บริษัท นิฮอน ชินคัน (ไทยแลนด์) จำกัด,21811,บริษัท นิฮอน ชินคัน (ไทยแลนด์) จำกัด,3,13210
ผสมและบรรจุปุ๋ยเคมีชนิดเม็ด,นครหลวง,4302,การเก็บรักษาหรือแบ่งบรรจุปุ๋ย หรือสารป้องกันหรือกำจัดศัตรูพืชหรือสัตว์,บ่อโพง-นครหลวง,,20100000000000,113,21,พระนครศรีอยุธยา,4,90,451.7,2558,ปากจั่น,จ3-43(2)-4/58อย,บริษัท เจริญโภคภัณฑ์โปรดิ๊วส จำกัด,21812,บริษัท เจริญโภคภัณฑ์โปรดิ๊วส จำกัด,3,13260
ขุดหรือลอก กรวดทรายหรือดิน,เฉลิมพระเกียรติ,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,7.2,5,สระบุรี,5,ในที่ดินแปลงที่ 36 ระวางที่ 5138 II แผ่นที่ 0624,490,2560,พุแค,จ3-3(2)-146/60สบ,นางรจนา วิไลยมาตย์,21813,นางรจนา วิไลยมาตย์,3,18240
ทำคอนกรีตผสมเสร็จ,แก่งคอย,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,,,20200000000000,20,7,สระบุรี,9,333,135.5,2548,บ้านป่า,จ3-58(1)-150/48สบ,บริษัท มายคอนกรีต จำกัด,21814,บริษัท มายคอนกรีต จำกัด,3,18110
ทำเฟอร์นิเจอร์เครื่องเรือนต่างๆ,หนองแค,3700,โรงงานทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,,,20200000000000,7,10,สระบุรี,5,28,96,2552,กุ่มหัก,จ3-37-184/52สบ,บริษัท คอนเฟิร์ม เฟอร์นิเจอร์ จำกัด,21815,บริษัท คอนเฟิร์ม เฟอร์นิเจอร์ จำกัด,3,18140
ขุดหรือลอกกรวดทรายหรือดิน,เฉลิมพระเกียรติ,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,7.2,5,สระบุรี,6,น.ค.3เลขที่ 11497 เล่มที่ 234 แปลงที่ 134 ระวาง 37/2(5138II0624 0824),490,2560,หน้าพระลาน,จ3-3(2)-184/60สบ,นางลำพวน ภูฆัง,21816,นางลำพวน ภูฆัง,3,18240
การขุดลอก กรวด ทรายหรือดิน,หนองโดน,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,7,8,สระบุรี,,"โฉนดที่ดินเลขที่ 39547,39548,39552,39553,39554,39555,39556,39557,39558,39559,39562",266,2555,บ้านโปร่ง,จ3-3(2)-191/55สบ,นางสาวยุพรัตน์ ชลพนารักษ์,21817,,3,18190
ซ่อมรถยนต์ และเคาะพ่นสีรถยนต์ ,หนองแค,9501,การซ่อมแซมยานที่ขับเคลื่อนด้วยเครื่องยนต์หรือส่วนประกอบของยานดังกล่าว,พหลโยธิน,,20200000000000,65.845,20,สระบุรี,10,19,204.83,2551,หนองไข่น้ำ,จ3-95(1)-217/51สบ,บริษัท โตโยต้า สระบุรี จำกัด,21818,บริษัท โตโยต้า สระบุรี จำกัด,3,18140
ขุดดินลูกรังเพื่อการก่อสร้าง,เฉลิมพระเกียรติ,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,4.11,6,สระบุรี,5,"ที่ดิน(นค.1)เลขที่ 07549 ,07550",420,2557,หน้าพระลาน,จ3-3(2)-226/57สบ,นายสุพล คีตลักษณ์,21819,-,3,18240
ขุดหรือลอก กรวด ทรายหรือดิน,เฉลิมพระเกียรติ,302,การขุดหรือลอกกรวด ทราย หรือดิน,,,20200000000000,5,4,สระบุรี,5,น.ค.1เล่มที่109เลขที่05402 ที่18/2556แปลงที่24ระวางที่5138IIหมายเลข 0624 และ น.ค.1 เล่มที่ 143เลขที่ 07103 ที่ 03/2559 แปลงที่ 24 ระวางที่ 5138 II หมายเลข 0624,496,2560,พุแค,จ3-3(2)-250/60สบ,บริษัท ตระกูลดินซีเมนต์ จำกัด,21820,บริษัท ตระกูลดินซีเมนต์ จำกัด,3,18240
ตกแต่งลวดลายกระเบื้องบุผนังและกระจก,วิหารแดง,3700,โรงงานทำเครื่องเรือนหรือเครื่องตบแต่งภายในอาคารจากไม้ แก้ว ยาง หรืออโลหะอื่น,สุวรรณศร,,20200000000000,77,95,สระบุรี,,โฉนดที่ดินเลขที่ 31265,430.14,2555,บ้านลำ,จ3-37-271/55สบ,บริษัท อิมเม็กซ์ อินเตอร์เนชั่นแนล จำกัด,21821,บริษัท อิมเม็กซ์ อินเตอร์เนชั่นแนล จำกัด,3,18150
ทำผลิตภัณฑ์พลาสติก,วังน้อย,5305,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,-,-,20100000000000,1,7,พระนครศรีอยุธยา,2,99/2,268.7,2559,บ่อตาโล่,จ3-53(5)-1/59อย,บริษัท เอส ป้า เอ็นจิเนียริ่ง จำกัด,21822,บริษัท เอส ป้า เอ็นจิเนียริ่ง จำกัด,3,13170
"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ซ่อมแซมเครื่องจักร อุปกรณ์ไฟฟ้า และอิเล็กทรอนิกส์ เช่น เครื่องคอมพิวเตอร์,เครื่องโทรสาร,เครื่องถ่ายเอกสาร บดย่อยพลาสติกและผลิตเม็ดพลาสติก",อุทัย,10500,โรงงานคัดแยกหรือฝังกลบสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,-,-,20100000000000,80,60,พระนครศรีอยุธยา,7,46113,495.68,2552,บ้านช้าง,จ3-105-4/52อย,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด,21823,บริษัท วงษ์พาณิชย์ อินเตอร์เนชั่นแนล จำกัด,3,13210
ทำขนมปัง ขนมเค้ก,บางปะหัน,1001,การทำขนมปังหรือขนมเค้ก,วัดดาวคะนอง-หัวหาด,-,20100000000000,16.9,86,พระนครศรีอยุธยา,1,45,117,2564,โพธิ์สามต้น,จ3-10(1)-9/64อย,นายจิรัฎ พู่พุทธิพันธ์,21824,วิน วิน อยุธยาเบเกอรี่,3,13220
หล่อหลอมอลูมิเนียม ทองเหลือง,อุทัย,6000,การถลุง ผสม ทำให้บริสุทธิ์ หล่อ หลอม รีด ดึง หรือผลิตโลหะในขั้นต้นซึ่งมิใช่เหล็ก,,,20100000000000,2.45,10,พระนครศรีอยุธยา,4,45,83,2559,สามบัณฑิต,จ3-60-1/59อย,ห้างหุ้นส่วนจำกัด เอส.ที.รีไซเคิล,21825,ห้างหุ้นส่วนจำกัด เอส.ที.รีไซเคิล,3,13210
ทำผลิตภัณฑ์คอนกรีต เช่น ท่อ ค.ส.ล. เสา ค.ส.ล พื้น ค.ส.ล. สำเร็จรูป,วังน้อย,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,พหลโยธิน กม.56,-,20100000000000,6.3,10,พระนครศรีอยุธยา,2,19,107.5,2546,ลำไทร,จ3-58(1)-2/46อย,นายอำนวย แสงเดือนฉาย,21826,อำนวยวัสดุ,3,13170
"อัดกระดาษ,โลหะ และบดย่อยพลาสติก",อุทัย,6411,การอัดเศษโลหะ,,,20100000000000,6.8,45,พระนครศรีอยุธยา,7,,155,2559,บ้านช้าง,จ3-64(11)-1/59อย,บริษัท คัดแยกขยะเพื่อรีไซเคิล วงษ์พาณิชย์ จำกัด,21827,บริษัท คัดแยกขยะเพื่อรีไซเคิล วงษ์พาณิชย์ จำกัด,3,13210
ผลิตชิ้นส่วนหรืออุปกรณ์สำหรับเครื่องโทรสาร,วังน้อย,6900,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องคำนวณ เครื่องทำบัญชี หรือเครื่องอิเล็กทรอนิกส์,พหลโยธิน,,20100000000000,12,72,พระนครศรีอยุธยา,5,157/1,417.96,2539,ลำไทร,จ3-69-1/39อย,บริษัท ไทย อิโนแอค คอมโพเน้นท์ จำกัด,21828,บริษัท ไทย อิโนแอค คอมโพเน้นท์ จำกัด,3,13170
จัดเก็บและบรรจุสินค้าทั่วไป,วังน้อย,9101,การบรรจุสินค้าทั่วไป,,,20100000000000,1120,123,พระนครศรีอยุธยา,2,141/38,291.65,2559,พยอม,จ3-91(1)-1/59อย,บริษัท ดีเอชแอล ซัพพลายเชน (ประเทศไทย) จำกัด,21829,บริษัท ดีเอชแอล ซัพพลายเชน (ประเทศไทย) จำกัด,3,13170
ทำน้ำแข็งซอง,เมืองระนอง,1400,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,,,10900000000000,40,19,ระนอง,1,41/37,1962.7,2542,บางนอน,3-14-2/42รน,บริษัท มานิตย์ระนอง กรุ๊ป จำกัด,21830,บริษัท มานิตย์ระนอง กรุ๊ป จำกัด,3,85000
ผลิตและจำหน่ายกล่องโฟม,เมืองระนอง,5306,การทำผลิตภัณฑ์สำหรับใช้เป็นฉนวน,เพชรเกษม,-,10900000000000,14.003,13,ระนอง,3,โฉนดที่ดินเลขที่ 3157,1645.48,2551,บางริ้น,3-53(6)-2/51รน,ห้างหุ้นส่วนสามัญ อินเตอร์โฟม,21831,ห้างหุ้นส่วนสามัญ อินเตอร์โฟม,3,85000
หล่อหลอมและกลึงโลหะ,เมืองระนอง,5900,การเกี่ยวกับการถลุง หลอม หล่อ รีด ดึง หรือผลิตเหล็กหรือเหล็กกล้า ในขั้นต้น,,,10900000000000,29,20,ระนอง,2,218/21,1529.5,2552,หงาว,3-59-10/52รน,ห้างหุ้นส่วนจำกัด ระนองอุตสาหกรรมหล่อเหล็กและใบจักร,21832,ห้างหุ้นส่วนจำกัด ระนองอุตสาหกรรมหล่อเหล็กและใบจักร,3,85000
"ผลิตน้ำแข็งซอง กำลังการผลิต 1,460 ซอง/วัน",เมืองระนอง,1400,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,เพชรเกษม,ทรายทอง,10900000000000,58,18,ระนอง,1,,935.67,2554,บางนอน,3-14-72/54รน,บริษัท มั่นคงทวี จำกัด,21833,บริษัท มั่นคงทวี จำกัด,3,85000
"ผลิตน้ำแข็งซอง กำลังการผลิต 1,450 ซอง",เมืองระนอง,1400,โรงงานประกอบกิจการเกี่ยวกับการทำ ตัด ซอย บด หรือย่อยน้ำแข็ง,-,-,10900000000000,6.5,15,ระนอง,2,29/29,1023,2547,บางนอน,3-14-74/47รน,บริษัท โรงน้ำแข็งไทยประดิษฐ์ระนอง จำกัด,21834,โรงน้ำแข็งไทยประดิษฐ์,3,85000
แปรรูปไม้ และผลิตชิ้นไม้สับจากไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรี เพื่อจำหน่าย อัดน้ำยาและอบไม้,กระบุรี,3401,การเลื่อย ไส ซอย เซาะร่อง หรือการแปรรูปไม้ด้วยวิธีอื่นที่คล้ายคลึงกัน,,,10900000000000,25,94,ระนอง,6,"โฉนดที่ดินเลขที่ 2695  เลขที่ดิน 24, โฉนดที่ดินเลขที่ 4784 เลขที่ดิน 166 ",1626.5,2563,มะมุ,3-34(1)-20/63รน,บริษัท กระบุรี พาราวู้ด จำกัด,21835,บริษัท กระบุรี พาราวู้ด จำกัด,3,85110
เก็บรักษา และทำความสะอาดเมล็ดกาแฟ,สวี,205,การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,เพชรเกษม,-,10900000000000,505,82,ชุมพร,2,31,242.05,2535,วิสัยใต้,3-2(5)-1/35ชพ,บริษัท ควอลิตี้ คอฟฟี่ โปรดักท์ส จำกัด,21836,บริษัท ควอลิตี้ คอฟฟี่ โปรดักท์ส จำกัด,3,86130
"ทำยางแผ่นรมควัน กำลังผลิต 13,300 ตัน/ปี และยางแผ่นอบแห้ง 2,555 ตัน/ปี",ปะทิว,5203,การทำยางแผ่นรมควัน การทำยางเครป ยางแท่ง ยางน้ำ หรือการทำยางให้เป็นรูปแบบอื่นใด,,,10900000000000,23.5,62,ชุมพร,1,370,833.08,2537,ดอนยาง,3-52(3)-1/37ชพ,บริษัท เอส.เอ.วาย.รับเบอร์ จำกัด,21837,บริษัท เอส.เอ.วาย.รับเบอร์ จำกัด,3,86210
ผลิตคอนกรีตผสมเสร็จ,อินทร์บุรี,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,,,20200000000000,5.4,3,สิงห์บุรี,11,85/2,386,2567,โพธิ์ชัย,จ3-58(1)-170/67สห,ห้างหุ้นส่วนจำกัด อนุชาติรุ่งเรืองซีเมนต์,21838,ห้างหุ้นส่วนจำกัด อนุชาติรุ่งเรืองซีเมนต์,3,16110
ปรับปรุงคุณภาพข้าวสารพร้อมบรรจุ,บางระจัน,901,การสี ฝัด หรือขัดข้าว,,,20200000000000,51,25,สิงห์บุรี,6,88,376.5,2564,บ้านจ่า,จ3-9(1)-4/64สห,บริษัท ทวีพงษ์ไรซ์ จำกัด,21839,บริษัท ทวีพงษ์ไรซ์ จำกัด,3,16130
ย่อยและอัดเมล็ดพลาสติก,ท่าช้าง,5305,การทำพลาสติกเป็นเม็ด แท่ง ท่อ หลอด แผ่น ชั้น ผง หรือรูปทรงต่าง ๆ,,,20200000000000,2,6,สิงห์บุรี,5,136/1,120,2546,ถอนสมอ,จ3-53(5)-1/46สห,นางบุญชู เต็งวงษ์วัฒนะ,21840,โชคสหพัฒน์พลาสติก,3,16140
แปรรูปไม้,พรหมบุรี,3401,การเลื่อย ไส ซอย เซาะร่อง หรือการแปรรูปไม้ด้วยวิธีอื่นที่คล้ายคลึงกัน,สิงห์บุรี-อ่างทอง,,20200000000000,85,35,สิงห์บุรี,1,88,1368.75,2538,โรงช้าง,จ3-34(1)-1/38สห,บริษัท ดี-อินดัสตรี้ จำกัด ,21841,บริษัท ดี-อินดัสตรี้ จำกัด,3,16120
