AGE_GROUP,VALUE,ST_GRADUATE,SOURCE,_id,UNIT,YEAR,LABOUR_STATUS
รวม,772068,ไม่สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,490,คน,2568,ทำงานด้านวิทยาศาสตร์และเทคโนโลยี
15 ถึง 19,7680,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,491,คน,2568,ทำงานด้านอื่น
20 ถึง 29,538522,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,492,คน,2568,ทำงานด้านอื่น
30 ถึง 39,584478,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,493,คน,2568,ทำงานด้านอื่น
40 ถึง 49,450858,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,494,คน,2568,ทำงานด้านอื่น
50 ถึง 59,262646,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,495,คน,2568,ทำงานด้านอื่น
60 ขึ้นไป,59848,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,496,คน,2568,ทำงานด้านอื่น
รวม,1904031,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,497,คน,2568,ทำงานด้านอื่น
15 ถึง 19,2000,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,498,คน,2568,ผู้ว่างงาน
20 ถึง 29,52567,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,499,คน,2568,ผู้ว่างงาน
30 ถึง 39,6155,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,500,คน,2568,ผู้ว่างงาน
40 ถึง 49,3507,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,501,คน,2568,ผู้ว่างงาน
50 ถึง 59,1154,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,502,คน,2568,ผู้ว่างงาน
60 ขึ้นไป,0,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,503,คน,2568,ผู้ว่างงาน
รวม,65383,สำเร็จการศึกษาด้านวิทยาศาสตร์และเทคโนโลยี,สำนักงานสถิติแห่งชาติ,504,คน,2568,ผู้ว่างงาน
