ประกอบกิจการ,อำเภอ,รหัสประเภท,ประเภทโรงงาน,ถนน,ซอย,FID,เงินทุนรวม(ล้านบาท),คนงานรวม,จังหวัด,หมู่,เลขที่,แรงม้า,ปีที่อนุญาต,ตำบล,เลขทะเบียนโรงงานเดิม,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
ทำป้าย ตรา เครื่องหมาย ป้ายติดของ หรือเครื่องโฆษณาต่างๆ,ปากเกร็ด,8705,การทำป้าย ตรา เครื่องหมาย ป้ายติดของ หรือเครื่องโฆษณาสินค้า ตราโลหะ หรือยางแม่พิมพ์,แจ้งวัฒนะ,ถนนเลียบคอลงประปา,60100000000000,36.15,69,นนทบุรี,1,33/3,74.59,2564,ปากเกร็ด,อ2-87(5)-3/64นบ,บริษัท ครีเอทีฟ พริ้นท์ติ้ง เอ็นเตอร์ไพรส์ จำกัด,2564,บริษัท ครีเอทีฟ พริ้นท์ติ้ง เอ็นเตอร์ไพรส์ จำกัด,2,11120
ผลิตชิ้นส่วนอุปกรณ์รถตัดหญ้า และอุปกรณ์เครื่องกล,เมืองนนทบุรี,6600,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรมหรือการเลี้ยงสัตว์,วัดโบสถ์-วัดเฉลิม,NULL,60100000000000,5.5,6,นนทบุรี,2,46101,61,2564,บางศรีเมือง,อ2-66-23/64นบ,บริษัท พี.เอส.อาร์ วิศวจักรกล จำกัด,2565,บริษัท พี.เอส.อาร์ วิศวจักรกล จำกัด,2,11000
ผลิตเหล็กตะแกรงไวร์เมช  และแผ่นเมทัลชีท,บางบัวทอง,6100,โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือหรือเครื่องใช้ที่ทำด้วยเหล็กหรือเหล็กกล้า,บางบัวทอง - สุพรรณบุรี,NULL,60100000000000,15,46,นนทบุรี,13,57/3,50,2567,บางบัวทอง,อ2-61-5/67นบ,ห้างหุ้นส่วนจำกัด  บี.ที.ซี.ไวร์เมช,2566,ห้างหุ้นส่วนจำกัด บี.ที.ซี.ไวร์เมช,2,11110
ผลิตรองเท้านิรภัย,บางบัวทอง,3300,โรงงานผลิตรองเท้าหรือชิ้นส่วนของรองเท้าซึ่งมิได้ทำจากไม้ยางอบแข็ง ยางอัดเข้ารูป,บางไผ่-หนองเพรางาย,-,60100000000000,2.61,60,นนทบุรี,5,38/2,21.31,2564,บางคูรัด,อ2-33-7/64นบ,บริษัท มาสเตอร์ แมค อินดัสทรี จำกัด,2567,บริษัท มาสเตอร์ แมค อินดัสทรี จำกัด,2,11110
ห้องเย็น (เก็บรักษาพืช ผัก ผลไม้ ทางการเกษตร),คลองหลวง,9200,โรงงานห้องเย็น,เทพกุญชร2,เทพกุญชร7,60100000000000,12.5,7,ปทุมธานี,9,15/13,65,2568,คลองหนึ่ง,อ2-92-3/68ปท,วาสนาดี ชัยศุภลักษณ์,2568,นางวาสนาดี ชัยศุภลักษณ์,2,12120
ทำหมวก,สามโคก,2802,การทำหมวก,-,-,60100000000000,10,53,ปทุมธานี,2,ึ72/43,75,2569,สามโคก,อ2-28(2)-1/69ปท,บริษัท จีอาร์ เทคนิคคอล จำกัด,2569,บริษัท จีอาร์ เทคนิคอล จำกัด,2,12160
เกี่ยวกับผลิตภัณฑ์โลหะการกลึง เจาะและเชื่อมโลหะ,ธัญบุรี,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,รังสิต-นครนายก,รังสิต-นครนายก 40,60100000000000,0,18,ปทุมธานี,3,83,59,2564,ประชาธิปัตย์,อ2-64(13)-39/64ปท,นายสุกิจ ตันสุทธิเวสส์,2570,แมคคอล์ อิเร็คชั่น,2,12130
ทำอุปกรณ์หรือส่วนประกอบเครื่องจักรทุกชนิด,ธัญบุรี,6708,การทำส่วนประกอบ หรืออุปกรณ์สำหรับเครื่องจักรตาม (1) ถึง (7),วิภาวดีรังสิต,NULL,60100000000000,1.5,4,ปทุมธานี,1,247/5-6,62.5,2564,ประชาธิปัตย์,อ2-67(8)-7/64ปท,นายชัยยง พรพัฒนเลิศกุล,2571,พรพัฒน์กลการ,2,12130
ซ่อมเครื่องยนต์ และรถยนต์,เมืองปทุมธานี,6500,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องยนต์ เครื่องกังหัน และรวมถึงส่วนประกอบ,กรุงเทพ-ปทุมธานี,NULL,60100000000000,40,14,ปทุมธานี,5,82,60.72,2564,บางเดื่อ,อ2-65-10/64ปท,บริษัท ยานยนต์ (ประเทศไทย) จำกัด,2572,บริษัท ยานยนต์ (ประเทศไทย) จำกัด,2,12000
ผลิตเครื่องสำอาง,คลองหลวง,4703,การทำเครื่องสำอาง หรือสิ่งปรุงแต่งร่างกาย,พหลโยธิน,NULL,60100000000000,52,30,ปทุมธานี,5,11202,53,2564,คลองหนึ่ง,อ2-47(3)-5/64ปท,บริษัท โควิก เคทท์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,2573,บริษัท โควิก เคทท์ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,2,12120
ผลิตและซ่อมแซมชิ้นส่วนแม่พิมพ์,คลองหลวง,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,พหลโยธิน,NULL,60100000000000,23.97,4,ปทุมธานี,5,28004,64.25,2564,คลองหนึ่ง,อ2-64(13)-84/64ปท,บริษัท โตเกียว เบียวร่า (ประเทศไทย) จำกัด,2574,บริษัท โตเกียว เบียวร่า (ประเทศไทย) จำกัด,2,12120
ทำขนมปังและส่วนผสม (Dough),ลำลูกกา,1001,การทำขนมปังหรือขนมเค้ก,NULL,NULL,60100000000000,7,14,ปทุมธานี,7,12/172,51.9,2564,ลำลูกกา,อ2-10(1)-7/64ปท,ห้างหุ้นส่วนจำกัด อมอน เทรด,2575,ห้างหุ้นส่วนจำกัด อะมอน เทรด,2,12150
ประกอบหลอดไฟฟ้า,สามโคก,7401,โรงงานประกอบกิจการเกี่ยวกับอุปกรณ์ไฟฟ้า การทำหลอดไฟฟ้า หรือดวงโคมไฟฟ้า,NULL,NULL,60100000000000,4.72,15,ปทุมธานี,9,260/9-10,55,2564,บางเตย,อ2-74(1)-3/64ปท,บริษัท ครีเอทีฟ แล็บ จำกัด,2576,บริษัท ครีเอทิฟ แล็บ จำกัด,2,12160
ห้องเย็น,คลองหลวง,9200,โรงงานห้องเย็น,NULL,NULL,60100000000000,8.65,25,ปทุมธานี,8,21/34,64,2564,คลองหนึ่ง,อ2-92-11/64ปท,บริษัท เอ แอนด์ เอ มีท ฟูด โปรดักส์ จำกัด ,2577,บริษัท เอ แอนด์ เอ มีท ฟูด โปรดักส์ จำกัด,2,12120
ผลิตอุปกรณ์หรือชิ้นส่วนอิเลคทรอนิคส์ป้องกันไฟฟ้าสถิตย์ และผ้าคลุมรองเท้าห้องคลีนรูม,ลาดหลุมแก้ว,7200,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องรับวิทยุ เครื่องรับโทรทัศน์ ผลิตภัณฑ์ที่เป็นตัวกึ่งนำ,NULL,NULL,60100000000000,15.96,34,ปทุมธานี,1,50,53.77,2564,คลองพระอุดม,อ2-72-12/64ปท,บริษัท แมททีเรียล เอ็กซ์เพอร์ทีส จำกัด,2578,บริษัท แมททีเรียล เอ็กซ์เพอร์ทีส จำกัด,2,12140
บรรจุสินค้าทั่วไปผลิตสินค้าผักผลไม้,คลองหลวง,9101,การบรรจุสินค้าทั่วไป,ไอยรา 1,NULL,60100000000000,0.000099,50,ปทุมธานี,9,48/12,34.05,2562,คลองสอง,อ2-91(1)-4/62ปท,บริษัท ซี ที เฟรช จำกัด,2579,บริษัท ที ซี เฟรช จำกัด,2,12120
ผลิตบรรจุภัณฑ์จากพลาสติก,ลาดหลุมแก้ว,5304,การทำภาชนะบรรจุ เช่น ถุง หรือกระสอบ,NULL,NULL,60100000000000,6.54,15,ปทุมธานี,1,99/31,67.75,2564,คลองพระอุดม,อ2-53(4)-30/64ปท,บริษัท ซี. ไอ แพ็คเก็จจิ้ง จำกัด,2580,บริษัท ซี.ไอ แพ็คเก็จจิ้ง จำกัด,2,12140
ถักเสื้อไหมพรม,เมืองปทุมธานี,2400,โรงงานถักผ้า ผ้าลูกไม้ หรือเครื่องนุ่งห่มด้วยด้ายหรือเส้นใย หรือฟอกย้อมสี หรือแต่งสำเร็จผ้า,รังสิต-ปทุมธานี,NULL,60100000000000,5.2,54,ปทุมธานี,1,29/2,3,2564,บ้านกลาง,อ2-24-15/64ปท,บริษัท เสถียรวงศ์ จำกัด,2581,บริษัท เสถียรวงศ์ จำกัด,2,12000
ห้องเย็นเก็บสินค้า เช่น พืชผลทางการเกษตร,คลองหลวง,9200,โรงงานห้องเย็น,NULL,NULL,60100000000000,30,9,ปทุมธานี,10,48,73,2564,คลองสอง,อ2-92-31/64ปท,บริษัท ซิงเซิ่ง เทรดดิ้ง จำกัด,2582,บริษัท ซิงเซิ่ง เทรดดิ้ง จำกัด,2,12120
ผลิตคอนกรีตผสมเสร็จ,ลำลูกกา,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,NULL,NULL,60100000000000,21.5,4,ปทุมธานี,16,NULL,69.5,2564,ลำลูกกา,อ2-58(1)-94/64ปท,บริษัท ไพรมารี แลนด์ จำกัด,2583,บริษัท ไพรมารี แลนด์ จำกัด,2,12150
ผลิตอิฐดินเผา,บางบาล,5600,โรงงานผลิตอิฐ กระเบื้องหรือท่อสำหรับใช้ในการก่อสร้างเบ้าหลอมโลหะ กระเบื้องประดับ,NULL,NULL,60100000000000,4.85,5,พระนครศรีอยุธยา,6,115/2,72,2565,มหาพราหมณ์,อ2-56-1/65อย,ห้างหุ้นส่วนจำกัด ทรัพย์บุญส่ง,2584,ห้างหุ้นส่วนจำกัด ทรัพย์บุญส่ง,2,13250
กลึง เจาะ คว้าน กัด ไส เจียร หรือเชื่อมโลหะทั่วไป,วังน้อย,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,โรจนะ,-,60100000000000,6,7,พระนครศรีอยุธยา,8,120,53.52,2564,ลำตาเสา,อ2-64(13)-183/64อย,บริษัท บรูชวิลเลอร์ จำกัด,2585,บริษัท บรูชวิลเลอร์ จำกัด,2,13170
ทำเครื่องประดับ เครื่องใช้และรูปพรรณต่างๆ จากทองคำ,เสนา,8401,การทำเครื่องประดับโดยใช้เพชร พลอย ไข่มุก ทองคำ ทองขาว เงิน นาก หรืออัญมณี,เสนา-อยุธยา,NULL,60100000000000,2.3,51,พระนครศรีอยุธยา,2,55/13,20.68,2564,บางนมโค,อ2-84(1)-12/64อย,นายพนมไพร โกรัมย์,2586,-,2,13110
ผลิตขนมคุกกี้และขนมอบแห้ง,บางปะอิน,1001,การทำขนมปังหรือขนมเค้ก,พหลโยธิน,-,60100000000000,2,12,พระนครศรีอยุธยา,7,139/485,53,2564,เชียงรากน้อย,อ2-10(1)-15/64อย,บริษัท เอส แอนด์ ที เยนเนอร์รัลฟู๊ด จำกัด,2587,บริษัท เอส แอนด์ ที เยนเนอร์รัลฟู๊ด จำกัด,2,13180
ผลิตคอนกรีตผสมเสร็จ กำลังผลิต 25 ลูกบาศก์เมตร/ชั่วโมง,มหาราช,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,-,-,60100000000000,3.5,3,พระนครศรีอยุธยา,2,-,61.5,2564,โรงช้าง,อ2-58(1)-160/64อย,บริษัท สระบุรีศิริพัฒนา จำกัด,2588,บริษัท สระบุรีศิริพัฒนา จำกัด,2,13150
ผลิต ผลิตภัณฑ์แผ่นโลหะ และอุปกรณ์ เช่นหลังคาเม็ททอลชีท หรือผนังอาคาร,เมืองอ่างทอง,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,NULL,NULL,60200000000000,7,5,อ่างทอง,NULL,โฉนดที่ดินเลขที่ 26360,63.5,2564,ศาลาแดง,อ2-63(2)-139/64อท,ห้างหุ้นส่วนจำกัด บีเค เม็ททอลชีท (อ่างทอง),2589,ห้างหุ้นส่วนจำกัด บีเค เม็ททอลชีท (อ่างทอง),2,14000
ทำผลิตภัณฑ์อาหารจากแป้ง เป็นชิ้น,เมืองอ่างทอง,1003,การทำผลิตภัณฑ์อาหารจากแป้ง เป็นเส้น เม็ด หรือชิ้น,NULL,NULL,60200000000000,8,20,อ่างทอง,1,45689,64.91,2564,ศาลาแดง,อ2-10(3)-22/64อท,นายสุนทร กิจวัฒนาไพบูลย์,2590,-,2,14000
"ทำประตู-หน้าต่างเหล็ก, มุ้งลวด",ชัยบาดาล,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,NULL,NULL,60200000000000,4.2,16,ลพบุรี,1,193,74.65,2564,ชัยนารายณ์,อ2-63(2)-126/64ลบ ,บริษัท อึ้งเจริญพูลทรัพย์ลำนารายณ์ จำกัด,2591,บริษัท อึ้งเจริญพูลทรัพย์ลำนารายณ์ จำกัด,2,15130
ตัด พับ หรือม้วนโลหะ,พัฒนานิคม,6412,การตัด พับ  หรือม้วนโลหะ,สระบุรี-หล่มสัก,12,60200000000000,2.2,9,ลพบุรี,1,300,72,2564,ดีลัง,อ2-64(12)-53/64ลบ ,บริษัท พินิจค้าเหล็ก 2005 จำกัด,2592,บริษัท พินิจค้าเหล็ก 2005 จำกัด,2,15220
ผลิตและจำหน่าย ผลิตภัณฑ์เสริมอาหารและอาหารสำเร็จรูปจากพืช ผลตและจำหน่าย เครื่องสำอาง,เมืองลพบุรี,904,การผลิตอาหารสำเร็จรูปจากเมล็ดพืชหรือหัวพืช,NULL,NULL,60200000000000,5,9,ลพบุรี,2,271,53.5,2564,ท่าศาลา,อ2-9(4)-10/64ลบ,นายยุทธนา ดวงจันทร์,2593,แนชเชอรัลโปรดักส์,2,15000
ผลิตซ่อมแซมโต๊ะเจียรนัยเพชรพลอย และผลิตอุปกรณ์เครื่องมือเครื,เมืองลพบุรี,6100,โรงงานผลิต ตบแต่ง ดัดแปลง หรือซ่อมแซมเครื่องมือหรือเครื่องใช้ที่ทำด้วยเหล็กหรือเหล็กกล้า,NULL,NULL,60200000000000,2.2,12,ลพบุรี,5,98/3-4,55.59,2564,เขาสามยอด,อ2-61-18/64ลบ,ห้างหุ้นส่วนจำกัด เบลโก้ไทยไดมอนด์อีควิปเม้นท์,2594,ห้างหุ้นส่วนจำกัด เบลโก้ไทยไดมอนด์อีควิปเม้นท์,2,15000
ผลิตอิฐดินเผา,อินทร์บุรี,5600,โรงงานผลิตอิฐ กระเบื้องหรือท่อสำหรับใช้ในการก่อสร้างเบ้าหลอมโลหะ กระเบื้องประดับ,NULL,NULL,60200000000000,0.62,15,สิงห์บุรี,7,-,50,2555,ทับยา,อ2-56-12/55สห,นางอำนวย ทองขาว,2595,อิฐอำนวย 1,2,16110
ผลิตชิ้นส่วนอุปกรณ์และเครื่องมือเครื่องใช้จากพลาสติก,หนองแค,5301,การทำเครื่องมือ เครื่องใช้ เครื่องเรือน หรือเครื่องประดับ และรวมถึงชิ้นส่วนของผลิตภัณฑ์,พหลโยธิน,NULL,60200000000000,0.2,7,สระบุรี,NULL,45474,62,2564,หนองแค,อ2-53(1)-61/64สบ,บริษัท ไทย โพลีไพพ์ จำกัด,2596,บริษัท ไทย โพลีไพพ์ จำกัด,2,18140
ซ่อมเครื่องถ่ายเอกสาร,บ้านบึง,6900,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องคำนวณ เครื่องทำบัญชี หรือเครื่องอิเล็กทรอนิกส์,NULL,NULL,60200000000000,3,52,ชลบุรี,1,85/1,55,2568,หนองซ้ำซาก,อ2-69-1/68ชบ,บริษัท เอ็น.เอ็น.พี.เซ็นเตอร์ จำกัด,2597,บริษัท เอ็น.เอ็น.พี. เซ็นเตอร์ จำกัด ,2,20170
หล่อดอกยาง,บางละมุง,5100,โรงงานผลิต ซ่อม หล่อ หรือหล่อดอกยางนอกหรือยางในสำหรับยานพาหนะ ที่เคลื่อนที่ด้วยเครื่องกล,   -,  คริสจักรพระคุณ,60200000000000,2.9,7,ชลบุรี,5,46050,58.45,2564,บางละมุง,อ2-51-1/64ชบ,นายสมเกียรติ สุขะ,2598,เกียรติไทร์สโตน,2,20150
ทำไอศครีม,พนัสนิคม,1211,การทำไอศกรีม,เซียนซือ,NULL,60200000000000,0.12,3,ชลบุรี,NULL,18-20,63,2564,พนัสนิคม,อ2-12(11)-3/64ชบ,"นางสาวดาราพร จึงถาวรทรัพย์,นางสาวสุภาพร จึงถาวรทรัพย์",2599,-,2,20140
ผลิตชิ้นส่วนสำหรับเครื่องใช้ไฟฟ้า เช่น แผงหน้าปัทม์เครื่องซักผ้า แผงหน้าต่าง เครื่องปรับอากาศ จากพลาสติก,ศรีราชา,7100,โรงงานผลิต ประกอบหรือซ่อมแซมเครื่องจักรหรือผลิตภัณฑ์ที่ระบุไว้ในลำดับที่ 70 เฉพาะที่ใช้ไฟฟ้า,-,-,60200000000000,29.88,37,ชลบุรี,3,163/9,64.37,2564,บึง,อ2-71-20/64ชบ,บริษัท เทจิน เดรน เทค จำกัด,2600,บริษัท เทจิน เดรน เทค จำกัด,2,20230
ผลิตและจำหน่ายน้ำยางพาราผสมสารผสมเพิ่มและสารผสมเพิ่ม,ศรีราชา,5204,การทำผลิตภัณฑ์ยางนอกจากที่ระบุไว้ใน ลำดับที่ 51 จากยางธรรมชาติหรือยางสังเคราะห์,NULL,NULL,60200000000000,40,8,ชลบุรี,1,46041,26.5,2564,เขาคันทรง,อ2-52(4)-19/64ชบ,บริษัท เอส.พี.รุ่งเรืองรับเบอร์ แอนด์ คอนสตรัคชั่น จำกัด,2601,บริษัท เอส.พี.รุ่งเรืองรับเบอร์ แอนด์ คอนสตรัคชั่น จำกัด,2,20110
ผลิตท่อคอนกรีตอัดแรง,ขลุง,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,สุขุมวิท,-,60200000000000,3.7,7,จันทบุรี,3,46190,68,2563,ซึ้ง,อ2-58(1)-16/63จบ,บริษัท กวางทองคอนกรีต จำกัด,2602,บริษัท กวางทองคอนกรีต จำกัด,2,22110
ทำวัสดุมุงหลังคาและทำวงกบบานประตู สำหรับอาคารโลหะ,เมืองจันทบุรี,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,รักศักดิ์ชมูล,NULL,60200000000000,4.7,5,จันทบุรี,5,46353,54.07,2563,ท่าช้าง,อ2-63(2)-24/63จบ,นายก่อกนก มงคลสุภโชค,2603,จันทบุรีเมทัลชีต,2,22000
ผลิตมิเตอร์ไฟฟ้า,พนมสารคาม,7300,โรงงานผลิต ประกอบหรือดัดแปลง เครื่องมือหรือเครื่องใช้ไฟฟ้าที่ไม่ได้ระบุไว้ในลำดับใด และส่วนประกอบ,NULL,NULL,60200000000000,710,49,ฉะเชิงเทรา,5,302,73.33,2567,บ้านซ่อง,อ2-73-16/67ฉช,บริษัท สมาร์ททีทีซี จำกัด (มหาชน),2604,บริษัท สมาร์ททีทีซี จำกัด (มหาชน),2,24120
ผลิตขนมหวาน,แปลงยาว,1210,การทำลูกกวาดหรือทอฟฟี่,-,-,60200000000000,44.5,53,ฉะเชิงเทรา,6,168,53.59,2564,วังเย็น,อ2-12(10)-3/64ฉช,บริษัท จงกล โปรดักส์ จำกัด,2605,บริษัท จงกล โปรดักส์ จำกัด,2,24190
ซ่อมแซมเครื่องยนต์รวมถึงส่วนประกอบและอุปกรณ์ของเครื่องยนต์,กบินทร์บุรี,6500,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องยนต์ เครื่องกังหัน และรวมถึงส่วนประกอบ,-,-,60300000000000,21,13,ปราจีนบุรี,17,432,59.36,2564,เมืองเก่า,อ2-65-28/64ปจ,บริษัท อีซูซุบูรพา จำกัด,2606,บริษัท อีซูซุบูรพา จำกัด,2,25240
ประกอบ รถที่ใช้ในการเกษตร เช่น รถแทรกเตอร์ รถเกี่ยวมัดฟางอัตโนมัติ,เมืองนครราชสีมา,6600,โรงงานผลิต ประกอบ ดัดแปลง หรือซ่อมแซมเครื่องจักรสำหรับใช้ในการกสิกรรมหรือการเลี้ยงสัตว์,NULL,NULL,60300000000000,104,10,นครราชสีมา,3,2,59.6,2563,โคกกรวด,อ2-66-15/63นม,บริษัท พี.ซี.เอส.แมชีน (ไทยแลนด์) จำกัด,2607,บริษัท พี.ซี.เอส.แมชีน (ไทยแลนด์) จำกัด,2,30280
ทำผลิตภัณฑ์คอนกรีต เช่น คอนกรีตผสมเสร็จ,กระสัง,5801,การทำผลิตภัณฑ์คอนกรีต ผลิตภัณฑ์คอนกรีตผสมผลิตภัณฑ์ยิปซัม หรือผลิตภัณฑ์ปูนปลาสเตอ,NULL,NULL,60300000000000,66.6,7,บุรีรัมย์,9,676,58,2564,กระสัง,อ2-58(1)-178/64บร,บริษัท ปูนซิเมนต์ไทย (แก่งคอย) จำกัด,2608,บริษัท ปูนซิเมนต์ไทย(แก่งคอย) จำกัด,2,31160
ผลิตและถนอม ผัก หรือผลไม้โดยวิธีการทำให้เยือกแข็ง โดยฉับพลัน หรือเหือดแห้ง,บางพลี,801,การทำอาหารหรือเครื่องดื่มจากผัก พืช หรือผลไม้ และบรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้,กิ่งแก้ว,NULL,20100000000000,10,6,สมุทรปราการ,12,64/10,74.5,2565,ราชาเทวะ,จ2-8(1)-1/65สป,บริษัท หงต้า เอ็นเตอร์ไพรส์ จำกัด,2609,บริษัท หงต้า เอ็นเตอร์ไพรส์ จำกัด,2,10540
ผลิตหลังคาเหล็กรีดลอน,ราษีไศล,6412,การตัด พับ  หรือม้วนโลหะ,NULL,NULL,60300000000000,5.8,4,ศรีสะเกษ,14,20,58,2564,เมืองคง,อ2-64(12)-19/64ศก,นายธีรวิทย์ ธิติประเสริฐกุล,2610,ไทยประเสริฐ,2,33160
ผลิตน้ำดื่ม,น้ำยืน,2001,การทำน้ำดื่ม,NULL,NULL,60300000000000,10,15,อุบลราชธานี,12,99/9,53.5,2564,สีวิเชียร,อ2-20(1)-5/64อบ,ห้างหุ้นส่วนจำกัด กัญธิญา วอเตอร์ 99,2611,ห้างหุ้นส่วนจำกัด กัญธิญา วอเตอร์ 99,2,34260
ทำหลังคาเหล็กรีดลอน,นากลาง,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,อุดรธานี-เลย,NULL,60400000000000,4.9,8,หนองบัวลำภู,11,99/1,53.81,2564,นากลาง,อ2-63(2)-192/64นภ,นายจิตติน พูนศรีวิวัฒน์,2612,เทพคีรีเมทัลชีท,2,39170
ตัดพับม้วนโลหะทั่วไป,ชุมแพ,6412,การตัด พับ  หรือม้วนโลหะ,มะลิวัลย์,NULL,60400000000000,14.5,3,ขอนแก่น,11,84,61,2564,นาเพียง,อ2-64(12)-76/64ขก,ห้างหุ้นส่วนจำกัด ซีโฮม 2019,2613,ห้างหุ้นส่วนจำกัด ซีโฮม 2019,2,40130
ทำเครื่องนอน และเครื่องใช้จากเศษผ้า,เมืองขอนแก่น,2301,การทำผลิตภัณฑ์จากสิ่งทอเป็นเครื่องใช้ในบ้าน,NULL,NULL,60400000000000,0.82,52,ขอนแก่น,2,224,21.75,2564,บ้านค้อ,อ2-23(1)-5/64ขก,นางสุชาฎา ภูมิบุญ,2614,สุชาฎาการค้า,2,40000
คัดแยกเมล็ดพันธุ์ข้าว,เมืองขอนแก่น,209,การร่อน ล้าง คัด หรือแยกขนาดหรือคุณภาพของผลิตผลเกษตรกรรม,NULL,NULL,60400000000000,7.16,23,ขอนแก่น,16,129,70,2564,บ้านค้อ,อ2-2(9)-6/64ขก,บริษัท ออไรซาเวิลด์ จำกัด,2615,บริษัท ออไรซาเวิลด์ จำกัด,2,40000
รีดลอนหลังคาเหล็ก,เมืองขอนแก่น,6412,การตัด พับ  หรือม้วนโลหะ,มะลิวัลย์,NULL,60400000000000,20,7,ขอนแก่น,17,98,71,2564,บ้านเป็ด,อ2-64(12)-75/64ขก,ห้างหุ้นส่วนจำกัด โฮม เม็ททอลชีท (ขอนแก่น),2616,ห้างหุ้นส่วนจำกัด โฮม เม็ททอลชีท (ขอนแก่น),2,40000
ตัด พับ ม้วนโลหะทั่วไป,บ้านไผ่,6412,การตัด พับ  หรือม้วนโลหะ,NULL,NULL,60400000000000,9.515,4,ขอนแก่น,22,26,61,2564,บ้านไผ่,อ2-64(12)-70/64ขก,บริษัท บี.เค.เม็ททอล ชีท (บ้านไผ่) จำกัด,2617,บริษัท บี.เค.เม็ททอล ชีท (บ้านไผ่) จำกัด,2,40110
ผลิตหลังคาเหล็กและแปรสำเร็จรูป,อุบลรัตน์,6302,การทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร,NULL,NULL,60400000000000,12,6,ขอนแก่น,9,145,68,2564,โคกสูง,อ2-63(2)-193/64ขก,ห้างหุ้นส่วนจำกัด คู่ไทย เมททอลชีท,2618,ห้างหุ้นส่วนจำกัด คู่ไทย เมททอลชีท,2,40250
ซ่อมและล้างถังทุกชนิด และ บรรจุสินค้าทั่วไป,บางพลี,9700,โรงงานซ่อมผลิตภัณฑ์ที่มิได้ระบุการซ่อมไว้ในลำดับใด,ธนสิทธิ์,รัตนโชค 12,20100000000000,5.5,8,สมุทรปราการ,12,104/37-40,64,2564,บางปลา,จ2-97-1/64สป,บริษัท โกลบอล โค้ตติ้ง จำกัด,2619,บริษัท โกลบอล โค้ตติ้ง จำกัด,2,10540
ผสมและบดอาหารสตว์,เมืองขอนแก่น,1501,การทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,NULL,บ้านคำบอน,60400000000000,0.85,4,ขอนแก่น,11,10,61,2564,โนนท่อน,อ2-15(1)-19/64ขก,วิสาหกิจชุมชนเกษตรกรผู้เลี้ยงโคนมทรัพย์เจริญ,2620,วิสาหกิจชุมชนเกษตรกรผู้เลี้ยงโคนมทรัพย์เจริญ,2,40000
ตัด พับ ม้วนโลหะทั่วไป,โคกโพธิ์ไชย,6412,การตัด พับ  หรือม้วนโลหะ,NULL,NULL,60400000000000,3.4,2,ขอนแก่น,5,92,59,2564,นาแพง,อ2-64(12)-71/64ขก,นายชอบปัญญา ปานเนาว์,2621,-,2,40160
ผสมแป้งเค้ก,น้ำพอง,905,การผสมแป้งหรือเมล็ดพืช,น้ำพอง-กระนวน,NULL,60400000000000,96,21,ขอนแก่น,10,116,57.62,2564,น้ำพอง,อ2-9(5)-1/64ขก,บริษัท มอนเดลีซ (ประเทศไทย) จำกัด,2622,บริษัท มอนเดลีซ (ประเทศไทย) จำกัด,2,40140
กลึงและเชื่อมโลหะทั่วไป,กุดจับ,6413,การกลึง เจาะ คว้าน กัด ไส เจียน หรือเชื่อมโลหะทั่วไป,-,บ้านดงเค็ง,60400000000000,0.51,2,อุดรธานี,11,175,62.14,2564,เมืองเพีย,อ2-64(13)-86/64อด,นายอภิชัย ลุนแสง,2623,โรงกลึง อ.เจริญการช่าง,2,41250
