ประกอบกิจการ,อำเภอ,รหัสประเภท,ถนน,ซอย,เงินทุนรวม (ล้านบาท),FID,คนงานรวม,DESCR,SCURVE,จังหวัด,หมู่,เลขที่,แรงม้า,เลขทะเบียนโรงงาน,ปีที่อนุญาต,ตำบล,ผู้ประกอบการ,_id,ชื่อโรงงาน,จำพวก,รหัสไปรษณีย์
"ผลิตเครื่องปรุง ,เครื่องประกอบอาหาร ,บด ,ดอง ,เครื่องแกง ,น้ำจิ้ม",วังทอง,1308,,, 52.00 ,20650207725647, 19 ,อุตสาหกรรมแปรรูปอาหาร,5,พิษณุโลก,14,โฉนดที่ดิน เลขที่ 18036, 488.25 ,จ3-13(8)-1/64พล,64,แม่ระกา,บริษัท เค.อาร์.เอส.สไปร์ซี่ ฟู้ดส์ จำกัด,12469,บริษัท เค.อาร์.เอส.สไปร์ซี่ ฟู้ดส์ จำกัด,3,65130
ทำน้ำแข็งก้อนเล็ก 135 ตัน/วัน,วังทอง,1400,,, 33.67 ,10650197625650, 11 ,อุตสาหกรรมแปรรูปอาหาร,5,พิษณุโลก,6,83," 1,068.64 ",3-14-34/65พล,65,ดินทอง,บริาัท วารีเทพ วังทอง จำกัด,12470,บริาัท วารีเทพ วังทอง จำกัด,3,65130
ผลิตน้ำแข็งซอง ได้ 720 ซอง/วัน และน้ำแข็งก้อนเล็ก ได้ 30 ตัน/วัน,วังทอง,1400,-,-, 38.80 ,10650004125506, 17 ,อุตสาหกรรมแปรรูปอาหาร,5,พิษณุโลก,1,199, 793.00 ,3-14-41/50พล,50,ดินทอง,บริษัท ไทยสมบูรณ์วังทอง จำกัด,12471,บริษัท ไทยสมบูรณ์วังทอง จำกัด,3,65130
ผลิตขวดน้ำพลาสติกและผลิตน้ำดื่ม,วังทอง,2001,วังทอง-เขาทราย,, 4.00 ,20650000425544, 25 ,อุตสาหกรรมแปรรูปอาหาร,5,พิษณุโลก,4,467/1, 90.00 ,จ3-20(1)-4/54พล,54,หนองพระ,น้ำดื่มวอเตอร์เซอร์ไพรส์,12472,น้ำดื่มวอเตอร์เซอร์ไพรส์,3,65130
ทำผลิตภัณฑ์เครื่องสำอาง,วังทอง,4703,,, 39.50 ,20650010225678, 6 ,อุตสาหกรรมท่องเที่ยวสุขภาพ,10,พิษณุโลก,9,-, 287.75 ,จ3-47(3)-2/67พล,67,วังพิกุล,บริษัท ดาริน แล็บบอราทอรี่ส์ จำกัด,12473,บริษัท ดาริน แล็บบอราทอรี่ส์ จำกัด,3,65130
อบพืชหรือเมล็ดพืช,วัดโบสถ์,201,-,-, 16.00 ,20650002125548, 6 ,อุตสาหกรรมแปรรูปอาหาร,5,พิษณุโลก,6,48/2, 392.48 ,จ3-2(1)-21/54พล,54,วัดโบสถ์,ห้างหุ้นส่วนจำกัด เอส พี เอส การเกษตร,12474,ห้างหุ้นส่วนจำกัด เอส พี เอส การเกษตร,3,65160
อบเมล็ดพืช เช่น ข้าวโพด,วัดโบสถ์,201,,, 27.30 ,20420004325607, 3 ,อุตสาหกรรมแปรรูปอาหาร,5,พิษณุโลก,1,187, 246.00 ,จ3-2(1)-43/60พล,60,หินลาด,ห้างหุ้นส่วนจำกัด บี.ที.เอส.อิมปอร์ต,12475,ห้างหุ้นส่วนจำกัด บี.ที.เอส.อิมปอร์ต,3,65160
การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,วัดโบสถ์,205,พิษณุโลก-เด่นชัย,, 27.50 ,20650001125507, 5 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,7,77, 55.00 ,จ3-2(5)-11/50พล,50,วัดโบสถ์,บริษัท เกษตรไพศาลธัญกิจ จำกัด,12476,บริษัท เกษตรไพศาลธัญกิจ จำกัด,3,65160
ลานตากพืชไร่ เช่น ข้าวเปลือก ข้าวโพด และทำมันเส้น,วัดโบสถ์,205,,, 3.40 ,20650172325639, 3 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,4,44/1, 360.00 ,จ3-2(5)-7/63พล,63,หินลาด,ศศินิภาพืชผล,12477,ศศินิภาพืชผล,3,65160
ลานตากพืชไร่ เช่น ข้าวโพด และทำมันเส้น,วัดโบสถ์,205,,, 11.00 ,20650127925657, 2 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,3,"โฉนดที่ดินเลขที่ 750,16035,19338", 350.00 ,จ3-2(5)-6/65พล,65,วัดโบสถ์,กรวิทย์พืชผล 3,12478,กรวิทย์พืชผล 3,3,65160
การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโลโกดังหรือคลังสินค้าและทำมันเส้น,วัดโบสถ์,205,,, 2.90 ,20650000725612, 3 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,9,194, 425.00 ,จ3-2(5)-7/61พล,61,หินลาด,กรวิทย์พืชผล,12479,กรวิทย์พืชผล,3,65160
การเก็บรักษาหรือลำเลียงเมล็ดพืช หรือผลิตผลการเกษตรในไซโล โกดัง หรือคลังสินค้าและลานตากพืชผลทางการเกษตร,วัดโบสถ์,205,สายท่างาม-โป่งแค,, 37.00 ,20650000425528, 4 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,5,155, 454.46 ,จ3-2(5)-4/52พล,52,หินลาด,บริษัท เกษตรไพศาลธัญกิจ จำกัด,12480,บริษัท เกษตรไพศาลธัญกิจ จำกัด,3,65160
"การเก็บรักษาหรือลำเลียงพืช, เมล็ดพืชหรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า",วัดโบสถ์,205,     -,   -, 3.90 ,20650100425469, 12 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,4,46, 213.00 ,จ3-2(5)-4/46พล,46,ท่างาม,กรวิทย์พืชผล,12481,กรวิทย์พืชผล,3,65160
เก็บรักษาและลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้า,วัดโบสถ์,205,,, 6.50 ,20650000625556, 3 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,2,222, 175.00 ,จ3-2(5)-6/55พล,55,บ้านยาง,ลานมันทรัพย์ทวี,12482,ลานมันทรัพย์ทวี,3,65160
เก็บรักษาหรือลำเลียงพืช เมล็ดพืชหรือผลิตผลจากพืชในไซโล โกดังหรือคลังสินค้า,วัดโบสถ์,205,,, 55.00 ,20650000325561, 8 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,1,187/1, 485.00 ,จ3-2(5)-3/56พล,56,หินลาด,ห้างหุ้นส่วนจำกัด บี.ที.เอส.อิมปอร์ต,12483,ห้างหุ้นส่วนจำกัด บี.ที.เอส.อิมปอร์ต,3,65160
"การเก็บรักษาหรือลำเลียงพืช, เมล็ดพืชหรือผลิตผลจากพืชไซโล โกดังหรือคลงสินค้า",วัดโบสถ์,205,วัดโบสถ์-โป่งแค,-, 0.39 ,20650000625465, 3 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,4,-, 75.00 ,จ3-2(5)-6/46พล,46,ท่างาม,วิชิตรุ่งกิจ,12484,วิชิตรุ่งกิจ,3,65160
เก็บรักษาหรือลำเลียงเมล็ดพืช หรือ ผลิตผลจากพืชในไซโล โกดัง หรือคลังสินค้าและทำมันเส้น,วัดโบสถ์,205,,, 5.00 ,20650004025498, 8 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิษณุโลก,3,65/1, 170.00 ,จ3-2(5)-40/49พล,49,หินลาด,พลเกษตร,12485,พลเกษตร,3,65160
"สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 1,300 เกวียน/วัน) และอบเมล็ดพืช เช่น ข้าวเปลือก",วัดโบสถ์,901,,, 93.00 ,10650007125560, 20 ,อุตสาหกรรมแปรรูปอาหาร,5,พิษณุโลก,1,99/1," 17,021.40 ",3-9(1)-71/56พล,56,วัดโบสถ์,บริษัท ที.เอส.พี.ไรซ์ จำกัด,12486,บริษัท ที.เอส.พี.ไรซ์ จำกัด,3,65160
อบเมล็ดข้าวเปลือกได้วันละ 20 เกวียน,ดงเจริญ,201,,, 10.00 ,20660000125416, 12 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,8,88," 2,040.60 ",จ3-2(1)-1/41พจ,41,วังงิ้วใต้,ห้างหุ้นส่วนจำกัด โรงสีเม่งฮง ข้าวไทย,12487,ห้างหุ้นส่วนจำกัด โรงสีเม่งฮง ข้าวไทย,3,66210
อบเมล็ดพืชและเก็บรักษาเมล็ดพืชในโกดัง,ดงเจริญ,201,บางมูลนาก - วังงิ้ว,, 29.97 ,20660004925480, 4 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,20/2, 478.68 ,จ3-2(1)-49/48พจ,48,สำนักขุนเณร,นายจิรยุทธ วัยวราวุธ,12488,,3,66210
สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 530 เกวียน/วัน) และเก็บรักษาเมล็ดพืชในโกดังขยายอบเมล็ดพืช,ดงเจริญ,901,บางมูลนาก-วังงิ้ว,-, 39.07 ,10660002625472, 20 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,3,199, 890.00 ,3-9(1)-26/47พจ,47,สำนักขุนเณร,บริษัท โรงสีข้าว เอนกคุณ จำกัด,12489,บริษัท โรงสีข้าว เอนกคุณ จำกัด,3,66210
สีข้าวชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 80 เกวียน/วัน),ดงเจริญ,901,ร่วมจิตบันดาล,-, 3.75 ,10660000125194, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,20, 229.68 ,3-9(1)-1/19พจ,19,สำนักขุนเณร,บริษัท มิตรเจริญไรซ์ จำกัด,12490,บริษัท มิตรเจริญไรซ์ จำกัด,3,66210
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 350 เกวียน/วัน และอบข้าวเปลือก,ดงเจริญ,901,-,-, 70.00 ,10660003425526, 15 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,3,10," 1,353.10 ",3-9(1)-34/52พจ,52,สำนักขุนเณร,บริษัท พิจิตรศรีเกษตรไรซ์ จำกัด,12491,บริษัท พิจิตรศรีเกษตรไรซ์ จำกัด,3,66210
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 100 เกวียน/วัน อบข้าวเปลือกและเก็บรักษาพืชหรือเมล็ดพืชในโกดัง,ดงเจริญ,901,บางมูลนาก-วังงิ้ว,, 50.00 ,20660007525568, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,44, 253.00 ,จ3-9(1)-75/56พจ,56,สำนักขุนเณร,โรงสีร่วมเจริญ3,12492,โรงสีร่วมเจริญ3,3,66210
"การเก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชใน โกดังหรือคลังสินค้า, อบข้าวเปลือก",ตะพานหิน,201,,, 23.85 ,20660100925673, 6 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,5,178, 359.00 ,จ3-2(1)-7/67พจ,67,ทับหมัน,นางสาวกมลวรรณ สุวรรณโชติ,12493,-,3,66110
อบข้าวเปลือก และเก็บรักษาลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในโกดัง,ตะพานหิน,201,,, 11.00 ,20660000625555, 2 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,2,96/4, 482.60 ,จ3-2(1)-6/55พจ,55,วังหว้า,บริษัท ประสาทพร เกรนเนอรี่ จำกัด,12494,บริษัท ประสาทพร เกรนเนอรี่ จำกัด,3,66110
เก็บรักษา หรือลำเลียงพืช หรือผลิตผลจากพืชในไซโล,ตะพานหิน,205,,, 25.20 ,20660000625613, 8 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,3,"โฉนดที่ดินเลขที่ 36016,36017,35996", 112.00 ,จ3-2(5)-6/61พจ,61,งิ้วราย,ชุมพลการเกษตร,12495,ชุมพลการเกษตร,3,66110
เก็บรักษา หรือลำเลียงเมล็ดพืชในโกดังและคลังสินค้า,ตะพานหิน,205,ตะพานหิน-วังสำโรง,, 34.60 ,20660000125457, -   ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,8,218/2, 253.00 ,จ3-2(5)-1/45พจ,45,ห้วยเกตุ,สหกรณ์การเกษตรตะพานหิน จำกัด,12496,สหกรณ์การเกษตรตะพานหิน จำกัด,3,66110
เก็บรักษาพืชหรือเมล็ดพืชในโกดังและปรับปรุงคุณภาพข้าว,ตะพานหิน,205,,, 31.00 ,20660003925598, 10 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,8,213, 86.00 ,จ3-2(5)-39/59พจ,59,หนองพยอม,รื่นรวยไรซ์,12497,รื่นรวยไรซ์,3,66110
เก็บรักษา หรือลำเลียงพืช หรือรับซื้อพืชหรือเมล็ดพืชในโกดัง เช่น ข้าวเปลือก ฯลฯ,ตะพานหิน,205,,, 9.00 ,20660001325577, 3 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,1,-, 120.00 ,จ3-2(5)-13/57พจ,57,ทุ่งโพธิ์,ห้างหุ้นส่วนจำกัด ทุ่งโพธิ์ พืชผล,12498,ห้างหุ้นส่วนจำกัด ทุ่งโพธิ์ พืชผล,3,66150
เก็บรักษาหรือลำเลียงพืช เมล็ดพืช หรือผลิตผลจากพืชในโกดัง,ตะพานหิน,205,รัฐราษร์รังสรรค์,, 7.70 ,20660000225554, 5 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,,253, 90.00 ,จ3-2(5)-2/55พจ,55,ตะพานหิน,ท่าข้าวประสาทพร,12499,ท่าข้าวประสาทพร,3,66110
"คัด,แยกขนาด และปรับปรุงคุณภาพข้าว",ตะพานหิน,209,หนุมาน,, 13.19 ,20660001325486, 5 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,,56/1, 299.42 ,จ3-2(9)-13/48พจ,48,ตะพานหิน,บริษัท เจอาร์.ไรซ์ เทรดดิ้ง จำกัด,12500,บริษัท เจอาร์.ไรซ์ เทรดดิ้ง จำกัด,3,66110
ร่อน คัดแยก คุณภาพของผลิตผลเกษตรกรรม และเก็บรักษาเมล็ดพืชในโกดัง,ตะพานหิน,209,พิจิตร - ตะพานหิน,, 20.37 ,20660100125506, 12 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,3,394/2, 472.50 ,จ3-2(9)-1/50พจ,50,ห้วยเกตุ,บริษัท เกษตรอินเตอร์ (ประเทศไทย) จำกัด,12501,บริษัท เกษตรอินเตอร์ (ประเทศไทย) จำกัด,3,66110
ปรับปรุงคุณภาพข้าว สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียนต่อวัน และอบข้าวสาร,ตะพานหิน,901,,, 20.00 ,20660002125562, 4 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,96, 463.00 ,จ3-9(1)-21/56พจ,56,วังหลุม,ห้างหุ้นส่วนจำกัด เม่งฮง โกลเด้นไรซ์,12502,ห้างหุ้นส่วนจำกัด เม่งฮง โกลเด้นไรซ์,3,66150
สีข้าว(กำลังสีสูงสุดของร้านสีข้าว 10 เกวียน/วัน),ตะพานหิน,901,ส่วนบุคคล,, 0.06 ,20660100125449, -   ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,, 150.00 ,จ3-9(1)-1/44พจ,44,หนองพยอม,ชัยพานิช,12503,ชัยพานิช,3,66110
สีข้าว(70 เกวียน/วัน)เก็บรักษาเมล็ดพืชในโกดัง และอบเมล็ดพืช,ตะพานหิน,901,ตะพานหิน - วังสำโรง,, 13.00 ,20660000825502, 2 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,2,303, 395.00 ,จ3-9(1)-8/50พจ,50,วังสำโรง,โรงสีมิตรเกษตร,12504,โรงสีมิตรเกษตร,3,66110
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 145 เกวียน/วัน,ตะพานหิน,901,ริมน่าน,-, -   ,10660015525156, 20 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,-,970," 1,345.27 ",3-9(1)-155/15พจ,15,ตะพานหิน,ห้างหุ้นส่วนจำกัด จิตรเจริญธัญญะ,12505,ห้างหุ้นส่วนจำกัด จิตรเจริญธัญญะ,3,66110
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 165 เกวียน/วัน,ตะพานหิน,901,,, 28.00 ,20660003825541, 6 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,209, 360.60 ,จ3-9(1)-38/54พจ,54,วังหลุม,บริษัท พงษ์พิจิตรไรซมิลล์ จำกัด,12506,บริษัท พงษ์พิจิตรไรซมิลล์ จำกัด,3,66150
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,ตะพานหิน,901,ตะพานหิน-วังสำโรง,, 30.00 ,20660004425564, 8 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,2,, 356.90 ,จ3-9(1)-44/56พจ,56,วังหว้า,บริษัท ประสาทพร เกรนเนอรี่ จำกัด,12507,-,3,66110
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 250 เกวียน/วัน,ตะพานหิน,901,,, 31.50 ,20660002625579, 7 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,-, 394.50 ,จ3-9(1)-26/57พจ,57,ทุ่งโพธิ์,ห้างหุ้นส่วนจำกัด ทุ่งโพธิ์ พืชผล,12508,ห้างหุ้นส่วนจำกัด ทุ่งโพธิ์ พืชผล,3,66150
ทำน้ำแข็งซฮง,ตะพานหิน,1400,ริมน่าน,, 0.50 ,20660103825540, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,,400, 447.57 ,จ3-14-38/54พจ,54,ตะพานหิน,โรงน้ำแข็งไทยวัฒนา,12509,โรงน้ำแข็งไทยวัฒนา,3,66110
ทำน้ำแข็ง,ตะพานหิน,1400,ริมน่านตะวันออก,-, 0.40 ,10660000125251, 2 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,-,294," 1,125.39 ",3-14-1/25พจ,25,ตะพานหิน,บริษัท โรงน้ำแข็งพินิจ จำกัด,12510,บริษัท โรงน้ำแข็งพินิจ จำกัด,3,66110
อบข้าวเปลือก,ทับคล้อ,201,ชมฐีระเวช,, 4.50 ,20660000425402, 6 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,3,21, 232.00 ,จ3-2(1)-4/40พจ,40,ทับคล้อ,ศิริมงคลทับคล้อ,12511,ศิริมงคลทับคล้อ,3,66150
การเก็บรักษาเมล็ดพืชหรือลำเลียงพืช เมล็ดพืชในโกดังและการสีข้าวโพด,ทับคล้อ,205,,, 2.00 ,20660001425534, 3 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,10,9, 270.00 ,จ3-2(5)-14/53พจ,53,เขาทราย,ศิริโชค,12512,ศิริโชค,3,66230
เก็บรักษาหรือลำเลียงพืช เมล็ดพืชหรือผลิตผลจากพืชในโกดัง,ทับคล้อ,205,,, 7.10 ,20660001625554, 2 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,4,9, 85.00 ,จ3-2(5)-16/55พจ,55,ทับคล้อ,ท่าข้าวใบเฟริน,12513,ท่าข้าวใบเฟริน,3,66150
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 125 เกวียน/วัน อบข้าวเปลือกและเก็บรักษาเมล็ดพืชในโกดัง,ทับคล้อ,901,สายบ้านวังแดง-ดงยาง,, 5.05 ,20660001625570, 12 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,8,199, 494.00 ,จ3-9(1)-16/57พจ,57,ทับคล้อ,โรงสีประเสริฐรุ่งเรืองธัญญกิจ,12514,โรงสีประเสริฐรุ่งเรืองธัญญกิจ,3,66150
สีข้าวชนิดแยกแกลบแยกรำ (กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน),ทับคล้อ,901,ชมฐีระเวช,-, 1.65 ,10660003325254, 47 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,3,21, 611.66 ,3-9(1)-33/25พจ,25,ทับคล้อ,ศิริมงคลทับคล้อ,12515,ศิริมงคลทับคล้อ,3,66150
ผลิตน้ำดื่มและผลิตขวดพลาสติกเพื่อบรรจุและจำหน่าย,ทับคล้อ,2001,,, 4.20 ,20660161625626, 7 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,14,1449/1, 97.70 ,จ3-20(1)-15/62พจ,62,เขาทราย,เฟิร์ส แอนส์ เฟรนด์ วอเตอร์ดิ้งค์,12516,เฟิร์ส แอนส์ เฟรนด์ วอเตอร์ดิ้งค์,3,66230
ซ่อมรถแทรคเตอร์,ทับคล้อ,7000,เขาทราย-สากเหล็ก,, 1.22 ,10660200125291, 13 ,อุตสาหกรรมอิเล็กทรอนิกส์,4,พิจิตร,10,5, 119.80 ,3-70-1/29พจ,29,เขาทราย,สยามแทรคเตอร์ สาขาเขาทราย,12517,สยามแทรคเตอร์ สาขาเขาทราย,3,66230
อบเมล็ดพืช,บางมูลนาก,201,-,-, 19.40 ,20660005625535, 8 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,11,-, 465.00 ,จ3-2(1)-56/53พจ,53,เนินมะกอก,บริษัท พิจิตรแลนด์ 2020 จำกัด,12518,บริษัท พิจิตรแลนด์ 2020 จำกัด,3,66120
อบเมล็ดพืช และเก็บรักษาเมล็ดพืชในโกดัง,บางมูลนาก,201,บางมูลนาก - ดงเจริญ,ทางสาธารณประโยชน์, 53.20 ,20660000125507, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,11,182, 492.50 ,จ3-2(1)-1/50พจ,50,เนินมะกอก,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,12519,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,3,66120
อบข้าวเปลือก,บางมูลนาก,201,,, 15.00 ,20660001025565, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,8,10/1, 417.30 ,จ3-2(1)-10/56พจ,56,หอไกร,ห้างหุ้นส่วนจำกัด สมไทยอารีย์ทรัพย์เจริญ,12520,ห้างหุ้นส่วนจำกัด สมไทยอารีย์ทรัพย์เจริญ,3,66120
เก็บรักษาเมล็ดพืชในโกดัง,บางมูลนาก,205,บางมุลนาก-โพทะเล,-, 18.07 ,20660000525474, 8 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,,9, 327.00 ,จ3-2(5)-5/47พจ,47,หอไกร,บริษัท พิจิตรผลิตภัณฑ์ข้าว จำกัด,12521,บริษัท พิจิตรผลิตภัณฑ์ข้าว จำกัด,3,66120
ปรับปรุงคุณภาพข้าวและเก็บรักษาข้าวเปลือกในโกดัง,บางมูลนาก,209,,, 60.00 ,20660001525580, 2 ,อุตสาหกรรมเกษตรเทคโนชีวภาพ,8,พิจิตร,11,183, 497.00 ,จ3-2(9)-15/58พจ,58,เนินมะกอก,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,12522,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,3,66120
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน เก็บรักษาเมล็ดพืช อบเมล็ดพืช และอบข้าวสาร,บางมูลนาก,901,-,-, 52.13 ,10660002825221, 17 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,11,35," 1,640.60 ",3-9(1)-28/22พจ,22,วังตะกู,บริษัท ไทยวัฒนาไรซ์มิลล์ จำกัด,12523,บริษัท ไทยวัฒนาไรซ์มิลล์ จำกัด,3,66210
สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 150 เกวียน/วัน) อบเมล็ดพืช,บางมูลนาก,901,ร่วมจิตบันดาล,-, 5.53 ,10660006525223, 16 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,11,183, 65.00 ,3-9(1)-65/22พจ,22,เนินมะกอก,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,12524,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,3,66120
"สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน), เก็บรักษาเมล็ดพืชในโกดังและอบข้าวสาร",บางมูลนาก,901,สายบางมูลนาก-วังงิ้ว,-, 143.00 ,10660004625488, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,11,138/1," 1,462.93 ",3-9(1)-46/48พจ,48,เนินมะกอก,นายอำนาจ อาจเตียไพบูลย์,12525,-,3,66120
ปรับปรุงคุณภาพข้าวสาร 500 ตัน/วัน,บางมูลนาก,901,สายบางมูลนาก-วังงิ้ว,-, 200.00 ,10660005725527, 32 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,4,1/6," 1,939.50 ",3-9(1)-57/52พจ,52,วังตะกู,บริษัท ร่วมเจริญพัฒนาการข้าว จำกัด,12526,บริษัท ร่วมเจริญพัฒนาการข้าว จำกัด,3,66210
สีข้าว (กำลังสีสูงสุดของร้านสีข้าว 180 เกวียน/วัน) และอบเมล็ดพืช,บางมูลนาก,901,บางมูลนาก-ชุมแสง,-, 16.00 ,10660002225224, 5 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,1,45/2, 206.50 ,3-9(1)-22/22พจ,22,เนินมะกอก,ห้างหุ้นส่วนจำกัด ฟ้าดินประทานทรัพย์ (2546),12527,ห้างหุ้นส่วนจำกัด ฟ้าดินประทานทรัพย์ (2546),3,66120
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 250 เกวียน/วัน,บางมูลนาก,901,,, 60.00 ,20660004225584, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,11,183, 498.50 ,จ3-9(1)-42/58พจ,58,เนินมะกอก,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,12528,ห้างหุ้นส่วนจำกัด โรงสีไฟชัยเจริญ,3,66120
สีข้าว(กำลังการสีข้าวสูงสุดของร้านสีข้าว 20 เกวียน/วัน),บางมูลนาก,901,บางมูลนาก - วังสำโรง,, 0.23 ,20660004425499, 1 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,3,60/1, 90.00 ,จ3-9(1)-44/49พจ,49,วังสำโรง,ยิ่งเจริญ,12529,ยิ่งเจริญ,3,66120
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 220 เกวียน/วัน,บางมูลนาก,901,ประเวศน์ใต้,, 15.00 ,10660000525260, 21 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,,210, 85.00 ,3-9(1)-5/26พจ,26,บางมูลนาก,ห้างหุ้นส่วนจำกัด โรงสีไฟกิจอุดมธัญญะ,12530,ห้างหุ้นส่วนจำกัด โรงสีไฟกิจอุดมธัญญะ,3,66120
สีข้าว กำลังสีสูงสุดของร้านสีข้าว 640 ตันต่อวัน,บางมูลนาก,901,-,-, 74.00 ,10660007425563, 10 ,อุตสาหกรรมแปรรูปอาหาร,5,พิจิตร,8,-," 1,685.00 ",3-9(1)-74/56พจ,56,หอไกร,ห้างหุ้นส่วนจำกัด สมไทยอารีย์ทรัพย์เจริญ,12531,ห้างหุ้นส่วนจำกัด สมไทยอารีย์ทรัพย์เจริญ,3,66120
