จำนวน,_id,ปี,เพศ,ปัญหา,จังหวัด,ประเภทแรงงาน,หน่วย
1181,281,2561,หญิง,งานหนัก,จันทบุรี,แรงงานในระบบ,คน
354,282,2561,หญิง,ทำงานไม่ตรงเวลาปกติ,จันทบุรี,แรงงานในระบบ,คน
1644,283,2561,หญิง,งานไม่ต่อเนื่อง,จันทบุรี,แรงงานในระบบ,คน
350,284,2561,หญิง,ชั่วโมงทำงานมากเกินไป,จันทบุรี,แรงงานในระบบ,คน
236,285,2561,หญิง,ลาพักผ่อนไม่ได้,จันทบุรี,แรงงานในระบบ,คน
1075,286,2561,หญิง,ไม่มีสวัสดิการ,จันทบุรี,แรงงานในระบบ,คน
4378,287,2561,หญิง,ไม่ทราบ,จันทบุรี,แรงงานในระบบ,คน
5751,288,2561,ชาย,ค่าตอบแทน,จันทบุรี,แรงงานนอกระบบ,คน
244,289,2561,ชาย,งานหนัก,จันทบุรี,แรงงานนอกระบบ,คน
391,290,2561,ชาย,ทำงานไม่ตรงเวลาปกติ,จันทบุรี,แรงงานนอกระบบ,คน
3496,291,2561,ชาย,งานไม่ต่อเนื่อง,จันทบุรี,แรงงานนอกระบบ,คน
3791,292,2561,ชาย,ไม่มีสวัสดิการ,จันทบุรี,แรงงานนอกระบบ,คน
5597,293,2561,ชาย,ไม่ทราบ,จันทบุรี,แรงงานนอกระบบ,คน
5741,294,2561,หญิง,ค่าตอบแทน,จันทบุรี,แรงงานนอกระบบ,คน
190,295,2561,หญิง,ทำงานไม่ตรงเวลาปกติ,จันทบุรี,แรงงานนอกระบบ,คน
1672,296,2561,หญิง,งานไม่ต่อเนื่อง,จันทบุรี,แรงงานนอกระบบ,คน
532,297,2561,หญิง,ลาพักผ่อนไม่ได้,จันทบุรี,แรงงานนอกระบบ,คน
3828,298,2561,หญิง,ไม่มีสวัสดิการ,จันทบุรี,แรงงานนอกระบบ,คน
3330,299,2561,หญิง,ไม่ทราบ,จันทบุรี,แรงงานนอกระบบ,คน
5798,300,2561,ชาย,ค่าตอบแทน,ตราด,แรงงานในระบบ,คน
1062,301,2561,ชาย,งานหนัก,ตราด,แรงงานในระบบ,คน
427,302,2561,ชาย,ทำงานไม่ตรงเวลาปกติ,ตราด,แรงงานในระบบ,คน
2288,303,2561,ชาย,งานไม่ต่อเนื่อง,ตราด,แรงงานในระบบ,คน
675,304,2561,ชาย,ลาพักผ่อนไม่ได้,ตราด,แรงงานในระบบ,คน
247,305,2561,ชาย,ไม่มีสวัสดิการ,ตราด,แรงงานในระบบ,คน
4867,306,2561,หญิง,ค่าตอบแทน,ตราด,แรงงานในระบบ,คน
213,307,2561,หญิง,ทำงานไม่ตรงเวลาปกติ,ตราด,แรงงานในระบบ,คน
1498,308,2561,หญิง,งานไม่ต่อเนื่อง,ตราด,แรงงานในระบบ,คน
353,309,2561,หญิง,ลาพักผ่อนไม่ได้,ตราด,แรงงานในระบบ,คน
100,310,2561,หญิง,ไม่มีสวัสดิการ,ตราด,แรงงานในระบบ,คน
6455,311,2561,ชาย,ค่าตอบแทน,ตราด,แรงงานนอกระบบ,คน
261,312,2561,ชาย,งานหนัก,ตราด,แรงงานนอกระบบ,คน
122,313,2561,ชาย,ทำงานไม่ตรงเวลาปกติ,ตราด,แรงงานนอกระบบ,คน
4921,314,2561,ชาย,งานไม่ต่อเนื่อง,ตราด,แรงงานนอกระบบ,คน
49,315,2561,ชาย,ไม่มีสวัสดิการ,ตราด,แรงงานนอกระบบ,คน
4748,316,2561,หญิง,ค่าตอบแทน,ตราด,แรงงานนอกระบบ,คน
141,317,2561,หญิง,งานหนัก,ตราด,แรงงานนอกระบบ,คน
53,318,2561,หญิง,ทำงานไม่ตรงเวลาปกติ,ตราด,แรงงานนอกระบบ,คน
3502,319,2561,หญิง,งานไม่ต่อเนื่อง,ตราด,แรงงานนอกระบบ,คน
44,320,2561,หญิง,ลาพักผ่อนไม่ได้,ตราด,แรงงานนอกระบบ,คน
11944,321,2561,ชาย,ค่าตอบแทน,ฉะเชิงเทรา,แรงงานในระบบ,คน
12412,322,2561,ชาย,งานหนัก,ฉะเชิงเทรา,แรงงานในระบบ,คน
2709,323,2561,ชาย,ทำงานไม่ตรงเวลาปกติ,ฉะเชิงเทรา,แรงงานในระบบ,คน
4171,324,2561,ชาย,งานไม่ต่อเนื่อง,ฉะเชิงเทรา,แรงงานในระบบ,คน
1087,325,2561,ชาย,ชั่วโมงทำงานมากเกินไป,ฉะเชิงเทรา,แรงงานในระบบ,คน
213,326,2561,ชาย,ไม่มีวันหยุด,ฉะเชิงเทรา,แรงงานในระบบ,คน
884,327,2561,ชาย,ไม่มีสวัสดิการ,ฉะเชิงเทรา,แรงงานในระบบ,คน
13397,328,2561,ชาย,ไม่ทราบ,ฉะเชิงเทรา,แรงงานในระบบ,คน
6908,329,2561,หญิง,ค่าตอบแทน,ฉะเชิงเทรา,แรงงานในระบบ,คน
8212,330,2561,หญิง,งานหนัก,ฉะเชิงเทรา,แรงงานในระบบ,คน
824,331,2561,หญิง,ทำงานไม่ตรงเวลาปกติ,ฉะเชิงเทรา,แรงงานในระบบ,คน
4337,332,2561,หญิง,งานไม่ต่อเนื่อง,ฉะเชิงเทรา,แรงงานในระบบ,คน
201,333,2561,หญิง,ชั่วโมงทำงานมากเกินไป,ฉะเชิงเทรา,แรงงานในระบบ,คน
11257,334,2561,หญิง,ไม่ทราบ,ฉะเชิงเทรา,แรงงานในระบบ,คน
2679,335,2561,ชาย,ค่าตอบแทน,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
9537,336,2561,ชาย,งานหนัก,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
2837,337,2561,ชาย,ทำงานไม่ตรงเวลาปกติ,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
7022,338,2561,ชาย,งานไม่ต่อเนื่อง,ฉะเชิงเทรา,แรงงานนอกระบบ,คน
