AGE_GROUP,VALUE,QUARTER,SOURCE,_id,SEX,UNIT,REGION,YEAR
15-19 ปี,9.41,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,189,หญิง,ร้อยละ,ภาคตะวันออก,2568
20-24 ปี,70.2,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,190,ชาย,ร้อยละ,ภาคตะวันออก,2568
20-24 ปี,61.14,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,191,หญิง,ร้อยละ,ภาคตะวันออก,2568
25-29 ปี,94.64,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,192,ชาย,ร้อยละ,ภาคตะวันออก,2568
25-29 ปี,86.11,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,193,หญิง,ร้อยละ,ภาคตะวันออก,2568
30-34 ปี,97.43,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,194,ชาย,ร้อยละ,ภาคตะวันออก,2568
30-34 ปี,88.19,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,195,หญิง,ร้อยละ,ภาคตะวันออก,2568
35-39 ปี,87.81,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,196,หญิง,ร้อยละ,ภาคตะวันออก,2568
35-39 ปี,95.67,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,197,ชาย,ร้อยละ,ภาคตะวันออก,2568
40-49 ปี,83.59,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,198,หญิง,ร้อยละ,ภาคตะวันออก,2568
40-49 ปี,94.23,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,199,ชาย,ร้อยละ,ภาคตะวันออก,2568
50-59 ปี,92.53,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,200,ชาย,ร้อยละ,ภาคตะวันออก,2568
50-59 ปี,64.18,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,201,หญิง,ร้อยละ,ภาคตะวันออก,2568
60 ปีขึ้นไป,48.13,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,202,ชาย,ร้อยละ,ภาคตะวันออก,2568
60 ปีขึ้นไป,30.37,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,203,หญิง,ร้อยละ,ภาคตะวันออก,2568
รวม,80.28,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,204,ชาย,ร้อยละ,ภาคตะวันออก,2568
รวม,63.62,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,205,หญิง,ร้อยละ,ภาคตะวันออก,2568
รวม,71.7,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,206,รวม,ร้อยละ,ภาคตะวันออก,2568
15-19 ปี,12.75,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,207,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
15-19 ปี,4.73,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,208,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
20-24 ปี,67.26,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,209,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
20-24 ปี,51.92,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,210,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
25-29 ปี,89.1,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,211,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
25-29 ปี,75.77,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,212,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
30-34 ปี,92.59,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,213,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
30-34 ปี,79.26,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,214,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
35-39 ปี,82.72,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,215,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
35-39 ปี,93.72,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,216,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
40-49 ปี,81.05,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,217,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
40-49 ปี,92.77,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,218,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
50-59 ปี,92.29,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,219,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
50-59 ปี,73.91,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,220,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
60 ปีขึ้นไป,50.53,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,221,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
60 ปีขึ้นไป,27.15,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,222,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
รวม,71.14,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,223,ชาย,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
รวม,53.34,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,224,หญิง,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
รวม,61.77,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,225,รวม,ร้อยละ,ภาคตะวันออกเฉียงเหนือ,2568
15-19 ปี,17.62,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,226,ชาย,ร้อยละ,ภาคเหนือ,2568
15-19 ปี,6.86,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,227,หญิง,ร้อยละ,ภาคเหนือ,2568
20-24 ปี,69.01,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,228,ชาย,ร้อยละ,ภาคเหนือ,2568
20-24 ปี,57.15,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,229,หญิง,ร้อยละ,ภาคเหนือ,2568
25-29 ปี,93.06,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,230,ชาย,ร้อยละ,ภาคเหนือ,2568
25-29 ปี,82.58,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,231,หญิง,ร้อยละ,ภาคเหนือ,2568
30-34 ปี,92.66,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,232,ชาย,ร้อยละ,ภาคเหนือ,2568
30-34 ปี,77.33,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,233,หญิง,ร้อยละ,ภาคเหนือ,2568
35-39 ปี,85.55,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,234,หญิง,ร้อยละ,ภาคเหนือ,2568
35-39 ปี,94.6,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,235,ชาย,ร้อยละ,ภาคเหนือ,2568
40-49 ปี,83.31,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,236,หญิง,ร้อยละ,ภาคเหนือ,2568
40-49 ปี,93.39,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,237,ชาย,ร้อยละ,ภาคเหนือ,2568
50-59 ปี,91.76,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,238,ชาย,ร้อยละ,ภาคเหนือ,2568
50-59 ปี,74.4,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,239,หญิง,ร้อยละ,ภาคเหนือ,2568
60 ปีขึ้นไป,53.96,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,240,ชาย,ร้อยละ,ภาคเหนือ,2568
60 ปีขึ้นไป,31.55,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,241,หญิง,ร้อยละ,ภาคเหนือ,2568
รวม,73.87,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,242,ชาย,ร้อยละ,ภาคเหนือ,2568
รวม,56.33,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,243,หญิง,ร้อยละ,ภาคเหนือ,2568
รวม,64.63,ไตรมาส 2,สำนักงานสถิติแห่งชาติ,244,รวม,ร้อยละ,ภาคเหนือ,2568
15-19 ปี,19.38,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,245,ชาย,ร้อยละ,กรุงเทพมหานคร,2568
15-19 ปี,10.98,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,246,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
20-24 ปี,56.62,ไตรมาส 3,สำนักงานสถิติแห่งชาติ,247,หญิง,ร้อยละ,กรุงเทพมหานคร,2568
