ประกอบกิจการ,หมู่,ถนน,เงินทุนรวม (ล้านบาท),เลขทะเบียนโรงงาน,FID,_id,แรงม้า,รหัสประเภท,ชื่อโรงงาน,ตำบล,ปีที่อนุญาต,ซอย,อำเภอ,เลขที่,จังหวัด,ผู้ประกอบการ,จำพวก,คนงานรวม,รหัสไปรษณีย์
ผลิตน้ำประปา,3,, 55.92 ,จ3-90-4/61ชบ,20200800425615,67, 175.00 ,9000,บริษัท เอส.ซี.อควอ จำกัด,ท่าเทววงษ์,61,,เกาะสีชัง,198/2,ชลบุรี,บริษัท เอส.ซี.อควอ จำกัด,3, 4 ,20120
โม่ บด หรือย่อยหิน,8,, -   ,ธ3-3(1)-1/56ชบ,30200000125567,68," 1,824.00 ",301,บริษัท หินคม-เขาแหลม จำกัด,บ่อทอง,56,,บ่อทอง,274/4-5,ชลบุรี,บริษัท หินคม-เขาแหลม จำกัด,3, 61 ,20270
ฆ่า ชำแหละไก่ และทำไก๋แช่แข็ง,6,หนองเสม็ด-บ่อทอง, -   ,จ3-4(1)-1/37ชบ,20200000125379,69," 1,406.00 ",401,บริษัท ยู่สูงอุตสาหกรรม จำกัด,ธาตุทอง,37,-,บ่อทอง,220,ชลบุรี,บริษัท ยู่สูงอุตสาหกรรม จำกัด,3, 240 ,20270
ฆ่าและชำแหละชิ้นส่วนสุกร,2,, 119.90 ,3-4(1)-31/60ชบ,10200003125600,70," 2,201.38 ",401,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,บ่อกวางทอง,60,,บ่อทอง,42,ชลบุรี,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,3, 555 ,20270
ฆ่าสัตว์ (ไก่),7,, 96.00 ,จ3-4(1)-29/62ชบ,20200253225629,71," 1,233.90 ",401,บริษัท เกษตรชล 2559 จำกัด,บ่อกวางทอง,62,,บ่อทอง,78,ชลบุรี,บริษัท เกษตรชล 2559 จำกัด,3, 80 ,20270
ฆ่าและชำแหละชิ้นส่วนสุกร,2,, 71.63 ,3-4(1)-5/64ชบ,10200283125643,72, 780.01 ,401,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,บ่อกวางทอง,64,,บ่อทอง,โฉนดที่ดินเลขที่ 15656,ชลบุรี,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,3, 15 ,20270
สกัดน้ำมันปาล์ม,5,สายปรกฟ้า-หนองใหญ่, 185.00 ,3-7(1)-6/58ชบ,10200000625586,73," 14,549.00 ",701,สหกรณ์ผู้ปลูกอ้อยและปาล์มน้ำมันจังหวัดชลบุรี จำกัด,วัดสุวรรณ,58,,บ่อทอง,-,ชลบุรี,สหกรณ์ผู้ปลูกอ้อยและปาล์มน้ำมันจังหวัดชลบุรี จำกัด,3, 30 ,20270
ผลิตผลไม้กระป๋อง สับปะรดกระป๋อง น้ำสับปะรดเข้มข้น ผลไม้อบแห้ง (แปรรูปผลไม้),4,-, 330.00 ,3-8(1)-15/48ชบ,10200001525488,74," 16,892.41 ",801,บริษัท ไพร์ม โพรดักส์ อินดัสตรี้ จำกัด,เกษตรสุวรรณ,48,-,บ่อทอง,79/1,ชลบุรี,บริษัท ไพร์ม โพรดักส์ อินดัสตรี้ จำกัด,3, 415 ,20270
ทำมันเส้น,6,, 3.50 ,จ3-9(6)-70/52ชบ,20200007025523,75, 290.00 ,906,,ธาตุทอง,52,,บ่อทอง,298,ชลบุรี,นายอิทธิกร คุณากรธนกิจ,3, 3 ,20270
"ทำน้ำตาลทราย (กำลังการผลิต 5,560 ตันอ้อยต่อวัน) ผลิตและขายกระแสไฟฟ้า",6,เขากระถิน-หนองบอน, 568.00 ,3-11(3)-1/48ชบ,10200000125488,76," 114,080.00 ",1103,บริษัท น้ำตาลระยอง จำกัด,ธาตุทอง,48,-,บ่อทอง,388,ชลบุรี,บริษัท น้ำตาลระยอง จำกัด,3, 251 ,20270
ทำน้ำตาลก้อน,1,, 169.00 ,จ3-11(5)-1/55ชบ,20200000125551,77," 1,551.50 ",1105,บริษัท หลินหยวน จำกัด,ธาตุทอง,55,,บ่อทอง,81,ชลบุรี,บริษัท หลินหยวน จำกัด,3, 38 ,20270
ทำน้ำแข็งก้อนใหญ่,1,-, 12.00 ,ศ3-14-1/37ชบ,200200125371,78, 517.00 ,1400,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,บ่อทอง,37,-,บ่อทอง,197,ชลบุรี,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,3, 15 ,20270
"ทำน้ำแข็ง กำลังการผลิต 370,000 ซองต่อปี",6,, 6.00 ,จ3-14-2/46ชบ,20200000225468,79, 472.00 ,1400,บริษัท ยู่สูงอุตสาหกรรม จำกัด,ธาตุทอง,46,,บ่อทอง,220,ชลบุรี,บริษัท ยู่สูงอุตสาหกรรม จำกัด,3, 8 ,20270
ทำน้ำแข็งก้อนเล็ก ได้วันละ 13.2 ตัน,1,-, 4.78 ,จ3-14-1/36ชบ,20200100125360,80, 273.75 ,1400,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,บ่อทอง,36,-,บ่อทอง,989,ชลบุรี,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,3, 5 ,20270
ทำน้ำแข็งก้อนเล็กวันละ 30 ตัน,1,หนองใหญ่-ปรกฟ้า, 38.47 ,จ3-14-19/67ชบ,20200138825676,81, 212.00 ,1400,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,บ่อทอง,67,,บ่อทอง,197,ชลบุรี,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,3, 14 ,20270
ผลิตอาหารสัตว์,2,, 22.50 ,จ3-15(1)-13/61ชบ,20200001325614,82, 456.00 ,1501,บริษัท พีเอ ปรารถนาพร จำกัด,วัดสุวรรณ,61,,บ่อทอง,999,ชลบุรี,บริษัท พีเอ ปรารถนาพร จำกัด,3, 22 ,20270
ทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,6,สายหนองบอน-เจริญโชคดี, 211.42 ,3-15(1)-6/52ชบ,10200000625529,83," 3,484.34 ",1501,บริษัท ซันฟีด จำกัด,บ่อกวางทอง,52,-,บ่อทอง,100,ชลบุรี,บริษัท ซันฟีด จำกัด,3, 20 ,20270
ผลิตน้ำดื่ม ผลิตขวดน้ำดื่มจากพลาสติก,6,, 1.00 ,จ3-20(1)-8/62ชบ,20200117525628,84, 311.80 ,2001,บริษัท สยาม เพียว เฟรซ จำกัด,วัดสุวรรณ,62,,บ่อทอง,888,ชลบุรี,บริษัท สยาม เพียว เฟรซ จำกัด,3, 4 ,20270
ผลิตรองเท้าหรือชิ้นส่วนของรองเท้า,8,, 4.84 ,จ3-33-1/67ชบ,20200120525672,85, 197.00 ,3300,บริษัท จี ที ดับเบิ้ลยู อินเตอร์ จำกัด,ธาตุทอง,67,,บ่อทอง,88/18,ชลบุรี,บริษัท จี ที ดับเบิ้ลยู อินเตอร์ จำกัด,3, 30 ,20270
ทำรองเท้า,8,-, 6.10 ,จ3-33-5/54ชบ,20200100525544,86, 81.40 ,3300,บริษัท เลธเธอร์ ชูส์ อินเตอร์เนชั่นแนล จำกัด,ธาตุทอง,54,-,บ่อทอง,88,ชลบุรี,บริษัท เลธเธอร์ ชูส์ อินเตอร์เนชั่นแนล จำกัด,3, 30 ,20270
แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,1,-, 0.60 ,3-34(1)-131/48ชบ,10200013125483,87, 514.50 ,3401,นายสำเภา จิตร์มั่น,บ่อทอง,48,-,บ่อทอง,-,ชลบุรี,นายสำเภา จิตร์มั่น,3, 10 ,20270
ทำวงกบประตูหน้าต่างจากไม้,1,บ่อทอง-หนองเสม็ด, 2.85 ,จ3-34(2)-1/45ชบ,20200400125458,88, 112.50 ,3402,บ่อทองค้าไม้,บ่อทอง,45,    -,บ่อทอง,303,ชลบุรี,บ่อทองค้าไม้,3, 7 ,20270
ทำวงกบ บานประตู หน้าต่าง จากไม้แปรรูป,5,หนองเสม็ด-อมพนม, 5.75 ,จ3-34(2)-1/39ชบ,20200200125393,89, 81.50 ,3402,เสรีการช่าง,บ่อกวางทอง,39,,บ่อทอง,8,ชลบุรี,เสรีการช่าง,3, 15 ,20270
ทำไม้อัด,7,, 14.00 ,3-34(3)-4/51ชบ,10200000425516,90," 3,992.40 ",3403,บริษัท อภิรักษ์พลายวู๊ด 2008 จำกัด,วัดสุวรรณ,51,,บ่อทอง,99,ชลบุรี,บริษัท อภิรักษ์พลายวู๊ด 2008 จำกัด,3, 62 ,20270
ทำเชื้อเพลิงอัดเม็ดจากขี้เลื่อย และเศษไม้ (wood pellet) เพื่อใช้เป็นเชื้อเพลิง,5,, 5.40 ,จ3-34(4)-38/57ชบ,20200003825579,91, 285.00 ,3404,บริษัท แอลดับบลิวพี.อินโทรดักโทรี่ จำกัด,วัดสุวรรณ,57,,บ่อทอง,5/5,ชลบุรี,บริษัท แอลดับบลิวพี.อินโทรดักโทรี่ จำกัด,3, 8 ,20270
ทำเชื้อเพลิงอัดเม็ดจากขี้เลื่อยไม้,4,, 24.27 ,จ3-34(4)-36/57ชบ,20200003625573,92, 144.00 ,3404,บริษัท แดวอน วู๊ด ไทย จำกัด,วัดสุวรรณ,57,,บ่อทอง,171,ชลบุรี,บริษัท แดวอน วู๊ด ไทย จำกัด,3, 16 ,20270
