_id,รายชื่อสถานประกอบการ,ระดับ,ปีงบประมาณ
2353,บริษัท ฮิโดรเม็ก คอนสตรัคชั่น อิควิปเม้นท์ (ประเทศไทย) จำกัด,3,2562
2354,บริษัท เจ.ฟิลเตอร์ จำกัด,3,2562
2355,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),3,2562
2356,บริษัท เฮงเค็ล (ประเทศไทย) จำกัด,3,2562
2357,บริษัท ทสึจิย่า (ประเทศไทย) จำกัด,3,2562
2358,บริษัท บี.กริม เพาเวอร์ (ดับบลิวเอชเอ) 1 จำกัด,3,2562
2359,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),3,2562
2360,บริษัท โอโต แอดวานซ์ แมททีเรียล แมนูแฟคเจอริ่ง จำกัด,3,2562
2361,บริษัท ออโต้ อินทีเรียร์ โปรดักส์ จำกัด,3,2562
2362,บริษัท ซัมมิท แหลมฉบัง โอโต ซีท แมนูแฟคเจอริ่ง จำกัด,3,2562
2363,บริษัท อีสเทิร์น พี.ยู.โฟม อินดัสตรี จำกัด,3,2562
2364,บริษัท เอบีบี จำกัด (สาขาชลบุรี),3,2562
2365,บริษัท สแตนบี เอเชีย จำกัด,3,2562
2366,บริษัท ไทย เอ็กเซล แมนนูแฟคเจอริ่ง จำกัด,3,2562
2367,บริษัท โชคภุชงค์ จำกัด,3,2562
2368,บริษัท ไดอิจิ เพรส (ไทยแลนด์) จำกัด,3,2562
2369,บริษัท มอลเท็น เอเซีย โพลิเมอร์ โปรดักส์ จำกัด *20230,3,2562
2370,บริษัท มอลเท็น เอเซีย โพลิเมอร์ โปรดักส์ จำกัด *20230,3,2562
2371,บริษัท สยาม เอ็นดีเค จำกัด,3,2562
2372,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),3,2562
2373,บริษัท บี.กริม เพาเวอร์ (แหลมฉบัง) 2 จำกัด,3,2562
2374,บริษัท บี.กริม เพาเวอร์ (แหลมฉบัง) 1 จำกัด,3,2562
2375,บริษัท พี เค สแครปแอนด์รีไซเคิล เซอร์วิส จำกัด,3,2562
2376,บริษัท เชอร์รี่ เสรีนา จำกัด,3,2565
2377,บริษัท ซิกโนด ซิสเท็มส์ (ประเทศไทย) จำกัด,3,2565
2378,บริษัท ไทยซิลิเกตเคมิคัล จำกัด,3,2565
2379,บริษัท ไดฟูกุ (ไทยแลนด์) จำกัด,3,2565
2380,บริษัท ไดฟูกุ (ไทยแลนด์) จำกัด,3,2565
2381,บริษัท ฮันวา สตีล เซอร์วิส (ประเทศไทย) จำกัด,3,2565
2382,บริษัท โฟมเทค อินเตอร์เนชั่นแนล จำกัด,3,2565
2383,บริษัท แอร์ ซิสเต็มส์ (ประเทศไทย) จำกัด,3,2565
2384,บริษัท สึบาคิโมโตะ ออโต้โมทีฟ (ไทยแลนด์) จำกัด,3,2565
2385,บริษัท สหเซวา จำกัด,3,2565
2386,บริษัท บางกอกอินดัสเทรียลแก๊ส จำกัด,3,2565
2387,บริษัท น้ำมันอพอลโล (ไทย) จำกัด,3,2565
2388,บริษัท เอสซีลอร์ ออพติคอล แลบอราทอรี (ประเทศไทย) จำกัด,3,2565
2389,บริษัท บริดจสโตน เเอร์คราฟท์ ไทร์ เเมนูเเฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2565
2390,บริษัท บอนกาแฟ (ประเทศไทย) จำกัด,3,2565
2391,บริษัท อลูคอน จำกัด (มหาชน),3,2565
2392,บริษัท ไทยอาซาฮี คาเซอิ สแปนเด็กซ์ จำกัด,3,2565
2393,บริษัท จี เจ สตีล จำกัด (มหาชน),3,2565
2394,บริษัท ซัมมิท แหลมฉบัง โอโต บอดี้ เวิร์ค จำกัด,3,2565
2395,บริษัท ซีพีแรม จำกัด (ชลบุรี),3,2565
2396,บริษัท โซนี่ เทคโนโลยี (ประเทศไทย) จำกัด,3,2565
2397,บริษัท ทาทา สตีล การผลิต (ประเทศไทย) จำกัด (มหาชน),3,2565
2398,บริษัท ทีพีซีเอส จำกัด (มหาชน),3,2565
2399,บริษัท ทีพีซีเอส จำกัด (มหาชน),3,2565
2400,บริษัท ไทย โอนลี่ วัน แมเนจ แอนด์ เซอร์วิส จำกัด,3,2565
2401,บริษัท ไทยซัมมิท พีเคเค บางปะกง จำกัด,3,2565
2402,บริษัท นิคเคสยามอลูมิเนียม จำกัด,3,2565
2403,บริษัท ฟูรูกาวา ออร์โตโมทีฟ ซีสเต็มส์(ประเทศไทย) จำกัด,3,2565
2404,บริษัท ยูนิมิต เอนจิเนียริ่ง จำกัด (มหาชน),3,2565
2405,บริษัท ส.กนกการจัดการสิ่งแวดล้อม จำกัด,3,2565
2406,บริษัท สยาม เคียวซัน เด็นโซ่ จำกัด,3,2565
2407,บริษัท สยาม เด็นโซ่ แมนูแฟคเจอริ่ง จำกัด,3,2565
2408,บริษัท เสริมสุข จำกัด (มหาชน),3,2565
2409,บริษัท อินทรี อีโคไซเคิล จำกัด,3,2565
2410,บริษัท อี.คิว.รับเบอร์ จำกัด,3,2565
2411,บริษัท โตโยด้า โกเซ (ประเทศไทย) จำกัด,3,2565
2412,บริษัท โมริโรคุ เทคโนโลยี (ประเทศไทย) จำกัด,3,2565
2413,บริษัท โปร-แคร์ แพ็คเกจจิ้ง จำกัด,3,2565
2414,บริษัท ไทยโตเคน เทอร์โม จำกัด,3,2565
2415,บริษัท ไทยโตเคน เทอร์โม จำกัด,3,2565
2416,บริษัท ยูไนเต็ดคอยล์เซ็นเตอร์ จำกัด,3,2565
2417,บริษัท ปริ๊งซ์ เฉิงซาน ไทร์ (ประเทศไทย) จำกัด,3,2565
2418,บริษัท เกาสุแพคกิ้ง (ศรีราชา) อินดัสตรี้ จำกัด,3,2565
2419,บริษัท เฉลิมชัยอุตสาหกรรม จำกัด,3,2565
2420,บริษัท ซีบีซี เอบี พรีซิชั่น (ประเทศไทย) จำกัด,3,2565
2421,บริษัท ซีบีซี เอบี พรีซิชั่น (ประเทศไทย) จำกัด,3,2565
2422,บริษัท อุตสาหกรรมไทยปรีดา จำกัด,3,2565
2423,บริษัท ซูมิโตโม เอสเอชไอ เอฟดับบลิว เซอร์วิส (ไทยแลนด์) จำกัด,3,2565
2424,บริษัท ไทยคิคูวา อินดัสทรีส์ จำกัด,3,2565
2425,บริษัท โออิชิ ฟู้ด เซอร์วิส จำกัด,3,2565
2426,บริษัท สหโคเจน (ชลบุรี) จำกัด (มหาชน),3,2565
2427,บริษัท ยาฮาตะ อินดัสตรี (ประเทศไทย) จำกัด,3,2565
2428,บริษัท ซัมมิท แอดวานซ์ แมททีเรียล จำกัด,3,2565
2429,บริษัท ไทยซัมมิท แหลมฉบัง โอโตพาร์ท จำกัด,3,2565
2430,บริษัท มาเรลลี (ประเทศไทย) จำกัด,3,2565
2431,บริษัท ไฮลี มาเรลลี (ประเทศไทย) จำกัด,3,2565
2432,บริษัท เฮอิฮัทสึ (ประเทศไทย) จำกัด,3,2565
2433,บริษัท โทแอคส์ (ประเทศไทย) จำกัด,3,2565
2434,บริษัท โทแอคส์ (ประเทศไทย) จำกัด,3,2565
2435,บริษัท รีไซเคิล เอ็นจิเนียริ่ง จำกัด,3,2565
2436,บริษัท ยามาโค พรีซิชั่น (ประเทศไทย) จำกัด,3,2565
2437,บริษัท อีสเทิร์น ซีบอร์ด เอนไวรอนเมนทอล คอมเพล็กซ์ จำกัด,3,2565
2438,บริษัท ยูเอสจี บอรอล สเปเชียลตี้ โปรดักส์ จำกัด,3,2565
2439,บริษัท คาโอ อินดัสเตรียล (ประเทศไทย) จำกัด,3,2565
2440,บริษัท พอส-เซอาห์ สตีล ไวร์ (ประเทศไทย) จำกัด,3,2565
2441,บริษัท บางกอกคอยล์เซ็นเตอร์ จำกัด,3,2565
2442,บริษัท เทคโนเมจิ รับเบอร์ (ไทยแลนด์) จำกัด,3,2565
2443,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด,3,2565
2444,บริษัท โฟคัส แมคคานิค จำกัด,3,2565
2445,บริษัท ฮิตาชิ เมทัลส์ (ประเทศไทย) จำกัด,3,2565
2446,บริษัท ฮิตาชิ เมทัลส์ (ประเทศไทย) จำกัด,3,2565
2447,บริษัท ฮิตาชิ เมทัลส์ (ประเทศไทย) จำกัด,3,2565
2448,บริษัท ไทยอีสเทิร์น อินโนเวชั่น จำกัด,3,2565
2449,บริษัท ซัมมิท แหลมฉบัง โอโต ซีท แมนูแฟคเจอริ่ง จำกัด,3,2565
2450,บริษัท ทสึจิย่า (ประเทศไทย) จำกัด,3,2565
2451,บริษัท ออโต้ อินทีเรียร์ โปรดักส์ จำกัด,3,2565
2452,บริษัท ยูไนเต็ด ครีเอชั่น แพ็คเกจจิ้ง โซลูชั่นส์ (ชลบุรี) จำกัด,3,2565
2453,บริษัท สุขสมบูรณ์น้ำมันพืช จำกัด,3,2565
2454,บริษัท แอดโคแมท (สยาม) จำกัด,3,2565
2455,บริษัท สยาม สตีล มิลล์ เซอร์วิสเซส จำกัด,3,2565
2456,บริษัท จุน จี่ อินดัสเทรียล จำกัด,3,2565
2457,บริษัท เอเซีย แปซิฟิค ปิโตรเคมิคอล จำกัด,3,2565
2458,บริษัท ฟูโซล่าร์ จำกัด,3,2565
2459,บริษัท นิปปอนเพนต์ (ประเทศไทย) จำกัด,3,2565
2460,บริษัท ชอไชยวัฒน์อุตสาหกรรม จำกัด,3,2565
2461,บริษัท อีสเทิร์น ปาล์ม ออยล์ จำกัด,3,2565
2462,บริษัท สุภาวุฒิ อินดัสทรี จำกัด,3,2565
2463,บริษัท สุภาวุฒิ อินดัสทรี จำกัด,3,2565
2464,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),3,2565
2465,บริษัท ซาคูมะ (ประเทศไทย) จำกัด,3,2565
2466,บริษัท เบ็นเทคเคมีคัล จำกัด,3,2565
2467,บริษัท โตโยไฟน์ (ไทยแลนด์) จำกัด,3,2565
2468,บริษัท พนัส แอสแซมบลีย์ จำกัด,3,2565
2469,บริษัท โตโยต้า โบโชคุ สยาม เมทัล จำกัด,3,2565
2470,บริษัท บันโด เดนเซน (ประเทศไทย) จำกัด,3,2565
2471,บริษัท ไทยเมกิ (2012) จำกัด,3,2565
2472,บริษัท ฮิโดรเม็ก คอนสตรัคชั่น อิควิปเม้นท์ (ประเทศไทย) จำกัด,3,2565
2473,บริษัท เควายบี สเตียริ่ง (ไทยแลนด์) จำกัด,3,2565
2474,บริษัท ไอเบล (ประเทศไทย) จำกัด,3,2565
2475,บริษัท มินิกริป (ประเทศไทย) จำกัด,3,2565
2476,บริษัท มาบูชิ (ไทยแลนด์) จำกัด,3,2565
2477,บริษัท บี.กริม เพาเวอร์ (ดับบลิวเอชเอ) 1 จำกัด,3,2565
2478,บริษัท ฟูจิเนะ อินดัสทรี (ไทยแลนด์) จำกัด,3,2565
2479,บริษัท ไอซิน ทาคาโอก้า ฟาวน์ดริ บางปะกง จำกัด,3,2565
2480,บริษัท ฮิตาชิ แอสเตโม ชลบุรี แมนูแฟ็กเชอริง จำกัด,3,2565
2481,บริษัท ว่านซิง อินดัสเทรียล จำกัด,3,2565
2482,บริษัท เอ แอนด์ เอ วินเนอร์ จำกัด,3,2565
2483,บริษัท เฮงเค็ล (ประเทศไทย) จำกัด,3,2565
2484,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด,3,2565
2485,บริษัท ฮิไรเซมิสึ (ประเทศไทย) จำกัด,3,2565
2486,บริษัท กลุ่มสยามบรรจุภัณฑ์ จำกัด,3,2565
2487,บริษัท ทีบีเคเค (ประเทศไทย) จำกัด,3,2565
2488,บริษัท โจตันไทย จำกัด,3,2565
2489,บริษัท แหลมฉบัง แท้งค์ เซอร์วิส จำกัด,3,2565
2490,บริษัท ต้ายี่ห์ เคนมอส ออโต้พาร์ท (ประเทศไทย) จำกัด,3,2565
2491,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),3,2565
2492,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),3,2565
2493,บริษัท นครหลวงคอนกรีต จำกัด,3,2565
2494,บริษัท นครหลวงคอนกรีต จำกัด,3,2565
2495,บริษัท นครหลวงคอนกรีต จำกัด,3,2565
2496,บริษัท ฮิวแมน อีเล็คโทรนิค (ไทยแลนด์) จำกัด,3,2565
2497,บริษัท ฟูรูกาวา ออร์โตโมทีฟ ซีสเต็มส์ (ประเทศไทย) จำกัด,3,2565
2498,บริษัท มอลเท็นเอเซียโพลิเมอร์โปรดักส์ จำกัด,3,2565
2499,บริษัท ไอจิ ฟอร์จ (ไทยแลนด์) จำกัด,3,2565
2500,บริษัท บีเอเอสเอฟ (ไทย) จำกัด,3,2565
2501,บริษัท เอฟเอสทีเอส จำกัด,3,2565
2502,บริษัท เอ็นไวรอนเมนทอล รีคอฟเวอรี่ จำกัด,3,2565
2503,บริษัท เฉาเชิ่ง ลาเท็กซ์ จำกัด,3,2565
2504,บริษัท วิชั่น กลาส แอนด์ ดอร์ อินดัสเทรียล จำกัด,3,2565
2505,บริษัท วิชั่น กลาส แอนด์ ดอร์ อินดัสเทรียล จำกัด,3,2565
2506,บริษัท เจ.ซี.มารีน เซอร์วิส จำกัด,3,2565
2507,บริษัท พี เค สแครปแอนด์รีไซเคิล เซอร์วิส จำกัด,3,2565
2508,บริษัท ยานภัณฑ์ ไดโซะ (ประเทศไทย) จำกัด,3,2565
2509,บริษัท ฮิรูตะ แอนด์ ซัมมิท จำกัด,3,2565
2510,บริษัท ปัญจวัฒนาพลาสติก จำกัด (มหาชน),3,2565
2511,บริษัท ไทย พีระมิด อินดัสเทรียล จำกัด,3,2565
2512,บริษัท ซัมมิท ชูโกกุ เซอิร่า จำกัด,3,2565
2513,บริษัท เคียวริทซุ เซอิกิ (ประเทศไทย) จำกัด,3,2565
2514,บริษัท เจ.ฟิลเตอร์ จำกัด,3,2565
2515,บริษัท ไซทามะ ขิขิ (ประเทศไทย) จำกัด,3,2565
2516,บริษัท ออพไทเดอร์ โพลีเมอร์ส จำกัด,3,2565
2517,บริษัท บอยด์ เทคโนโลยี (ประเทศไทย) จำกัด,3,2565
2518,บริษัท ต้าถุง (ประเทศไทย) จำกัด,3,2565
2519,บริษัท ซีท เมทัล พาร์ทส์ (ไทยแลนด์) จำกัด,3,2565
2520,บริษัท โอกาวา เอเซีย จำกัด,3,2565
2521,บริษัท ไทยสตีลเคเบิล จำกัด (มหาชน),3,2565
2522,บริษัท เอ็นทีพีที จำกัด,3,2565
2523,บริษัท แม็กซิม อินทริเกรดเต็ด โปรดักส์ (ประเทศไทย) จำกัด,3,2565
2524,บริษัท ไทยเว็ททรอนอิเลคทรอนิคส์ จำกัด,3,2565
2525,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน),3,2565
2526,บริษัท เคซเท็ม (สยาม) จำกัด,3,2565
2527,บริษัท แหลมฉบัง คลีนนิ่ง เซอร์วิส จำกัด,3,2565
2528,บริษัท แอดวิคส แมนูแฟคเจอริ่ง (ไทยแลนด์) จำกัด,3,2565
2529,บริษัท มัตสึโมโตะ โคซัน (ไทยแลนด์) จำกัด,3,2565
2530,บริษัท เด็นโซ่ (ประเทศไทย) จำกัด,3,2565
2531,บริษัท โคบายาชิ อินดัสเตรียล (ประเทศไทย) จำกัด,3,2565
2532,บริษัท ไทย ไดโซ แอโรโซล จำกัด,3,2565
2533,บริษัท แคม พลาส (ประเทศไทย) จำกัด,3,2565
2534,บริษัท ซันซุยชะ (ประเทศไทย) จำกัด,3,2565
2535,บริษัท โอกาวา เอเชีย จำกัด,3,2565
2536,บริษัท เอ็น เอส เค แบริ่งส์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2565
2537,บริษัท ซันคอล ไฮ พรีซิชั่น (ประเทศไทย) จำกัด,3,2565
2538,บริษัท แลดวิค (ประเทศไทย) จำกัด,3,2565
2539,บริษัท เคดับเบิ้ลยูเอส สแครพ แอนด์ รีไซเคิล เซอร์วิส (ประเทศไทย) จำกัด,3,2565
2540,บริษัท ซัมมิท คีย์เลกซ์ (ประเทศไทย) จำกัด,3,2565
2541,บริษัท ยู.ที.ที. เอนจิเนียริ่ง จำกัด,3,2565
2542,บริษัท คอบร้า อินเตอร์เนชั่นแนล จำกัด,3,2565
2543,บริษัท ทีไอ ออโทโมทีฟ (ไทยแลนด์) จำกัด,3,2565
2544,บริษัท สยามซันโป จำกัด,3,2565
2545,บริษัท เอเวียนท์ คัลเลอร์แร้นท์ (ประเทศไทย) จำกัด,3,2565
2546,บริษัท โจนัน สยาม คอร์ปอเรชั่น จำกัด,3,2565
2547,บริษัท ตรัวส์ ทาคายา อิเล็กทรอนิกส์ (ไทยแลนด์) จำกัด,3,2565
2548,บริษัท ฮิตาชิ แอสเตโม ชลบุรี ออโต พาตส์ จำกัด,3,2565
2549,บริษัท ไดโตะ ลาร์จ มีเรอร์ (ประเทศไทย) จำกัด,3,2565
2550,บริษัท เจไออีไอ (ไทยแลนด์) จำกัด,3,2565
2551,บริษัท จิ่งเซิ่งไวร์ แมททีเรียล (ประเทศไทย) จำกัด,3,2565
2552,บริษัท ทีทีเค โลจิสติคส์ (ประเทศไทย) จำกัด,3,2565
2553,บริษัท เอ็น. เอช. โซจะ (ไทยแลนด์) จำกัด,3,2565
2554,บริษัท สยาม ฮิตาชิ เอลลิเวเตอร์ จำกัด,3,2565
2555,บริษัท คอบร้า แอดวานซด์ คอมโพซิทส์ จำกัด,3,2565
2556,บริษัท เอจีซี ออโตโมทีฟ (ประเทศไทย) จำกัด,3,2565
2557,บริษัท คันพัตซึ (ประเทศไทย) จำกัด,3,2565
2558,บริษัท เอส.เอ พรีซิชั่น จำกัด,3,2565
2559,บริษัท โตโยด้า โกเซ (ประเทศไทย) จำกัด,3,2565
2560,บริษัท โตโยด้า โกเซ (ประเทศไทย) จำกัด,3,2565
2561,บริษัท ซัน-เออิ (ประเทศไทย) จำกัด,3,2565
2562,บริษัท เด็กซ์เทค (ประเทศไทย) จำกัด,3,2565
2563,บริษัท ไทร์ โมลด์ (ประเทศไทย) จำกัด,3,2565
2564,บริษัท ซีเคดี ไทย คอร์ปอเรชั่น จำกัด,3,2565
2565,บริษัท ซูมิโน อาปิโก (ไทยแลนด์) จำกัด,3,2565
2566,บริษัท เคียวคุโย อินดัสเตรียล (ประเทศไทย) จำกัด,3,2565
2567,บริษัท ทีที ฟูจิ ทูล ซัพพอร์ท จำกัด,3,2565
2568,บริษัท ฟงไข่ อิเล็คทรอนิกส์ เทคโนโลยี (ประเทศไทย) จำกัด,3,2565
2569,บริษัท ทีที ฟูจิ ทูล ซัพพอร์ท จำกัด,3,2565
2570,บริษัท ไทโย แพ็คกิ้ง (ประเทศไทย) จำกัด,3,2565
2571,บริษัท เคียวคุโย อินดัสเตรียล (ประเทศไทย) จำกัด,3,2565
2572,บริษัท ชิโคนี่ พาวเวอร์ เทคโนโลยี (ประเทศไทย) จำกัด,3,2565
2573,บริษัท เมาน์เทน ท็อป (ประเทศไทย) จำกัด,3,2565
2574,บริษัท อีลิทกรุ๊ป เทคโนโลยี (ไทยแลนด์) จำกัด,3,2565
2575,บริษัท ทอนเทค พรีซิชั่น ทูลลิ่ง (ประเทศไทย) จำกัด,3,2565
2576,บริษัท เอส เอ็น ซี ซาวด์ พรู๊ฟ จำกัด,3,2565
2577,บริษัท ไทย ซันวา จำกัด,3,2565
2578,บริษัท ทรัยโมทีฟ เอเชีย แปซิฟิค จำกัด,3,2565
2579,บริษัท จิ่งเซิ่ง ไวร์ แมททีเรียล โรงงาน 2 (ประเทศไทย) จำกัด,3,2565
2580,บริษัท อิวาตะ โบลท์ (ประเทศไทย) จำกัด,3,2565
2581,บริษัท วายเอ็มพี ทูลส์ (ไทยแลนด์) จำกัด,3,2565
2582,บริษัท เค ไลน์ คอนเทนเนอร์เซอร์วิส (ประเทศไทย) จำกัด,3,2565
2583,บริษัท วายเอ็มพี เพรส แอนด์ ดายส์ (ไทยแลนด์) จำกัด,3,2565
2584,บริษัท วาย.เอ็ม.พี. (ไทยแลนด์) จำกัด,3,2565
2585,บริษัท ทาพาโก้ จำกัด (มหาชน),3,2565
2586,บริษัท มัลติแบกซ์ จำกัด (มหาชน),3,2565
2587,บริษัท ไคเซ่ (ประเทศไทย) จำกัด,3,2565
2588,บริษัท ครีเอทีฟ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2565
2589,บริษัท ไทยอาราอิ จำกัด,3,2565
2590,บริษัท ไทยอาราอิ จำกัด,3,2565
2591,บริษัท เอ็กเซดี้ (ประเทศไทย) จำกัด,3,2565
2592,บริษัท เซกิซุย จูชิ (ประเทศไทย) จำกัด,3,2565
2593,บริษัท สุวลี จำกัด,3,2565
2594,บริษัท สุวลี จำกัด,3,2565
2595,บริษัท สโตนวัน จำกัด (มหาชน),3,2565
2596,บริษัท สโตนวัน จำกัด (มหาชน),3,2565
2597,บริษัท อมตะ บี. กริม เพาเวอร์ 5 จำกัด,3,2565
2598,บริษัท อมตะ บี.กริม เพาเวอร์ 3 จำกัด,3,2565
2599,บริษัท อมตะ บี.กริม เพาเวอร์ 2 จำกัด,3,2565
2600,บริษัท อมตะ บี.กริม เพาเวอร์ 1 จำกัด,3,2565
2601,บริษัท คานายามา คาเซอิ (ประเทศไทย) จำกัด,3,2565
2602,บริษัท ฮายาชิ เทเลมปุ (ประเทศไทย) จำกัด,3,2565
2603,บริษัท ออโต้ ซีเอส เอ็นจิเนียริ่ง จำกัด,3,2565
2604,บริษัท เอส เอ็น ซี ซาวด์ พรู๊ฟ จำกัด,3,2565
2605,บริษัท ฟูคูอิ คาเซอิ (ประเทศไทย) จำกัด,3,2565
2606,บริษัท โคเซ็น ไฟเบอร์เทค (ประเทศไทย) จำกัด,3,2565
2607,บริษัท โคเซ็น ไฟเบอร์เทค (ประเทศไทย) จำกัด,3,2565
2608,บริษัท ซีเนียร์ แอโรสเปซ (ไทยแลนด์) จำกัด,3,2565
2609,บริษัท ซีเนียร์ แอโรสเปซ (ไทยแลนด์) จำกัด,3,2565
2610,บริษัท อาปิโก สตรัคเจอรัล โปรดักส์ จำกัด,3,2565
2611,บริษัท แทวุง จำกัด,3,2565
2612,บริษัท วาโก้ ซังโย(ประเทศไทย) จำกัด,3,2565
2613,บริษัท ไมย์เออร์ อินดัสตรีส์ จำกัด,3,2565
2614,บริษัท แอสแทค เอเชีย (ประเทศไทย) จำกัด,3,2565
2615,บริษัท ยูนิเวอร์แซล โพลีแบค จำกัด,3,2565
2616,บริษัท คาราวา (ประเทศไทย) จำกัด,3,2565
2617,บริษัท แอคูชเน็ท ฟุตจอย (ประเทศไทย) จำกัด,3,2565
2618,บริษัท อัซบิล โปรดักชั่น (ประเทศไทย) จำกัด,3,2565
2619,บริษัท เอทีเอ แคสติ้ง เทคโนโลยี จำกัด,3,2565
2620,บริษัท ไอ-เพ็กซ์ ( ประเทศไทย ) จำกัด,3,2565
2621,บริษัท เอคโค ออโต้พาร์ท (ไทยแลนด์) จำกัด,3,2565
2622,บริษัท ฮีโน่มอเตอร์ส แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2565
2623,บริษัท ไทย ฟอร์จจิ้ง พาร์ทส จำกัด,3,2565
2624,บริษัท โอคุดะ เซโค (ประเทศไทย) จำกัด,3,2565
2625,บริษัท ซังเคียว เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,3,2565
2626,บริษัท ทรีบอนด์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2565
2627,บริษัท คานาเอคซ์ (ประเทศไทย) จำกัด,3,2565
2628,บริษัท เจซียู (ประเทศไทย) จำกัด,3,2565
2629,บริษัท ไอซิน พาวเวอร์เทรน (ประเทศไทย) จำกัด,3,2565
2630,บริษัท ไทยฟูจิ พลาสติก จำกัด,3,2565
2631,บริษัท โฮวา (ไทยแลนด์) จำกัด,3,2565
2632,บริษัท ไทย เอ็กเซล แมนนูแฟคเจอริ่ง จำกัด,3,2565
2633,บริษัท ฮอนด้า ล็อค ไทย จำกัด,3,2565
2634,บริษัท ไทย มัตโต เอ็น เอส จำกัด,3,2565
2635,บริษัท ทรีบอนด์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2565
2636,บริษัท โฟมเทค อินเตอร์เนชั่นแนล จำกัด,3,2565
2637,บริษัท ไอเจทีที (ประเทศไทย) จำกัด,3,2565
2638,บริษัท ไอเจทีที (ประเทศไทย) จำกัด,3,2565
2639,บริษัท บริดจสโตน ไทร์ แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด,3,2565
2640,บริษัท เอ็นเอสที คอยล์ เซ็นเตอร์ (ประเทศไทย) จำกัด,3,2565
2641,บริษัท เคทีเอ็กซ์ พรีซิชั่น (ประเทศไทย) จำกัด,3,2565
2642,บริษัท ชิโมฮิร่า อิเลคทริค (ประเทศไทย) จำกัด,3,2565
2643,บริษัท เซอาห์ พรีซิชั่น เมทัล (ประเทศไทย) จำกัด,3,2565
2644,บริษัท คานาเอคช์ (ประเทศไทย) จำกัด,3,2565
2645,บริษัท ฟูจิลอย (ประเทศไทย) จำกัด,3,2565
2646,บริษัท มารุโฮ ฮัทสึเจโย (ประเทศไทย) จำกัด,3,2565
2647,บริษัท คุซัทสุ อีเล็คทริค (ประเทศไทย) จำกัด,3,2565
2648,บริษัท อมากาซากิ ไพพ (ประเทศไทย) จำกัด,3,2565
2649,บริษัท ไทเทเนี่ยม สตีล อินเตอร์เนชั่นเนิล เทรดดิ้ง จำกัด,3,2565
2650,บริษัท ไทเซอิ พลาส (ประเทศไทย) จำกัด,3,2565
2651,บริษัท โฮริคาวะ รับเบอร์ (ประเทศไทย) จำกัด,3,2566
2652,บริษัท ซัมโด (ประเทศไทย) จำกัด,3,2566
2653,บริษัท ยูนิวานซ์ (ประเทศไทย) จำกัด,3,2566
2654,บริษัท เค.ดี.ฮีท เทคโนโลยี (ประเทศไทย) จำกัด,3,2566
2655,บริษัท ทีเอฟโอ เทค (ไทยแลนด์) จำกัด,3,2566
2656,บริษัท เมลเท็กซ์ เอเซีย (ประเทศไทย) จำกัด,3,2566
2657,บริษัท อาปิโก อมตะ จำกัด,3,2566
2658,บริษัท ชิโรกิ คอร์ปอร์เรชั่น (ไทยแลนด์) จำกัด,3,2566
2659,บริษัท วูเทคไทย จำกัด,3,2566
2660,บริษัท ไทรอัมพ์ เอวิเอชั่น เซอร์วิสเซส เอเซีย จำกัด,3,2566
2661,บริษัท ปิ่นทอง อินดัสเตรียล ปาร์ค จำกัด (มหาชน),3,2566
2662,บริษัท มารูโกะ รับเบอร์ (ไทยแลนด์) จำกัด,3,2566
2663,บริษัท ซี เอส รับเบอร์ อินดัสทรี่ จำกัด,3,2566
2664,บริษัท อาซาฮี เทค อลูมิเนียม (ประเทศไทย) จำกัด,3,2566
2665,บริษัท สยาม เซอร์วิส แอนด์ คอนซัลแทนซี่ จำกัด,3,2566
2666,บริษัท ออโตลิฟ (ประเทศไทย) จำกัด,3,2566
2667,บริษัท ไทย ทสึซูกิ จำกัด,3,2566
2668,บริษัท หมิงไท่ อินดัสเตรียล (ประเทศไทย) จำกัด,3,2566
2669,บริษัท กิฟุ เซอิคิ (ประเทศไทย) จำกัด,3,2566
2670,บริษัท ไทยลัสเตอร์โปรดักส์ จำกัด,3,2566
2671,บริษัท เอ็กซ์สตาร์ เอเชีย คอร์ปอเรชั่น จำกัด,3,2566
2672,บริษัท อาจีกาว่า แอนด์ เอส ซี ไอ เมทัล เทค จำกัด,3,2566
2673,บริษัท อาจีกาว่า แอนด์ เอสซีไอ เมทัล เทค จำกัด,3,2566
