_id,ลำดับ,เลขทะเบียน,ชื่อโรงงาน
1981,1981,20200252725629,ห้างหุ้นส่วนจำกัด สยามเอสอาร์เทค
1982,1982,20200255325633,บริษัท ทีซีซี ผลิตภัณฑ์คอนกรีตชลบุรี จำกัด
1983,1983,30200000225425,โรงงานย่อยหินเขาวังปลา 2
1984,1984,10200006525533,วงษ์พาณิชย์พานทอง
1985,1985,20200265925620,บริษัท ตงก่วน เหวยหมิ่น พลาสติก (ประเทศไทย) จำกัด
1986,1986,10200006725612,ห้างหุ้นส่วนจำกัด สุวรรณกูล รีไซเคิล
1987,1987,20200267225649,บริษัท จัวปภารีไซเคิลสหรุ่งเรือง จำกัด
1988,1988,10200007325602,บริษัท วิมาน น้ำแข็งหลอด จำกัด
1989,1989,20200268125640,บริษัท สยามเทคนิคคอนกรีต จำกัด (มหาชน)
1990,1990,40200129725667,บริษัท บีอีซีไอเอส เอเนอร์จี (ไทยแลนด์) จำกัด (ติดตั้งบนหลังคา บริษัท ไทย เฟาน์เทิน ออฟ ไลฟ์ จำกัด)
1991,1991,20200278025624,บริษัท สุกใส พลาสติก จำกัด
1992,1992,40200406425643,บริษัท อิมแพค โซล่าร์ จำกัด ติดตั้งบนหลังคาบริษัท เฟิสท์ยูไนเต็ดอินดัสตรี จำกัด อาคาร FUI 9
1993,1993,20200282925629,บริษัท สปีดเวย์ เอ็นเตอร์ไพรส์ จำกัด
1994,1994,20200289925648,แพล้นท์สัตหีบ
1995,1995,20200290625625,บริษัท ไทยย่า พลาสติก เทรดดิ้ง จำกัด
1996,1996,20200290825621,บริษัท ไอน์ชไตน์ อินดัสเตรียล เทคนิค คอร์ปอเรชั่น จำกัด
1997,1997,10200007625548,บริษัท แซนด์ซอร์ จำกัด
1998,1998,20200290925629,บริษัท มาสด้า ชลบุรี จำกัด (มหาชน)
1999,1999,60200089025640,-
2000,2000,10200008025474,ห้างหุ้นส่วนจำกัด บางเสร่ รวมเศษ
2001,2001,10200008625661,บริษัท ไท่ซาน อินดัสเตรียล (ประเทศไทย) จำกัด
2002,2002,10200009025481,บริษัท ช.ธนวัฒน์ สตีล เวิร์ค (ประเทศไทย) จำกัด
2003,2003,60200090525646,บริษัท สยาม กรีน เอ็นเนอร์จี้ อีเลคทริค จำกัด
2004,2004,20200291025627,บริษัท โชคนำชัยการาจ จำกัด
2005,2005,20200292925635,บริษัท บูกุก เทค จำกัด
2006,2006,60200091025646,เฟฟฟิล แอนด์ เบิร์ช
2007,2007,60200094625640,โรงงานผลิตน้ำแข็งหลอดเกาะจันทร์
2008,2008,20200300125400,บริษัท ซินิเมจ แมคแคนิคอล จำกัด
2009,2009,10200009325600,บริษัท ทีโอวาย ชลบุรี รีไซเคิล จำกัด
2010,2010,20200300125558,บริษัท โจ เอ็นจิเนียริ่ง มารีน เซอร์วิส จำกัด
2011,2011,10200010125601,บริษัท พี.อาร์.ที.(เอเชีย) จำกัด
2012,2012,20200300125608,บริษัท อันมาร์ จำกัด
2013,2013,10200010625576,บริษัท เอสซีจี ซิเมนต์ จำกัด (โรงงานบ้านบึง)
2014,2014,60200094725648,-
2015,2015,20200300225390,บริษัท พานทอง 2558 จำกัด
2016,2016,20200300225465,บริษัท อีโค วูด จำกัด
2017,2017,20200300225515,บริษัท เซ้าท์ สตาร์ จำกัด
2018,2018,60200100125601,เอ แอนด์ ซี ไทย จำกัด
2019,2019,10200010725483,ห้างหุ้นส่วนจำกัด นิติจินดา กรุ๊ป
2020,2020,20200300225549,บริษัท เจเอวาย เอ็นจิเนียริ่ง จำกัด
2021,2021,10200011125477,บริษัท รุ่งอรุณทรัพย์ รีไซเคิล จำกัด
2022,2022,20200300225556,บริษัท เทอร์โบชาร์จจิ้ง ซิสเท็มส์ จำกัด
2023,2023,10200012625475,บริษัท โกลบอล (เอเซีย แปซิฟิค) เอ็นไวรอนเมนทอลโพรเทคชั่น จำกัด
2024,2024,20200300225564,บริษัท แซนควอลิตี้กลาส จำกัด
2025,2025,60200100425647,บริษัท พี เอ็น ซี ผลิตภัณฑ์คอนกรีต จำกัด
2026,2026,20200300225614,บริษัท เอสทีวี โมลด์ แอนด์ ดาย จำกัด
2027,2027,60200100825648,บริษัท ฮอนโบ ไทย จำกัด
2028,2028,20200300325562,บริษัท วันโปรเกรสพาร์ท จำกัด
2029,2029,60200101025644,บริษัท ที.อาร์.โปรดักส์ แอนด์ มาร์เก็ตติ้ง จำกัด
2030,2030,10200013125483,นายสำเภา จิตร์มั่น
2031,2031,20200300425495,บริษัท ไดเออร์ อินดัสเทรี่ยล (ประเทศไทย) จำกัด
2032,2032,10200013525476,บ่อวินค้าของเก่า
2033,2033,20200300525377,บริษัท บี จี บี เอ็นจิเนียริ่ง จำกัด
2034,2034,10200013925478,ห้างหุ้นส่วนจำกัด จักรินทร์ เซอร์วิส
2035,2035,20200300725605,ห้างหุ้นส่วนจำกัด ดีว่า เฮลท์แคร์
2036,2036,60200148825642,บริษัท เฮซุง อิเลคทรอนิคส์ (ประเทศไทย) จำกัด
2037,2037,10200015925484,บริษัท อินเตอร์ชล จำกัด
2038,2038,20200300825512,บริษัท บี.ที.โอโต้พาร์ต จำกัด
2039,2039,20200300825603,บริษัท เท่ กิยอง อินดัสทรี (ประเทศไทย) จำกัด
2040,2040,60200210825637,บริษัท แอลเคเอ็น คอมโมดิตี้ จำกัด
2041,2041,10200016125480,บริษัท อีสเทิร์น รีคัพเวอรี่ จำกัด
2042,2042,10200019925647,บริษัท ซิน อี้ ไท่ อินดัสเตรียล เทรด จำกัด
2043,2043,10200025225594,ซีซี.คอนกรีต
2044,2044,20200301025617,บริษัท อาร์.อี อินดัสเทรียล เมนเทนแนนซ์ เซอร์วิส จำกัด
2045,2045,10200025225651,บริษัท ฟู่ฉี รีไซคลิ่ง เทคโนโลยี จำกัด
2046,2046,20200301125599,บริษัท ทีที คอร์ปอเรชั่น จำกัด
2047,2047,91050180525649,บริษัท รวมทิพย์ รีเทค จำกัด
2048,2048,20200301225522,บริษัท ฮัลลิเบอร์ตัน เอ็นเนอจี เซอร์วิสเซส อิงค์ จำกัด
2049,2049,20200301225605,บริษัท ชั่น ซุ่น อินเตอร์เนชั่นแนล จำกัด
2050,2050,10200025925656,บริษัท วีเปค จำกัด
2051,2051,20200302225612,บริษัท เคบีเค โกลบอล จำกัด
2052,2052,20200302325644,บริษัท โคะนัน จี เทค จำกัด
2053,2053,10200033425665,ห้างหุ้นส่วนจำกัด บีบีเจ พาเลท
2054,2054,10200038725648,บริษัท ไทย คอมโพสิท จำกัด
2055,2055,10200050325665,บริษัท จง เต๋อ ดีเวลลอปเมทน์ เทคโนโลยี จำกัด
2056,2056,20200302625639,บริษัท ศรีฆเณศ อินเตอร์วู้ด จำกัด
2057,2057,10200058225644,บริษัท ฉางซุ่น จำกัด
2058,2058,20200321325625,บริษัท ไทยซัมมิท สโตน จำกัด
2059,2059,20200328025640,บริษัท จิน รัน นิว เอ็นเนอร์จี้ เทคโนโลยี จำกัด
2060,2060,20200341325647,บริษัท สิราพรรณ์ สมุนไพร 2021 จำกัด
2061,2061,20200356525644,บริษัท จิราวุฒิ คอนสตรั๊คชั่น จำกัด
2062,2062,10200062025667,บริษัท เอส ดี เมทัล แอนด์ ซัพพลาย จำกัด
2063,2063,91650095825669,บริษัท ไทยอีสเทิร์น ยูทิลิตี้ส์ จำกัด
2064,2064,10200076025638,บริษัท เอส เอส ซี ออยล์ จำกัด
2065,2065,10200087625665,บริษัท เอ เค สปีด ออยล์ จำกัด
2066,2066,10200096325661,บริษัท บุญธรรม ชลบุรี จำกัด
2067,2067,91650099325666,บริษัท โกลบอลกรีนเคมิคอล จำกัด (มหาชน)
2068,2068,10200100125164,เต็กฮะ
2069,2069,10200100125271,บริษัท ศิริกุลพาณิชย์ชลบุรี จำกัด
2070,2070,20200357125642,บริษัท ซุน คอร์ป จำกัด
2071,2071,20200367025642,บริษัท คุ้ม ซัพพลาย แอนด์ เซอร์วิส จำกัด
2072,2072,20200371025646,บริษัท ลองบี แพคเกจจิ้ง (ประเทศไทย) จำกัด
2073,2073,20200381925645,บริษัท ไทย พอร์สลุง อิเล็กทรอนิกส์ เทคโนโลยี จำกัด
2074,2074,20200384225647,บริษัท อีซูซุ ตะวันออก ชลบุรี จำกัด
2075,2075,20200384925642,บริษัท อู่สุนทรการช่าง จำกัด
2076,2076,10200100125297,บริษัท กิมป้อน้ำแข็งหลอด จำกัด
2077,2077,20200388125645,บริษัท ซูดอง โมลด์ (ประเทศไทย) จำกัด
2078,2078,10200100125305,บริษัท ชลบุรีอีซูซุเซลส์ จำกัด
2079,2079,20200388225643,บริษัท เทียนลี่ อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด
2080,2080,10200100225212,บริษัท น้ำแข็งบูรพา จำกัด
2081,2081,20200400125458,บ่อทองค้าไม้
2082,2082,10200100225246,ธนนท์
2083,2083,20200400125490,บริษัท บราโว่ อุตสาหกรรม จำกัด
2084,2084,20200400125516,บริษัท เอวีโอ เทอร์โบเวิร์ลด เอเซีย จำกัด
2085,2085,20200400125599,ห้างหุ้นส่วนจำกัด พี.เอส.เอส รีไซเคิล
2086,2086,10200100225394,บริษัท คิงไว จำกัด
2087,2087,20200400225563,บริษัท เอ็ม.เอ็ม.สตีล จำกัด
2088,2088,10200100225568,บริษัท เอ็ม.เอ็ม.สตีล จำกัด
2089,2089,20200400325439,บริษัท ศรีราชา การาจ จำกัด
2090,2090,10200100325483,บริษัท ไทย มีจิ้น ฮีท ทรีทติ้ง จำกัด
2091,2091,20200400325611,บริษัท ริชชี่ เทคโนโลยี กรุ๊ป จำกัด
2092,2092,10200100425499,บริษัท เฮกวาง (ประเทศไทย) จำกัด
2093,2093,20200400525590,ห้างหุ้นส่วนจำกัด วิเศษเจริญ การสกรีน
2094,2094,20200400725596,บริษัท ซี.เอ็น.ซี.วีเอส แมชชีน จำกัด
2095,2095,10200100525488,บริษัท โอ เอส ทูล (ประเทศไทย) จำกัด
2096,2096,20200400825586,บริษัท ร็อค ดริล (ไทยแลนด์) จำกัด
2097,2097,10200100525561,บริษัท ไท้เฮงการช่างและการหล่อ (1959) จำกัด
2098,2098,10200100725476,บริษัท พระลาน เอนเนอร์ยี่ จำกัด
2099,2099,20200400925600,บริษัท เบเคอร์ ฮิวช์ส โอเปอเรชั่นส์ (ประเทศไทย) จำกัด
2100,2100,10200101025470,บริษัท ไทย เวิลด์ เทค จำกัด
2101,2101,20200401025590,บริษัท ซองชอล ไฮเทค จำกัด
2102,2102,10200101125486,บริษัท เขาขยายค้าของเก่า จำกัด
2103,2103,20200401125606,บริษัท พีแอนด์ดี เมทัล โปรดักส์ จำกัด
2104,2104,20200401225562,บริษัท หงส์ หยี้ เคมีคอล (ประเทศไทย) จำกัด
2105,2105,20200405125644,บริษัท พีเคที ฟู้ด เทรดดิ้ง จำกัด
2106,2106,20200426525640,บริษัท สุธาพร ค้าวัสดุ จำกัด
2107,2107,20200436725644,บริษัท วินโดร์ วิว จำกัด
2108,2108,10200101225609,บริษัท พี เอส ซี ไบโอแก๊ส จำกัด
2109,2109,20200460925649,บริษัท ไอเอ็นดี ไทย แพ็คเวล อุตสาหกรรม จำกัด
2110,2110,20200462425648,บริษัท โบอิน อุตสาหกรรม จำกัด
2111,2111,10200101825481,บริษัท เค ที ซี โฮม จำกัด
2112,2112,20200463225641,-
2113,2113,10200101825564,ห้างหุ้นส่วนจำกัด เจ๊อ้วนและเพี่อนบริการ
2114,2114,20200468925641,บริษัท เจบี ไฮเทค จำกัด
2115,2115,10200101825572,บริษัท ชูขวัญ ค้าของเก่า จำกัด
2116,2116,20200496925647,บริษัท สยาม ยูเนี่ยน พลาสติก อินดัสตรี้ จำกัด
2117,2117,20200498425646,บริษัท ไทยออยล์ จำกัด (มหาชน)
2118,2118,20200498825647,บริษัท ไฮโรพ (ประเทศไทย) จำกัด
2119,2119,10200101825655,บริษัท ภัทรพงษ์ รีไซเคิลพลาส จำกัด
2120,2120,10200102325473,ห้างหุ้นส่วนจำกัด ชาลี รีไซเคิล
2121,2121,10200102825530,บริษัท แอ๊พพลายด์แมชีนเนอรี่ จำกัด
2122,2122,20200500125358,บริษัท วีแม็ก จำกัด
2123,2123,10200103125591,บริษัท ซีเอสเจ รับเบอร์ชีท จำกัด
2124,2124,20200500125440,โพธิ์ไพบูลย์ค้าไม้
2125,2125,10200103325654,บริษัท ถิ่นเศรษฐี จำกัด
2126,2126,20200500225463,บริษัท เอฟพีที พลาสติก อินดัสตรี จำกัด
2127,2127,20200500225570,บริษัท ฤทธา จำกัด
2128,2128,20200500225596,บริษัท เพนท์แอพพรีเคชั่นซิสเต็มท์ จำกัด
2129,2129,20200500225604,บริษัท พี.เอส.ซี.สตาร์ช โปรดักส์ จำกัด (มหาชน)
2130,2130,20200500625605,บริษัท เอสเอ็ม คิงส์ ฟรุ๊ต จำกัด
2131,2131,20200500725561,บริษัท ซีเอ็นเอ อินเตอร์ โค้ทติ้ง จำกัด
2132,2132,20200501125605,บริษัท สยาม โคแนน จำกัด
2133,2133,20200501425641,บริษัท เอฟ.โอ. เทคโนโลยี แมททีเรียลส์ จำกัด
2134,2134,20200600125431,บริษัท ท๊อปเฟล็กซ์ รับเบอร์ อินดัสทรี่ จำกัด
2135,2135,10200103425561,บริษัท กานต์สินี รีไซเคิล จำกัด
2136,2136,20200600125464,บริษัท คราวน์เท็กซ์ (ประเทศไทย) จำกัด
2137,2137,10200109625479,บริษัท โพลีวิชั่น พรีซิชั่น โมลด์ (ประเทศไทย) จำกัด
2138,2138,20200600125563,บริษัท โพลิเอเซีย จำกัด
2139,2139,20200600125589,บริษัท พี.เทคโนโลยี จำกัด
2140,2140,10200134325632,ไฟซอล ธุรกิจ
2141,2141,20200600125597,บริษัท ไทย เฟอโรแมกซ์ จำกัด
2142,2142,10200135825655,บ่อซุปเปอร์สปีด 6
2143,2143,20200600225462,ห้างหุ้นส่วนจำกัด บางละมุงคอนกรีต
2144,2144,20200600225561,บริษัท เอ็มทีที (ไทยแลนด์) จำกัด
2145,2145,20200600425575,บริษัท โซริทสึ (ไทยแลนด์) จำกัด
2146,2146,20200600425591,บริษัท เจนเซ่น เอ็นจิเนียริ่ง แอนด์ ซัพพลาย (ประเทศไทย) จำกัด
2147,2147,20200700125448,บริษัท กรีน คาร์ตอนบ๊อกซ์ จำกัด
2148,2148,20200700125554,บริษัท เค มูน ทอย จำกัด
2149,2149,20200700125562,บริษัท เอแจ๊ก ซัพพลายส์ จำกัด
2150,2150,20200700125612,ห้างหุ้นส่วนจำกัด พี.เอ็ม.รับเบอร์ ไทร์
2151,2151,10200136125634,ห้างหุ้นส่วนจำกัด สุวรรณวรี
2152,2152,20200700225453,บริษัท ไทย เฟาน์เทิน ออฟ ไลฟ์ จำกัด
2153,2153,10200144225632,บริษัท คิวเอ็มบี จำกัด
2154,2154,20200700225461,บริษัท สยามการค้า เอ็นจิเนียริ่ง จำกัด
2155,2155,10200155425634,บริษัท เมทเทิลคอม จำกัด
2156,2156,20200700225578,บริษัท จรูญรัตน์ โปรดักส์ จำกัด
2157,2157,10200157325634,บริษัท ไทยอีสเทิร์น ไบโอ พาวเวอร์ จำกัด
2158,2158,20200700525605,บริษัท ทีเอฟยู โมลด์ จำกัด
2159,2159,20200800125454,บริษัท กิจการยางชลบุรี จำกัด
2160,2160,10200161425651,บริษัท พีอาร์.สแครป จำกัด
2161,2161,20200800125561,บริษัท คิดส์ แอนด์ คิทส์ วู้ดเวอร์ค จำกัด
2162,2162,10200163225638,ห้างหุ้นส่วนจำกัด นาป่า รีไซเคิล
2163,2163,20200800125603,บริษัท พี.เอส.ซี.สตาร์ช โปรดักส์ จำกัด (มหาชน)
2164,2164,10200172025656,บริษัท เจ เทคโนโลยี เวสท์ จำกัด
2165,2165,20200800225452,บริษัท ชลบุรี กำไรโลหะกิจ จำกัด
2166,2166,10200200125262,บริษัท ธนรัฐรพี จำกัด
2167,2167,20200800225460,บริษัท อิซาร่า เมทัล เทค จำกัด
2168,2168,10200200125445,บริษัท สหเซเรน จำกัด
2169,2169,20200800225577,บริษัท พี.เอ็น.เอส.เอ.เพลทติ้ง จำกัด
2170,2170,10200200325466,ห้างหุ้นส่วนจำกัด เอส.เอส.เค พาร์เลส แอนด์ แพคกิ้ง
2171,2171,10200200625501,บริษัท ไจก้า เวส แมนเนจเม้นท์ จำกัด
2172,2172,20200900125370,บริษัท แอ็ควานซลักเก็จ ไทย จำกัด
2173,2173,10200209525629,บริษัท ช.เจริญ 2019 จำกัด
2174,2174,20200900125446,บริษัท พีพี เอ.เจ.(1999) จำกัด
2175,2175,10200214025631,บริษัท หัวไท แมททีเรียล รีไซเคิล จำกัด
2176,2176,20200900125586,บริษัท เอสทีเอ็ม (ไทยแลนด์) จำกัด
2177,2177,20200900225451,บริษัท มูเร็กซ์ อินดัสเทรียล แก๊ส จำกัด
2178,2178,20200900225469,บริษัท เอเซียไทยโมลด์ จำกัด
2179,2179,20200900425606,บริษัท ธารา เซอร์วิส จำกัด
2180,2180,10200222325627,บริษัท เต๋อจิ้นชาง พลาสติก จำกัด
2181,2181,20201000125468,บริษัท กนกเฟอร์นิเจอร์ แอนด์ เดคคอเรชั่น จำกัด
2182,2182,10200227425620,บริษัท นิปปอน คินโซคุ อิโค-แมนูแฟคเจอริ่ง จำกัด
2183,2183,20201200125383,บริษัท ศิรกร จำกัด
2184,2184,10200256025622,บริษัท อีสเทิร์น พอร์ท แมเนจเม้นท์ คอร์ปอเรชั่น จำกัด
2185,2185,10200265825640,บริษัท ฮีดากาโยโก เอ็นเตอร์ไพรส์ จำกัด
2186,2186,20201200125425,บริษัท ซีนิธ เมทอล อินดัสทรี จำกัด
2187,2187,10200286525625,บริษัท บูรณาพากรุ๊ป จำกัด
2188,2188,20201300125374,บริษัท เอ็น.อี.ซี.คอนกรีต จำกัด
2189,2189,20201300125416,บริษัท ชลบุรีแสงตะวันอุตสาหกรรม จำกัด
2190,2190,10200300125162,บริษัท อุตสาหกรรมห้องเย็นชลบุรี จำกัด
2191,2191,20201300125432,บริษัท พารากอน สตีล ซัพพลายส์ จำกัด
2192,2192,10200300125402,บริษัท มิตสึคูระ ไทย จำกัด
2193,2193,20201400125464,บริษัท วี อาร์ โปร จำกัด
2194,2194,10200300125428,บริษัท สหวิศว์หล่อโลหะ จำกัด
2195,2195,20201500125430,บริษัท เอส.เอ.คอนแทรคติ้ง จำกัด
2196,2196,10200300125485,บริษัท โคโตบุคิยะ เฟลตัล(ประเทศไทย) จำกัด
2197,2197,20201500125463,บริษัท โพรชู ฟอร์มูเลชั่น (ประเทศไทย) จำกัด
2198,2198,20201600125447,บริษัท หงส์ยิพโมลด์ จำกัด
2199,2199,10200300225194,เบญจชัย
2200,2200,20201800125445,อรุณชัยการช่าง
2201,2201,10200300625484,โรงงานปรับปรุงคุณภาพน้ำเสียแสนสุขใต้
2202,2202,20201900125451,บริษัท ธัญญากลกิจ จำกัด
2203,2203,10200400125419,บริษัท เทอร์มาเฟลกซ์ อินซูเลชั่น เอเซีย จำกัด
2204,2204,20202000125441,บริษัท ตะวันออกสตีล จำกัด
2205,2205,10200400125435,บริษัท แสงรุ่ง กรุ๊ป จำกัด
2206,2206,20202100125374,บริษัท หนองมน จำกัด
2207,2207,20202200125373,บริษัท ไทย ที เค วู้ดเด้น ทอยส์ จำกัด
2208,2208,20203200125462,บริษัท บี.พี.เพาเวอร์ เอ็นยิเนียริ่ง จำกัด
2209,2209,10200410125649,บริษัท รุ่งนภา เมทัล สตีล จำกัด
2210,2210,20203400125460,บริษัท เบเคอร์ ฮิวช์ส แมนูแฟคเจอริ่ง (ประเทศไทย) จำกัด
2211,2211,10200419825645,บริษัท มังกรทอง รีไซเคิล จำกัด
2212,2212,20203600125468,บริษัท ชินเซ โคเงียว (ไทยแลนด์) จำกัด
2213,2213,10200421425640,บริษัท พีแอนด์ไอ (ไทยแลนด์) จำกัด
2214,2214,20203800125466,บริษัท เอนี ปาร์ค พลัช จำกัด
2215,2215,10200429025640,บริษัท ไทยอีสเทิร์น ไบโอ พาวเวอร์ จำกัด
2216,2216,10200453825642,บริษัท อภิวัฒน์ ออยล์ จำกัด
2217,2217,10200454225644,บริษัท กรีน เวิลด์ คอนเซชั่น จำกัด
2218,2218,10200494325644,บริษัท ทิพย์กมล เทรดดิ้ง จำกัด
2219,2219,10200500125269,โชคชัยการช่าง
2220,2220,10200500125319,บริษัท เทคแมน อิเล็คทรอนิคส์ (ประเทศไทย) จำกัด
2221,2221,10200500125418,บริษัท บี.โอ.อุตสาหกรรม จำกัด
2222,2222,10200600125417,บริษัท โตโย ไซกัน (ประเทศไทย) จำกัด
2223,2223,10200700125358,บริษัท ไทย วันเดอร์ฟูล วาย เคเบิล จำกัด
2224,2224,10200700125366,บริษัท จงเจริญการช่าง ชลบุรี จำกัด
2225,2225,10200800125324,อู่ทวีการช่าง
2226,2226,30200000225565,บริษัท บูรพา แอกกริเกต จำกัด
2227,2227,30200000825596,โรงโม่หินหนองน้ำเขียว
2228,2228,30200001925650,บริษัท บุญศิลารัตน์ จำกัด
2229,2229,40200117425650,บริษัท ทีเอฟ เทค เพาเวอร์ จำกัด
2230,2230,10200800125373,บริษัท เดอะแกรนด์ ยูบี จำกัด
2231,2231,40200385725641,บริษัท อิมแพคท์ โซล่าร์ กรุ๊ป (ประเทศไทย) จำกัด
2232,2232,10200900125356,บริษัท เฟมเอ็นจิเนียริ่ง จำกัด
2233,2233,60200000125602,บริษัท เอ็นเตอร์ไพรส์ เน็ตเวอร์ค เทคโนโลยี่ จำกัด
2234,2234,60200026025679,บริษัท อีคอม อีเล็คทรอนิกส์ (ไทยแลนด์) จำกัด
2235,2235,60200090725642,ห้างหุ้นส่วนจำกัด วินเนอร์ เมทัลชีท (บ้านบึง)
2236,2236,60200093225640,บริษัท เค.เอ็น.ไฮเทค จำกัด
2237,2237,60200093425646,บริษัท เอ็มเอชไอ ออโตโมทีฟ ไคลเมท คอนโทรล (ไทยแลนด์) จำกัด
2238,2238,60200093525643,บริษัท เอส.เจ.ซี คอนกรีต จำกัด
2239,2239,60200094825646,-
2240,2240,60200094925644,บริษัท ไทย ลาเท็กซ์ จำกัด
2241,2241,20200000125486,บริษัท พีอาร์ ฟู้ดส์ กรุ๊ป จำกัด
2242,2242,20200000125577,บริษัท สุขสมบูรณ์พัฒนาน้ำมันพืช จำกัด
2243,2243,60200096125649,-
2244,2244,60200097225646,บริษัท เซนใหม่ สกรีน (ประเทศไทย) จำกัด
2245,2245,20200000125593,บริษัท ซิลเวอร์เลค วินยาร์ด จำกัด
2246,2246,60200097425642,อนันต์การช่าง
2247,2247,20200000225328,บริษัท แฮปปี้เนส สตอร์ม จำกัด
2248,2248,60200098325643,บริษัท บี.เค.เซ็นเตอร์ จำกัด
2249,2249,60200099725643,บริษัท บี.พี.คอนกรีต จำกัด
2250,2250,60200100025645,บริษัท ทองนพคุณ เอ็นจิเนียริ่ง จำกัด
2251,2251,60200210725639,บริษัท พีเอสเอ็ม อินดัสเตรียล จำกัด
2252,2252,60200308225641,บริษัท เอส.พี.รุ่งเรืองรับเบอร์ แอนด์ คอนสตรัคชั่น จำกัด
2253,2253,91050000125463,บริษัท รวมทิพย์ รีเทค จำกัด
2254,2254,91050002625510,บริษัท คอมพาส คอร์ปอเรชั่น จำกัด
2255,2255,20200000225369,บริษัท ออโต้โซน จำกัด
2256,2256,91050005025486,บริษัท เจ็ท อินดัสตรีส์ (ประเทศไทย) จำกัด
2257,2257,91050006725480,บริษัท พานทองบรรจุภัณฑ์ จำกัด
2258,2258,20200000225427,โรงน้ำแข็งแสนอุดม
2259,2259,20200000225500,บริษัท เอเวนส์ เพียว (ไทย) จำกัด
2260,2260,20200000325532,องค์การเภสัชกรรม สาขาหนองใหญ่
2261,2261,20200000325615,โรงงานสาคูกรณิฑัศณ์
2262,2262,20200000425407,บริษัท ชลบุรีฮอนด้า ออโตโมบิล จำกัด
2263,2263,91050008325487,บริษัท ซีเท็กซ์ อินดัสตรี คอร์ปอเรชั่น จำกัด
2264,2264,91050008925591,บริษัท บุญณรงค์อุตสาหกรรมพลาสติก จำกัด
2265,2265,20200000425506,บริษัท เอส.เอ็ม.เอส.ไซซิ่ง จำกัด
2266,2266,20200000425522,โรงน้ำแข็ง สุขสวัสดิ์ พันเสด็จ
2267,2267,20200000425530,บริษัท ที เบล โก้ จำกัด
2268,2268,20200000525388,บริษัท ประสิทธิ์ผลแมชชีนเนอรี่ จำกัด
2269,2269,20200000525503,บริษัท บางพลี พลาสติก จำกัด
2270,2270,20200000525511,บริษัท แพนด้า เปเปอร์ คาร์ตันส จำกัด
2271,2271,20200000525545,บริษัท อ.พานทอง จำกัด
2272,2272,20200000525560,-
2273,2273,20200000625584,บริษัท เอ็น.ดี.อินเตอร์พาร์ท จำกัด
2274,2274,91650092225665,บริษัท ซูมิรับเบอร์ ไทยอีสเทิร์น คอร์ปอเรชั่น จำกัด
2275,2275,20200000725376,บริษัท ผลิตภัณฑ์สากลคอนกรีต จำกัด
2276,2276,20200000725459,บริษัท เด็คส์เตอร์ อินดัสทรี จำกัด
2277,2277,20200000725566,บริษัท สตางค์ เซ็นเตอร์ จำกัด
2278,2278,20200000825440,โรงงานคอนกรีตผสมเสร็จบ้านบึง
2279,2279,20200000825457,บริษัท แพลนเน็ท เฟอร์นิเจอร์ (ไทยแลนด์) จำกัด
2280,2280,20200000825481,ห้างหุ้นส่วนจำกัด จิตติมาน้ำแข็งหลอด
2281,2281,20200000825499,บริษัท ซีเอฟที เอ็นจิเนียริ่ง จำกัด
2282,2282,20200000825630,บริษัท เอส.เจ.ซี. คอนกรีต จำกัด
2283,2283,20200000925489,บริษัท นวภัทรกิจ จำกัด
2284,2284,20200001125485,บริษัท ซีโนแพ็ค จำกัด
2285,2285,20200001125550,บริษัท เค แพคเกจจิ้ง จำกัด
2286,2286,20200001225483,บริษัท บิวตี้ บีซู่ จำกัด
2287,2287,20200001225509,บริษัท พีพีเอ็ม เพ้นท์ติ้ง จำกัด
2288,2288,20200001325523,บริษัท สุรศักดิ์แมคคานีคอลแอนด์คอนสตรั๊คชั่น จำกัด
2289,2289,20200001325564,บริษัท กาญจน บ้านกลาง คอนกรีต จำกัด
2290,2290,20200001325614,บริษัท พีเอ ปรารถนาพร จำกัด
2291,2291,20200001425547,บริษัท แอดวานซ์ ได-คัสติ้ง อินดัสทรี จำกัด
2292,2292,20200001525593,บริษัท ทีอาร์ ไทยฟู้ดส์ จำกัด
2293,2293,20200001525619,บริษัท กรีน กลัฟ (ไทยแลนด์) จำกัด
2294,2294,20200001625484,บริษัท ออส-เทค เอ็นจิเนียริ่ง จำกัด
2295,2295,20200001725482,-
2296,2296,20200001725508,บริษัท พัทยา น้ำแข็งหลอด จำกัด
2297,2297,20200001825472,ห้างหุ้นส่วนจำกัด ชลบุรีอุตสาหกรรมเหล็กกล้า
2298,2298,20200001925488,บริษัท เจแอนด์โอ โปรเซสซิ่ง จำกัด
2299,2299,20200002025510,บริษัท นาโน แมททีเรียลส์ เทคโนโลยี จำกัด
2300,2300,20200002025569,บริษัท ไทย ชลเทค 009 จำกัด
2301,2301,20200002025593,บริษัท เพิ่มพูลสลักภัณฑ์และกลการ (2004) จำกัด
2302,2302,20200002125476,บริษัท มาร์ค เวิลด์ไวด์ จำกัด
2303,2303,20200002125559,-
2304,2304,20200002125617,บริษัท เค.พี.เอส.รีไซเคิ้ล จำกัด
2305,2305,20200002225573,บริษัท ดี ซี แอล โมลด์แอนด์ออโต้ พาร์ทส จำกัด
2306,2306,20200002425512,บริษัท ชลบุรี ไฮท์ พาเลท จำกัด
2307,2307,20200002425553,บริษัท ที เอฟ จี อุตสาหกรรม จำกัด
